alloc_phase11,cagr,sharpe,max_dd,delta_cagr_pp
0.0,0.2910327492497826,1.6796093290461906,-0.10252898185861807,0.0
0.05,0.2955286480803636,1.7579799819183448,-0.09998622977282365,0.4495898830580991
0.1,0.29986477994398886,1.833528778740328,-0.09744347768702931,0.8832030694206239
0.15,0.3040401298549076,1.9039078967202614,-0.09490072560123497,1.3007380605124963
0.2,0.3080537134892183,1.9665458122632198,-0.09235797351544059,1.7020964239435665
0.3,0.315591798694969,2.058612469862491,-0.08727246934385194,2.4559049445186387
0.5,0.3286868948074999,2.071540592786822,-0.07710146100067457,3.765414555771729
0.7,0.3390980028585193,1.8992081297698262,-0.06891972707660853,4.80652536087367
1.0,0.3495880794235058,1.557378626320508,-0.08734557688069815,5.855533017372316
