rebalance_date,net_return,drawdown,regime_state
2021-12-31,-0.11816302481055696,-0.11816302481055696,
2020-02-28,-0.07759842306253564,-0.11651050091824344,
2021-08-31,-0.07671720486070419,-0.07671720486070421,
2024-11-29,-0.06939774797732405,-0.06939774797732401,
2022-08-31,-0.06290583042166004,-0.2082743046812613,
2026-01-30,-0.056341018956227985,-0.056341018956228006,
2022-03-31,-0.055072242866882566,-0.10809651621924143,
2022-11-30,-0.053578417688536634,-0.2114726509685041,
2026-02-27,-0.04731296249809899,-0.10098832093734633,
2025-06-30,-0.045853209690702314,-0.10510728847298478,
