rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,baseline_recommendation_count,carried_count,equity,drawdown
2019-05-31,lifecycle_review_main,0.04454342324651001,0.0018000000000000002,0.36000000000000004,0.04274342324651001,0.2799999999999999,3,"NOW,SHOP,AMT",14,0,1.04274342324651,0.0
2019-06-28,lifecycle_review_main,0.0068275747361549784,0.0016386107824391306,0.3277221564878261,0.005188963953715848,0.0,6,"NOW,SHOP,AMT,HD,FDS,DHR",14,0,1.0481541812827104,0.0
2019-07-31,lifecycle_review_main,0.025175558992823567,0.0012972460598780489,0.2594492119756098,0.023878312932945518,1.1102230246251565e-16,8,"NOW,SHOP,HD,FDS,DHR,CTAS,MDT,SPGI",14,2,1.0731823348253544,0.0
2019-08-30,lifecycle_review_main,-0.030493252141162698,0.0018478010766611686,0.3695602153322337,-0.032341053217823865,0.0,9,"NOW,SHOP,HD,CTAS,MDT,SPGI,AMGN,ELS,AMT",14,3,1.038474487822339,-0.03234105321782388
2019-09-30,lifecycle_review_main,0.014570376239291954,0.002072958477233929,0.41459169544678587,0.012497417762058025,0.0,9,"SHOP,CTAS,MDT,SPGI,ELS,AMT,MLM,NEE,DUK",14,4,1.051452737331894,-0.020247815108694
2019-10-31,lifecycle_review_main,-0.01977564918657719,0.0024562121325090954,0.49124242650181904,-0.022231861319086287,0.0,10,"CTAS,MDT,ELS,AMT,MLM,NEE,DUK,AAPL,BKNG,WU",16,5,1.0280769858919576,-0.04202952981026942
2019-11-29,lifecycle_review_main,0.04898421141026509,0.0012649455582461973,0.25298911164923943,0.0477192658520189,0.0,11,"CTAS,MDT,ELS,NEE,DUK,AAPL,BKNG,WU,UNH,BAC,BABA",25,3,1.0771360648980783,0.0
2019-12-31,lifecycle_review_main,0.038270074811013736,0.0017213719503614403,0.34427439007228805,0.036548702860652295,0.0,10,"CTAS,MDT,AAPL,BKNG,UNH,BAC,BABA,TSLA,CP,CPRT",14,3,1.1165039908745307,0.0
2020-01-31,lifecycle_review_main,-0.04119165823541231,0.0009939568248988253,0.19879136497976505,-0.042185615060311134,0.0,12,"CTAS,MDT,AAPL,BKNG,UNH,BAC,BABA,TSLA,CP,CPRT,GOOG,MSCI",14,6,1.0694035833021966,-0.042185615060311044
2020-02-28,lifecycle_review_main,-0.07606129541247572,0.0015371276500599248,0.30742553001198497,-0.07759842306253564,0.28,11,"MDT,AAPL,BABA,TSLA,CP,CPRT,GOOG,MSCI,NOW,DPZ,NVDA",14,6,0.9864195516205212,-0.11651050091824344
