portfolio,rebalance_date,implied_return,target_weight_sum,names,implied_equity,target_turnover,name_jaccard,broker_month_end_equity,broker_month_end_return,broker_trade_count,broker_fees_usd,broker_gross_traded_usd,return_gap
main,2019-05-31,0.042037345761822296,0.9999999999999993,19.0,104203.73457618224,0.4999999999999997,,,,,,,
main,2019-06-30,0.021559457097953164,0.9999999999999989,25.0,106450.31052122393,0.5667731639912855,0.6923076923076923,103595.78635090824,0.0,18.0,176.14133959770203,70456.53583908081,0.021559457097953164
main,2019-07-31,0.006035682985429395,0.9999999999999992,18.0,107092.81084923055,0.47521758208254755,0.34375,105819.5557420635,0.02146582857745516,24.0,205.45693101882935,82182.77240753174,-0.015430145592025764
main,2019-08-31,0.009638589110144794,0.9999999999999992,18.0,108125.03444965673,0.4660951894931797,0.38461538461538464,106910.82530977724,0.010312551021984362,32.0,249.46880127429964,99787.52050971985,-0.0006739619118395681
main,2019-09-30,0.007812570538106288,0.9999999999999992,18.0,108969.76890822985,0.348594005208587,0.5652173913043478,106163.33824099063,-0.006991687386387113,26.0,239.02087463378908,95608.34985351562,0.014804257924493401
main,2019-10-31,0.004944387092526983,0.9999999999999992,20.0,109508.55762709535,0.5476430679857721,0.26666666666666666,107005.87685456753,0.007936248308849647,23.0,181.88955567359923,72755.8222694397,-0.002991861216322664
main,2019-11-30,0.012922616439837503,0.9999999999999984,31.0,110923.69471419015,0.5570080010486745,0.6451612903225806,107082.33630003929,0.0007145350117141458,30.0,288.73391771793365,115493.56708717346,0.012208081428123357
main,2019-12-31,0.0452802307623004,0.9999999999999992,18.0,115946.34520785563,0.421430916038983,0.32432432432432434,107872.64505635262,0.007380383951457015,30.0,288.08705858230593,115234.82343292236,0.037899846810843386
main,2020-01-31,-0.04320676285895091,0.9999999999999993,18.0,110936.67896609775,0.26224810497196965,0.6363636363636364,112208.91805906295,0.04019807802473996,37.0,221.46395674705505,88585.58269882202,-0.08340484088369088
main,2020-02-29,-0.047642840392665385,0.9999999999999986,28.0,105651.34047642359,0.8200294172660668,0.3939393939393939,103267.44890668867,-0.07968590471274128,22.0,135.79837219238283,54319.348876953125,0.0320430643200759
main,2020-03-31,0.0929935958550667,0.9999999999999996,19.0,115476.23853423419,0.41673428889738107,0.38235294117647056,99022.79054908754,-0.041103546204928176,32.0,364.74878690719606,145899.51476287842,0.13409714205999487
main,2020-04-30,0.08760341028856869,0.9999999999999987,26.0,125592.35083712934,0.6124088592337384,0.6666666666666666,106846.23023545266,0.07900645541277584,33.0,156.68361227989197,62673.44491195679,0.008596954875792845
main,2020-05-31,0.0488361790723289,0.9999999999999993,17.0,131725.80137272613,0.29622103875748357,0.5357142857142857,114937.71230877876,0.07573015964620589,25.0,214.47800205230715,85791.20082092285,-0.026893980573876985
main,2020-06-30,0.0654191722737503,0.9999999999999996,17.0,140343.1942656263,0.43004508137521397,0.4166666666666667,119570.54084892274,0.04030729729244942,26.0,162.7935339832306,65117.413593292236,0.02511187498130088
main,2020-07-31,0.0596628683748558,0.9999999999999993,18.0,148716.4717924032,0.4250908829087821,0.4583333333333333,126060.3241392708,0.05427577097395497,23.0,249.68765310287475,99875.0612411499,0.005387097400900827
main,2020-08-31,-0.014332777850769701,0.9999999999999992,17.0,146584.95163945245,0.4024475410071739,0.4583333333333333,134067.04826823232,0.06351502095231587,24.0,268.9314343929291,107572.57375717163,-0.07784779880308557
main,2020-09-30,-0.011003525968188392,0.9999999999999996,18.0,144972.0003175421,0.42315990095715866,0.4,130217.63863564492,-0.028712570928583148,24.0,259.70098390579227,103880.3935623169,0.017709044960394757
main,2020-10-31,0.054606430841275276,0.9999999999999982,27.0,152888.4038268033,0.6430602254913446,0.5,127798.5990600109,-0.018576896348140637,25.0,267.10931592941284,106843.72637176514,0.07318332718941592
main,2020-11-30,0.07403677160130148,0.9999999999999984,37.0,164207.76766141588,0.6549868700809359,0.6410256410256411,134008.68484972956,0.0485927532492163,29.0,316.92442985534666,126769.77194213867,0.02544401835208518
main,2020-12-31,-0.018827377876021407,0.9999999999999994,17.0,161116.16596947645,0.40475746346555735,0.3170731707317073,144807.07894400597,0.08057980799069231,35.0,344.32887096405034,137731.54838562012,-0.09940718586671371
main,2021-01-31,0.008884648578729299,0.9999999999999993,18.0,162547.62648446747,0.7254593628515376,0.16666666666666666,140067.7819134474,-0.032728351853511084,40.0,287.62466155529023,115049.86462211609,0.04161300043224038
main,2021-02-28,-0.002336146523368115,0.9999999999999993,18.0,162167.89141197407,0.5214410742079297,0.125,139462.47011996747,-0.0043215633546189736,29.0,408.5305396652222,163412.21586608887,0.0019854168312508588
main,2021-03-31,0.06443288307499949,0.9999999999999986,25.0,172616.83619784098,0.7015303597336559,0.43333333333333335,138005.67096683028,-0.010445814934182951,31.0,367.1587417602539,146863.49670410156,0.07487869800918244
main,2021-04-30,0.014037907194992085,0.9999999999999992,20.0,175040.01532467944,0.4909120155385093,0.36363636363636365,148027.5869856978,0.07261959561992404,28.0,386.59220561981203,154636.8822479248,-0.05858168842493195
main,2021-05-31,0.034146578199829906,0.9999999999999986,26.0,181017.032896063,0.4512838069622005,0.7037037037037037,149986.1225006819,0.013230881856996835,32.0,361.4327486419678,144573.0994567871,0.020915696342833072
main,2021-06-30,0.07220372648621,0.999999999999999,20.0,194087.13722863563,0.4878243357375694,0.3142857142857143,155352.4576349497,0.03577887770412502,27.0,328.59162163734436,131436.64865493774,0.036424848782084976
main,2021-07-31,0.0500713178359649,0.9999999999999996,17.0,203805.3359646832,0.39218330100360493,0.48,164408.753828249,0.05829515883540104,35.0,373.25531846523285,149302.12738609314,-0.008223840999436141
main,2021-08-31,-0.0445960418143044,0.9999999999999993,17.0,194716.4246800238,0.382007800327421,0.4782608695652174,173166.966944542,0.053270965884470556,23.0,321.34886872291565,128539.54748916626,-0.09786700769877496
main,2021-09-30,0.07209993037603014,0.9999999999999992,18.0,208755.46534252304,0.721942631368896,0.25,163817.15823549277,-0.05399302692668606,23.0,325.3469361305237,130138.77445220947,0.1260929573027162
main,2021-10-31,0.016476505824004308,0.9999999999999991,24.0,212195.02598303187,0.589323503646885,0.6153846153846154,175325.93734016424,0.07025380752928956,27.0,473.550057926178,189420.0231704712,-0.053777301705285246
main,2021-11-30,0.011448920174738092,0.9999999999999987,30.0,214624.42989698806,0.5748670004285118,0.6363636363636364,176333.44515926365,0.005746484715177358,25.0,390.9113665390015,156364.5466156006,0.005702435459560734
main,2021-12-31,-0.055105856749175536,0.9999999999999993,17.0,202797.36680821117,0.5379132496372411,0.23684210526315788,179031.38719762804,0.015300228699822727,33.0,471.28277700424195,188513.11080169678,-0.07040608544899826
main,2022-01-31,-0.0091682053502805,0.9999999999999992,17.0,200938.07890481732,0.4229948719022335,0.4782608695652174,164033.03795996666,-0.08377497081617924,38.0,466.3466322231293,186538.6528892517,0.07460676546589874
main,2022-02-28,0.051781426574501195,0.9999999999999989,27.0,211342.93928364842,0.5535182053434026,0.5714285714285714,162144.39814799308,-0.011513776952875254,21.0,326.3718790817261,130548.75163269043,0.06329520352737644
main,2022-03-31,-0.04783211788191397,0.9999999999999991,18.0,201233.95889832274,0.38765103126816114,0.36363636363636365,168346.45957537653,0.038250235581513525,28.0,432.14052650451663,172856.21060180664,-0.08608235346342749
main,2022-04-30,-0.003722140538344799,0.9999999999999994,19.0,200484.93782221567,0.7062297572330105,0.1935483870967742,155382.51124440195,-0.07700754957172129,33.0,322.43643102645876,128974.5724105835,0.07328540903337649
