ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key
SNDK,SELL,17.0,2288.22998046875,2282.509405517578,38899.90966796875,97.24977416992188,38802.65989379883,60.0,0.16901391458667683,0.12,97478.69516936048,137293.798828125,-39815.10365876452,limit,day,target_rebalance,ready,157658.33727457785,r1k-M-20260622-S-SNDK-93afc97f09fa,93afc97f09fac6af42a7e74aba693d98fa9303eec9e960efc3856566cd75df56
MRVL,SELL,85.0,307.739990234375,306.9706402587891,26157.899169921875,65.39474792480469,26092.50442199707,311.0,0.11781914412778062,0.0854176755752068,69386.69632892426,95707.13696289062,-26320.44063396637,limit,day,target_rebalance,ready,183750.8416965749,r1k-M-20260622-S-MRVL-d9bab3c15ce4,d9bab3c15ce450fe8c159d66c0f28ad1aa6bee1476e277aa5d66c23f9f600ef1
WDC,SELL,34.0,759.655029296875,757.7558917236329,25828.27099609375,64.57067749023437,25763.700318603514,153.0,0.14308015011545347,0.1105003290937229,89761.89913200858,116227.21948242188,-26465.320350413298,limit,day,target_rebalance,ready,209514.54201517842,r1k-M-20260622-S-WDC-6a6267017240,6a6267017240e27b6338c1f54835d9a9c8e2c2c64f4a8fd468e4cfe83877bce1
MU,SELL,12.0,1187.760009765625,1184.790609741211,14253.1201171875,35.63280029296875,14217.48731689453,34.0,0.04971405117214746,0.0315455551257625,25625.162933770498,40383.84033203125,-14758.677398260752,limit,day,target_rebalance,ready,223732.02933207294,r1k-M-20260622-S-MU-77fdf8475d71,77fdf8475d712061aefc7391587cbc8652fac95deef1586ebffffb495720105f
STM,SELL,66.0,80.0999984741211,79.8997484779358,5286.599899291992,13.21649974822998,5273.383399543763,1138.0,0.1122138101317564,0.1056136514089967,85792.3410951724,91153.7982635498,-5361.4571683773975,limit,day,target_rebalance,ready,229005.4127316167,r1k-M-20260622-S-STM-286f1f24086e,286f1f24086e12415238de7cb67c366441001e0c9ac675ed9cbf2d340f90f572
CIEN,BUY,67.0,438.4700012207031,439.56617622375484,29377.49008178711,73.44372520446778,-29450.933806991576,104.0,0.05613642658764649,0.0927700346951081,75359.18277412865,45600.880126953125,29758.30264717553,limit,day,target_rebalance,ready,199554.47892462512,r1k-M-20260622-B-CIEN-c14e09c85d0d,c14e09c85d0d316a627c6257cf37601ce2e8798f26ea3d6be79e69df5cfba348
LITE,BUY,21.0,841.1900024414062,843.2929774475098,17664.99005126953,44.16247512817383,-17709.152526397706,39.0,0.04038594489376369,0.0630722737811363,51235.02457958194,32806.410095214844,18428.6144843671,limit,day,target_rebalance,ready,181845.32639822742,r1k-M-20260622-B-LITE-3cc0cbc08996,3cc0cbc08996a6b4dc41790572f46e376d7886950fb3dde118166493ecadec58
PWR,BUY,18.0,712.3900146484375,714.1709896850585,12823.020263671875,32.05755065917969,-12855.077814331054,42.0,0.03683313228177755,0.0528285408637678,42913.810259177706,29920.380615234375,12993.429643943331,limit,day,target_rebalance,ready,168990.24858389638,r1k-M-20260622-B-PWR-a9b4c9fd21fb,a9b4c9fd21fba2f47fd0c793e689f064585d9515cf6a7c0273c3d022be6d1280
FIX,BUY,4.0,2011.8599853515625,2016.8896353149412,8047.43994140625,20.118599853515626,-8067.558541259766,12.0,0.029720118574349363,0.0397040791547243,32252.515240862747,24142.31982421875,8110.195416643997,limit,day,target_rebalance,ready,160922.69004263662,r1k-M-20260622-B-FIX-520c3bc984a6,520c3bc984a666a6f0d726db74e9c18eb612295bb994ba69970894ff0b9c5e2e
ON,BUY,21.0,130.89999389648438,131.22724388122558,2748.899871826172,6.87224967956543,-2755.7721215057372,329.0,0.05301601288419368,0.0565105887188765,45904.8204297372,43066.09799194336,2838.72243779384,limit,day,target_rebalance,ready,158166.9179211309,r1k-M-20260622-B-ON-63548d302c8c,63548d302c8c385bd143c5f13ba6c6ae2e8c371204b700f6e57790efa5e0f980
KEYS,BUY,4.0,371.95001220703125,372.8798872375488,1487.800048828125,3.7195001220703126,-1491.5195489501953,20.0,0.009157693665738176,0.0112826059138231,9165.114188246549,7439.000244140625,1726.113944105924,limit,day,target_rebalance,ready,156675.3983721807,r1k-M-20260622-B-KEYS-ab3cee6e39cf,ab3cee6e39cf1b0dedab7323e5c0718386aa00a723919ab290b38b39f4d91750
COHR,BUY,3.0,415.0899963378906,416.12772132873533,1245.2699890136719,3.1131749725341797,-1248.383163986206,46.0,0.023505616030294968,0.0253330290843892,20578.588498614317,19094.13983154297,1484.4486670713486,limit,day,target_rebalance,ready,155427.0152081945,r1k-M-20260622-B-COHR-eb9fe7eb920b,eb9fe7eb920bdadab13247cffe766c999600f8aaa1c8b14d9642bf462fca9021
