ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
CIEN,104.0,438.4700012207031,2026-06-22,45600.880126953125,385.0750004882438,0.05613642658764649
COHR,46.0,415.0899963378906,2026-06-22,19094.13983154297,280.01750584652547,0.023505616030294968
FIX,12.0,2011.8599853515625,2026-06-22,24142.31982421875,1866.2886962890625,0.029720118574349363
KEYS,20.0,371.95001220703125,2026-06-22,7439.000244140625,313.2699890136719,0.009157693665738176
LITE,39.0,841.1900024414062,2026-06-22,32806.410095214844,310.40636825454817,0.04038594489376369
MRVL,311.0,307.739990234375,2026-06-22,95707.13696289062,164.9499969482422,0.11781914412778062
MU,34.0,1187.760009765625,2026-06-22,40383.84033203125,470.0354830366454,0.04971405117214746
ON,329.0,130.89999389648438,2026-06-22,43066.09799194336,103.02999877929688,0.05301601288419368
PWR,42.0,712.3900146484375,2026-06-22,29920.380615234375,742.2100219726562,0.03683313228177755
SNDK,60.0,2288.22998046875,2026-06-22,137293.798828125,761.0600128173828,0.16901391458667683
STM,1138.0,80.0999984741211,2026-06-22,91153.7982635498,55.75,0.1122138101317564
TER,24.0,442.989990234375,2026-06-22,10631.759765625,213.3746349537267,0.013088102683959737
WDC,153.0,759.655029296875,2026-06-22,116227.21948242188,337.388781099158,0.14308015011545347
