ticker,Name,sector,industry_group,source_universe,selected_main_current,selected_concentrated_current,current_main_weight,current_concentrated_weight,decision_bucket,selection_pressure_score,score,concentrated_score,portfolio_monster_early_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,relative_strength_composite,oneil_leadership_score,portfolio_candidate_minimum_pass,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_stale_leader_reason,portfolio_defensive_rotation_action,entry_quality_score,concentrated_entry_quality_gate_pass,selection_confirmation_score,trend_template_full,breakout_setup_quality_score,price_above_ma50,price_above_ma200,market_cap_live,dollar_vol_20d,sales_growth_yoy,eps_growth_yoy,revenues_ttm,months_held_main,first_held_main,last_held_main,months_held_concentrated,first_held_concentrated,last_held_concentrated
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,True,False,0.04,0.0,selected_main,0.6307190082644628,1.9055307538252728,,0.5831302454821183,0.6798116892402546,0.6262460058503894,,0.8961393656819803,True,early_relaxed,0.325,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5715794068583555,1.0,1.0,,296382456.2846565,0.0128935072331382,0.0,5065211000.0,6,2024-02-29,2026-02-27,7,2024-04-30,2026-02-27
VRT,VERTIV HOLDINGS CLASS A,Industrials,Capital Goods - Machinery,current_constituents_proxy+strategic_global_hardware,True,False,0.0633333879514905,0.0,selected_main,0.6304132231404959,3.422050708883995,,0.4745679031443882,0.4944671843183931,0.4038286927165836,,0.2105711456192294,True,future_relaxed,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.1021999804025826,1.0,1.0,,3012276945.3608704,0.2768541401432887,0.0,10229900000.0,10,2024-04-30,2026-02-27,0,,
GEV,GE VERNOVA INC,Industrials,Capital Goods - Machinery,current_constituents_proxy,True,False,0.0633202969979033,0.0,selected_main,0.6201157024793389,3.9962606686732993,,0.4697771527912974,0.3008023209074879,0.2625346304301733,,0.2746580160250818,False,rejected,0.2416666666666667,0.0,,neutral,0.0,,1.0,1.0,0.1734255345440488,1.0,1.0,,2282230685.8380127,,,34935000000.0,2,2025-07-31,2025-08-29,0,,
LRCX,LAM RESEARCH CORP,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,True,False,0.0633333879514905,0.0,selected_main_stale_review,0.6192892561983471,5.375909585028577,,0.3885802135422625,0.4843158224258724,0.3328281242329037,,0.2279099829989862,True,core_strict,0.346875,0.6781906302710505,broad_relative_breakdown,rotate_out_stale_core,0.0,,1.0,0.0,-0.232468790908068,0.0,1.0,,2423913649.033966,0.2368408976459919,,18435591000.0,43,2019-08-30,2026-02-27,39,2019-08-30,2026-02-27
AMAT,APPLIED MATERIAL INC,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,True,False,0.0633333879514905,0.0,selected_main_stale_review,0.6168264462809917,4.121475627474347,,0.3937713084650884,0.4483853564894594,0.2982337688647264,,0.6267524532472124,True,core_strict,0.2552083333333333,0.5891349677972746,broad_relative_breakdown,rotate_out_stale_core,0.0,,1.0,0.0,0.0011081664541687,0.0,1.0,,2406077736.3990784,0.04386223138063,0.0,28368000000.0,19,2020-11-30,2026-02-27,9,2021-01-29,2026-02-27
FTI,TECHNIPFMC PLC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,True,False,0.0619607769832338,0.0,selected_main,0.6145619834710745,1.4818491149227957,,0.5802072314389592,0.6798116892402546,0.6262460058503894,,1.3442090485229703,True,future_relaxed,0.2416666666666667,0.0,,promote_monster_early,0.0,,1.0,1.0,0.4206318921855331,1.0,1.0,,300120034.188385,0.0935012605550846,0.1936415727054996,9932600000.0,1,2026-02-27,2026-02-27,0,,
DTM,DT MIDSTREAM INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,True,False,0.04,0.0,selected_main,0.6009173553719008,1.499966149745164,,0.5414477603469203,0.5248882087586911,0.4066461015716843,,0.2987131218939933,True,future_relaxed,0.1333333333333333,0.0,,neutral,0.494090847324619,,1.0,1.0,0.4710720377919563,1.0,1.0,,121042788.92585754,0.2670744138634047,,1243000000.0,11,2022-10-31,2025-04-30,7,2022-10-31,2024-07-31
GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,current_constituents_proxy,True,False,0.18,0.0,selected_main_stale_review,0.5640826446280992,5.951611451423983,,0.3013218547784687,0.3460758481909005,0.2531436797447052,,0.0026868737487326,True,core_strict,0.1875,0.6898722912645889,broad_relative_breakdown,rotate_out_stale_core,0.8533172213574731,,1.0,0.0,-0.0051796375586424,0.0,1.0,,6119035801.204834,0.1386624332290156,0.3843695538221552,350018000000.0,26,2020-11-30,2026-01-30,10,2020-08-31,2021-06-30
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity REITs,current_constituents_proxy,True,False,0.04,0.0,selected_main,0.5496033057851241,1.41767662024232,,0.4609266167596264,0.3654059678630493,0.3287782281748362,,0.0024739681814416,False,rejected,0.0,0.0,,neutral,0.9262085505053432,,1.0,1.0,0.5384933889112119,1.0,1.0,,129096585.27217864,0.0506142814924197,,2140116000.0,0,,,0,,
TER,TERADYNE INC,Information Technology,Semiconductors,current_constituents_proxy,True,False,0.04,0.0,selected_main,0.5406776859504132,1.465985988011148,,0.4262230157617149,0.2866893135979789,0.0520782615967643,,0.8546624362461988,False,rejected,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.1315885874620288,1.0,1.0,,1007634815.7678224,0.0,0.0,3190024000.0,0,,,8,2019-07-31,2023-09-29
