variant_id,portfolio_kind,target_n,single_cap,subindustry_cap,theme_cap,risk_mode,status,metric_mode,start_date,end_date,cagr,max_dd,sharpe,trade_count,total_fees_usd,avg_cash_weight,target_book,research_only,production_activation_allowed,cagr_delta_vs_baseline,mdd_improvement_vs_baseline,avg_monthly_turnover,avg_name_overlap,median_holding_months,leader_exit_count,warning_hold_count,shakeout_guard_count,avg_benchmark_risk_score,min_gross_exposure_cap
main_N12_cap12_sub40_theme60,main,12,0.12,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.4396764161844924,-0.35167474465187065,1.3200688837070744,1200,41009.441911958456,0.07722104572476568,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub40_theme60.csv,True,False,,,0.29266689895336345,0.7777777777777777,3.0,17,155,212,0.0,1.0
main_N12_cap12_sub40_theme70,main,12,0.12,0.4,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.44695655425868286,-0.3910699034212497,1.3072737313666902,1205,42794.550238338714,0.048739627201957535,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub40_theme70.csv,True,False,,,0.29805112081657065,0.7787698412698412,3.0,17,156,210,0.0,1.0
main_N12_cap12_sub50_theme60,main,12,0.12,0.5,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.4407599031479785,-0.35250421756211325,1.3131239305522304,1198,40804.3739424169,0.0726369618400311,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub50_theme60.csv,True,False,,,0.2923953135132787,0.7777777777777777,3.0,17,155,212,0.0,1.0
main_N12_cap12_sub50_theme70,main,12,0.12,0.5,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.4476467956440229,-0.3912018362091486,1.3003183793147832,1205,42516.60133213163,0.044323840131789125,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub50_theme70.csv,True,False,,,0.298094530449013,0.7787698412698412,3.0,17,156,210,0.0,1.0
main_N12_cap15_sub40_theme60,main,12,0.15,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.4503503951204262,-0.352948059611619,1.3249330974534208,1202,42533.90493967414,0.06897753604446791,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub40_theme60.csv,True,False,,,0.3072396821002477,0.7777777777777777,3.0,17,155,212,0.0,1.0
main_N12_cap15_sub40_theme70,main,12,0.15,0.4,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.45926705108755317,-0.3920920970071351,1.316088870137483,1200,44126.96166180611,0.044409555301863364,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub40_theme70.csv,True,False,,,0.3123304076801057,0.7787698412698412,3.0,17,156,210,0.0,1.0
main_N12_cap15_sub50_theme60,main,12,0.15,0.5,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.4491333560322952,-0.35701938220601925,1.316085293909064,1198,42362.752086126806,0.06500322551499178,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub50_theme60.csv,True,False,,,0.30732227130088324,0.7777777777777777,3.0,17,155,212,0.0,1.0
main_N12_cap15_sub50_theme70,main,12,0.15,0.5,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.45877978102433503,-0.39156199453520635,1.307833158796376,1199,43820.97372955799,0.040453039668534724,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub50_theme70.csv,True,False,,,0.31237819955287643,0.7787698412698412,3.0,17,156,210,0.0,1.0
main_N15_cap12_sub40_theme60,main,15,0.12,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.443917829662718,-0.42873739754638174,1.3019195430821848,1492,40767.35781158447,0.06344534110532321,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N15_cap12_sub40_theme60.csv,True,False,,,0.3130005751298185,0.7777777777777777,3.0,20,192,263,0.0,1.0
main_N15_cap12_sub40_theme60_risk,main,15,0.12,0.4,0.6,benchmark_guard,completed,broker_ledger_next_close,2019-06-03,2026-06-23,0.3708577894867475,-0.3343559276471747,1.238296052921775,1485,32328.43996105075,0.15737942506181313,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N15_cap12_sub40_theme60_risk.csv,True,False,,,0.2985512855356905,0.7777777777777777,3.0,20,192,263,1.0119047619047619,0.35
