portfolio_kind,variant_id,cost_bps,status,metric_mode,cagr,max_dd,sharpe,trade_count,total_fees_usd,avg_cash_weight,research_only,production_activation_allowed
concentrated,concentrated_N5_cap30_sub70_risk,25.0,completed,broker_ledger_next_close,0.3063356831668602,-0.5152644988832351,0.9186593982757667,512,23443.50376732707,0.15223439208938522,True,False
concentrated,concentrated_N5_cap30_sub70_risk,50.0,completed,broker_ledger_next_close,0.282784758119226,-0.5371417399456575,0.8682189804985622,513,43755.45958597183,0.15136112036033408,True,False
concentrated,concentrated_N5_cap30_sub70_risk,75.0,completed,broker_ledger_next_close,0.25994620966127724,-0.5573372101784618,0.8182708920930535,513,61422.832969189876,0.15053628713373496,True,False
concentrated,concentrated_N5_cap30_sub70_risk,100.0,completed,broker_ledger_next_close,0.2374780575336628,-0.5774233187541165,0.7686330246413617,514,76643.98868476867,0.14974353731056822,True,False
main,main_N18_cap12_sub40_theme60_risk,25.0,completed,broker_ledger_next_close,0.343616801668734,-0.32685910165523513,1.1953206292296203,1793,30078.503445125818,0.15657098185960427,True,False
main,main_N18_cap12_sub40_theme60_risk,50.0,completed,broker_ledger_next_close,0.3213532156098098,-0.3280256422503577,1.135265577742238,1793,56111.96074047565,0.15591283057459057,True,False
main,main_N18_cap12_sub40_theme60_risk,75.0,completed,broker_ledger_next_close,0.29952431772850074,-0.3297181798895218,1.0749522981562578,1792,78589.89165227294,0.1549753184300071,True,False
main,main_N18_cap12_sub40_theme60_risk,100.0,completed,broker_ledger_next_close,0.277870576357766,-0.3364953242050295,1.014593871334151,1791,97747.17084002018,0.15445039378691083,True,False
