rebalance_date,portfolio_kind,variant_id,position_count,avg_market_leader_tape_score,avg_sector_leadership_score,avg_future_winner_confirmation_score,avg_smart_money_confirmation_score,avg_leader_chase_risk_score,dual_leader_share,evidence_confidence_avg
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,18,1.5357396171637507,0.8055738800755573,0.4192466264157802,0.07765858303060956,0.11940145604950832,0.9444444444444444,1.0
2019-05-31,concentrated,concentrated_N5_cap30_sub70_risk,5,2.308725384521323,1.133620192102307,0.5421442779779695,0.11367428112476241,0.1693286084206075,1.0,1.0
2019-06-28,main,main_N18_cap12_sub40_theme60_risk,18,1.0025284781048887,1.1009040222067719,0.4515015007450003,0.07335351059868148,0.0900747763051312,1.0,1.0
2019-06-28,concentrated,concentrated_N5_cap30_sub70_risk,5,1.2462720765696915,1.6336788896344685,0.5886389797981023,0.10383255540631398,0.12173508096160054,1.0,1.0
2019-07-31,main,main_N18_cap12_sub40_theme60_risk,18,0.9523524835732956,0.7721959749953641,0.4439497739439657,0.07561536010591224,0.08593251962258089,0.9444444444444444,1.0
2019-07-31,concentrated,concentrated_N5_cap30_sub70_risk,5,1.4952489422514055,0.8525605103469402,0.6119981489804366,0.11197518904291051,0.11511010026669717,1.0,1.0
2019-08-30,main,main_N18_cap12_sub40_theme60_risk,18,1.3190366062181424,0.6819366783393758,0.42921990126921317,0.07105721452666425,0.09143324465381347,1.0,1.0
2019-08-30,concentrated,concentrated_N5_cap30_sub70_risk,5,1.963029731830084,0.5635461677866952,0.4971708568908017,0.12480667839527952,0.10592886573290297,1.0,1.0
2019-09-30,main,main_N18_cap12_sub40_theme60_risk,18,0.6258387613366412,0.5165907388618349,0.39796310405457563,0.05478916143086416,0.07617379831884516,1.0,1.0
2019-09-30,concentrated,concentrated_N5_cap30_sub70_risk,5,0.6363914820970862,0.4049488712126096,0.3143733835363084,0.09284986916109801,0.08656709626815005,1.0,1.0
2019-10-31,main,main_N18_cap12_sub40_theme60_risk,18,1.3042285328675485,0.6912363176197439,0.3874688849215435,0.058478003380931926,0.10117072849853864,1.0,1.0
2019-10-31,concentrated,concentrated_N5_cap30_sub70_risk,5,2.330342062827912,0.5897004257387246,0.4159314980232379,0.08041970945455232,0.15453374759410124,1.0,1.0
2019-11-29,main,main_N18_cap12_sub40_theme60_risk,18,1.5126731133168416,1.7449148878980933,0.5847191087530531,0.055629262736543325,0.13906280257300874,1.0,1.0
2019-11-29,concentrated,concentrated_N5_cap30_sub70_risk,5,2.598277515288344,1.79028676817871,0.6268930760779703,0.06884042693451042,0.24201492509732417,1.0,1.0
2019-12-31,main,main_N18_cap12_sub40_theme60_risk,18,1.7264025869597939,1.4101165971530976,0.6477470518782085,0.05182301137487035,0.15868033844063917,0.9444444444444444,1.0
2019-12-31,concentrated,concentrated_N5_cap30_sub70_risk,5,1.4110578542918755,1.446914170577625,0.5966502005590436,0.06897668818973735,0.15463887537634918,1.0,1.0
2020-01-31,main,main_N18_cap12_sub40_theme60_risk,18,0.8241264593138633,0.9663581756392412,0.5086767756802322,0.06135283623614402,0.08072866955250904,0.7222222222222222,1.0
2020-01-31,concentrated,concentrated_N5_cap30_sub70_risk,5,1.7901548895853676,0.8911211019256383,0.4444695671615798,0.07783826360285641,0.11574617828220313,1.0,1.0
2020-02-28,main,main_N18_cap12_sub40_theme60_risk,18,2.31461600767451,1.341709944905243,0.5824284585292895,0.13502101462333335,0.17839269786188683,0.9444444444444444,1.0
2020-02-28,concentrated,concentrated_N5_cap30_sub70_risk,5,3.3315757489856948,1.4254824254547256,0.7520382656937049,0.16917921579979125,0.27718226667485313,1.0,1.0
2020-03-31,main,main_N18_cap12_sub40_theme60_risk,18,1.3848648306342244,0.9155569012050196,0.5501801915698225,0.13012463058585896,0.14842469524582896,0.8333333333333334,1.0
2020-03-31,concentrated,concentrated_N5_cap30_sub70_risk,5,2.0132187657706253,0.9718279684649996,0.7379773926375847,0.17071133662554505,0.14863201081874722,1.0,1.0
2020-04-30,main,main_N18_cap12_sub40_theme60_risk,18,1.4691601922716016,0.8780812220618568,0.6115722322486185,0.14016931517464926,0.16690849389531554,0.9444444444444444,1.0
2020-04-30,concentrated,concentrated_N5_cap30_sub70_risk,5,1.9023869758532654,0.880211699809279,0.6836098884830694,0.17071133662554505,0.1861636768700224,1.0,1.0
2020-05-29,main,main_N18_cap12_sub40_theme60_risk,18,1.0168801062245016,0.7317957899536802,0.5150488543894103,0.0985906225181263,0.1578527627049811,0.8333333333333334,1.0
2020-05-29,concentrated,concentrated_N5_cap30_sub70_risk,5,1.1954392137988656,0.796980127011101,0.5760894728387161,0.15771274871056198,0.17800057696789814,1.0,1.0
2020-06-30,main,main_N18_cap12_sub40_theme60_risk,18,1.9274694009761464,1.0546189792251655,0.6255318094541517,0.09878044641770405,0.1816892462883323,0.7777777777777778,1.0
2020-06-30,concentrated,concentrated_N5_cap30_sub70_risk,5,2.8163754078685357,1.1350790080401332,0.7628530785351455,0.14762443598494146,0.22264925845701677,1.0,1.0
2020-07-31,main,main_N18_cap12_sub40_theme60_risk,18,2.0161422085837373,0.8486044135742155,0.509661018615149,0.10787050392190606,0.15002194833739452,1.0,1.0
2020-07-31,concentrated,concentrated_N5_cap30_sub70_risk,5,2.072241550602481,1.0617846303412026,0.6037423333767954,0.1476244359849414,0.16790206128834917,1.0,1.0
2020-08-31,main,main_N18_cap12_sub40_theme60_risk,18,2.046279437678016,1.085145887963926,0.6317349509336629,0.11599545484585391,0.17847682434994702,0.8888888888888888,1.0
2020-08-31,concentrated,concentrated_N5_cap30_sub70_risk,5,4.515289185486069,1.2810827362892585,0.6965915174990978,0.10240350910582996,0.29419286348291246,1.0,1.0
2020-09-30,main,main_N18_cap12_sub40_theme60_risk,18,1.6617338131882036,1.2597539413674492,0.6036939217451339,0.09698791355491145,0.12890495783879855,0.9444444444444444,1.0
2020-09-30,concentrated,concentrated_N5_cap30_sub70_risk,5,3.2489238481617555,1.8070145927956223,0.7493413536107456,0.09614068064241299,0.19356115293383475,1.0,1.0
2020-10-30,main,main_N18_cap12_sub40_theme60_risk,18,1.1910805933656852,1.0880968246804394,0.5689691560150886,0.09216239030666634,0.11759465576643913,0.8888888888888888,1.0
2020-10-30,concentrated,concentrated_N5_cap30_sub70_risk,5,0.8561939319584427,1.662077464484351,0.5559685483791885,0.09857486855914399,0.10874982113602863,1.0,1.0
2020-11-30,main,main_N18_cap12_sub40_theme60_risk,18,1.2513217963982857,0.977374982885518,0.5420940790641331,0.09432452179263548,0.10828924654468851,1.0,1.0
2020-11-30,concentrated,concentrated_N5_cap30_sub70_risk,5,1.5554937590703168,1.7569993852966452,0.5762859337506673,0.11093913128451863,0.15793536871022057,1.0,1.0
2020-12-31,main,main_N18_cap12_sub40_theme60_risk,18,1.5297838067609957,0.9463455961173062,0.48504365730654914,0.08883766710973823,0.15263100469046656,1.0,1.0
2020-12-31,concentrated,concentrated_N5_cap30_sub70_risk,5,3.5445507065854045,1.4483456744510965,0.5042540866564031,0.08988487277362724,0.25732225954636156,1.0,1.0
2021-01-29,main,main_N18_cap12_sub40_theme60_risk,18,1.2161289592630125,0.8355575259348894,0.530688469511789,0.08294038286876487,0.12640381693417907,1.0,1.0
2021-01-29,concentrated,concentrated_N5_cap30_sub70_risk,5,1.9675994366049578,1.2564549033608365,0.5069174220197642,0.08988487277362724,0.17432941968942983,1.0,1.0
2021-02-26,main,main_N18_cap12_sub40_theme60_risk,18,0.7283022971829815,1.0749861890293444,0.4761123998909591,0.07964638187548301,0.09222952550912153,1.0,1.0
2021-02-26,concentrated,concentrated_N5_cap30_sub70_risk,5,0.2754187344226368,1.0761966671290346,0.32820279548104236,0.10175859546047512,0.0689592058659306,1.0,1.0
2021-03-31,main,main_N18_cap12_sub40_theme60_risk,18,1.2993391234264484,0.9156944820664789,0.5034369005802649,0.06429161845530644,0.14461473170027078,0.9444444444444444,1.0
2021-03-31,concentrated,concentrated_N5_cap30_sub70_risk,5,2.6554918216708465,1.05701087785843,0.49871978277746826,0.07308991925225192,0.19138731932848002,1.0,1.0
2021-04-30,main,main_N18_cap12_sub40_theme60_risk,18,1.1173901703739801,0.500907578214453,0.47936321978168256,0.05944055394118369,0.1444032895370775,0.9444444444444444,1.0
2021-04-30,concentrated,concentrated_N5_cap30_sub70_risk,5,1.0420795193518517,0.6280655572067989,0.47705383251126604,0.07308991925225192,0.13175572271585584,1.0,1.0
2021-05-28,main,main_N18_cap12_sub40_theme60_risk,18,1.1111653348447887,0.3132452390867557,0.47454759213138165,0.06348302162540967,0.13288426923701807,1.0,1.0
2021-05-28,concentrated,concentrated_N5_cap30_sub70_risk,5,1.6707651663531038,0.9964651036085511,0.5543769705769312,0.06981805453022397,0.20824949944694332,1.0,1.0
2021-06-30,main,main_N18_cap12_sub40_theme60_risk,18,1.4318667614766378,0.4833223472888132,0.4806642426685362,0.05529610233663403,0.1536810536627026,0.8333333333333334,1.0
2021-06-30,concentrated,concentrated_N5_cap30_sub70_risk,5,2.1711542201032223,1.0497724841758957,0.5229983307544737,0.033418904013630256,0.2453235567476316,1.0,1.0
2021-07-30,main,main_N18_cap12_sub40_theme60_risk,18,1.1441745667943481,0.24448960060087124,0.44979239759629863,0.06444004592836886,0.13036818884924506,0.8888888888888888,1.0
2021-07-30,concentrated,concentrated_N5_cap30_sub70_risk,5,1.2952548770937227,0.7298447905353991,0.42374436083955314,0.06113728924762933,0.13889917072807134,1.0,1.0
2021-08-31,main,main_N18_cap12_sub40_theme60_risk,18,2.03545185071736,0.37564666361271887,0.5206083588594148,0.07129411879731797,0.13895529475322585,0.8888888888888888,1.0
2021-08-31,concentrated,concentrated_N5_cap30_sub70_risk,5,3.158085503538852,0.44027420797387273,0.5505317499258897,0.11481926094430148,0.22121928675288371,1.0,1.0
