portfolio_kind,variant_id,window,start,end,window_return,window_mdd,avg_cash_weight,position_count_avg
main,main_N12_cap12_sub40_theme60,covid_2020,2020-02-01,2020-05-31,0.24245172661470038,-0.35167474465187065,0.1411862350503273,12.0
main,main_N12_cap12_sub40_theme60,inflation_2022,2021-11-01,2022-12-31,-0.16308323272567793,-0.33723734009785866,0.020950728179263012,12.0
main,main_N12_cap12_sub40_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.42249848364826414,-0.1393094364973636,0.109759431214962,12.0
main,main_N12_cap12_sub40_theme60,latest_12m,2025-06-23,2026-06-23,1.7056606135054455,-0.1498026750066529,0.03205389199909364,12.0
main,main_N12_cap12_sub40_theme70,covid_2020,2020-02-01,2020-05-31,0.21602184823326875,-0.3910699034212496,0.07524236667610976,12.0
main,main_N12_cap12_sub40_theme70,inflation_2022,2021-11-01,2022-12-31,-0.16777997516039223,-0.33740270336831524,0.017281671829662917,12.0
main,main_N12_cap12_sub40_theme70,ai_semis_2024,2024-01-01,2024-12-31,0.44700385298783196,-0.13923664899171417,0.0642933229287523,12.0
main,main_N12_cap12_sub40_theme70,latest_12m,2025-06-23,2026-06-23,1.6976238246484172,-0.15927731890939234,0.014193030618520357,12.0
main,main_N12_cap12_sub50_theme60,covid_2020,2020-02-01,2020-05-31,0.24228230044975563,-0.351521501466283,0.14158885724489811,12.0
main,main_N12_cap12_sub50_theme60,inflation_2022,2021-11-01,2022-12-31,-0.18173029208141045,-0.35250421756211314,0.0152573702637237,12.0
main,main_N12_cap12_sub50_theme60,ai_semis_2024,2024-01-01,2024-12-31,0.4229095370093139,-0.13921736895976833,0.10963726534254935,12.0
main,main_N12_cap12_sub50_theme60,latest_12m,2025-06-23,2026-06-23,1.738133573219431,-0.1548361542228306,0.026411423958840708,12.0
main,main_N12_cap12_sub50_theme70,covid_2020,2020-02-01,2020-05-31,0.2163090049397629,-0.3912018362091486,0.07481516359319819,12.0
