portfolio_kind,status,variant_count,best_variant_id,best_cagr,median_cagr,top3_median_cagr,best_mdd,median_mdd,top3_median_mdd,best_is_extreme_parameter,best_vs_median_cagr_delta,parameter_stability_warning
concentrated,completed,16,concentrated_N3_cap45_sub70,0.47394138549316467,0.38303428853692256,0.47309100582821806,-0.601621426706634,-0.509514768954314,-0.5752763495809693,True,0.0909070969562421,True
main,completed,40,main_N12_cap15_sub40_theme70,0.45926705108755317,0.41807716005090345,0.45877978102433503,-0.3920920970071351,-0.3740446428136345,-0.39156199453520635,True,0.04118989103664972,False
