rebalance_date,portfolio_kind,variant_id,avg_name_overlap,monthly_turnover_proxy,median_holding_months,leader_exit_count,warning_hold_count,shakeout_guard_count,benchmark_risk_score,gross_exposure_cap,market_regime,residual_cash_reason
2019-05-31,main,main_N12_cap12_sub40_theme60,0.0,0.36,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap12_sub40_theme70,0.0,0.3499999999999999,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap12_sub50_theme60,0.0,0.36,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap12_sub50_theme70,0.0,0.3499999999999999,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap15_sub40_theme60,0.0,0.375,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap15_sub40_theme70,0.0,0.35,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap15_sub50_theme60,0.0,0.375,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N12_cap15_sub50_theme70,0.0,0.35,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub40_theme60,0.0,0.35999999999999993,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub40_theme60_risk,0.0,0.17999999999999997,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub40_theme70,0.0,0.4008288541943879,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub40_theme70_risk,0.0,0.20041442709719395,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub50_theme60,0.0,0.35999999999999993,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub50_theme60_risk,0.0,0.17999999999999997,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub50_theme70,0.0,0.4008288541943879,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap12_sub50_theme70_risk,0.0,0.20041442709719395,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub40_theme60,0.0,0.36541657435899694,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub40_theme60_risk,0.0,0.18270828717949847,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub40_theme70,0.0,0.4008288541943879,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub40_theme70_risk,0.0,0.20041442709719395,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub50_theme60,0.0,0.36541657435899694,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub50_theme60_risk,0.0,0.18270828717949847,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub50_theme70,0.0,0.4008288541943879,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N15_cap15_sub50_theme70_risk,0.0,0.20041442709719395,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N18_cap12_sub40_theme60,0.0,0.35698751787971816,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N18_cap12_sub40_theme60_risk,0.0,0.17849375893985908,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N18_cap12_sub40_theme70,0.0,0.3945584600209906,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N18_cap12_sub40_theme70_risk,0.0,0.1972792300104953,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N18_cap12_sub50_theme60,0.0,0.35698751787971816,1.0,0,0,0,0.0,1.0,risk_on,position_caps_or_liquidity_caps_left_cash
2019-05-31,main,main_N18_cap12_sub50_theme60_risk,0.0,0.17849375893985908,1.0,0,0,0,4.0,0.5,risk_off,position_caps_or_liquidity_caps_left_cash
