rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,portfolio_sleeve_role,policy_id
2019-05-31,CASH,0.28,Cash,Cash,cash,cash,fast_reentry
2019-05-31,UNH,0.0933890105826801,UNITEDHEALTH GROUP INC,Health Care,core_compounder,core_compounder,fast_reentry
2019-05-31,HD,0.0906558652789559,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-05-31,NOW,0.0647999999999999,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-05-31,DHR,0.0604113524085779,DANAHER CORP,Health Care,core_compounder,core_compounder,fast_reentry
2019-05-31,AMT,0.0534381225909185,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,SHOP,0.0518488575478743,Shopify,Software,core_compounder,core_compounder,fast_reentry
2019-05-31,PEG,0.051602075472703,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,core_compounder,core_compounder,fast_reentry
2019-05-31,FDS,0.050874892827824,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-05-31,KO,0.047098030163033,COCA-COLA,Consumer Staples,core_compounder,core_compounder,fast_reentry
2019-05-31,ELS,0.038552772318187,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,core_compounder,fast_reentry
2019-05-31,AZO,0.030929020809246,AUTOZONE INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-05-31,CMS,0.0287999999999999,CMS ENERGY CORP,Utilities,core_compounder,core_compounder,fast_reentry
2019-05-31,CBOE,0.0287999999999999,CBOE GLOBAL MARKETS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-05-31,WRB,0.0287999999999999,WR BERKLEY CORP,Financials,core_compounder,core_compounder,fast_reentry
2019-06-28,HD,0.1606196535606465,HOME DEPOT INC,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-06-28,NOW,0.1090349047815468,SERVICENOW INC,Information Technology,core_compounder,core_compounder,fast_reentry
2019-06-28,FDS,0.0851443764995928,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,core_compounder,fast_reentry
2019-06-28,SBUX,0.0838877715166962,STARBUCKS CORP,Consumer Discretionary,core_compounder,core_compounder,fast_reentry
2019-06-28,ORCL,0.0834079367150344,ORACLE CORP,Information Technology,core_compounder,core_compounder,fast_reentry
2019-06-28,WRB,0.0731811484110532,WR BERKLEY CORP,Financials,core_compounder,core_compounder,fast_reentry
2019-06-28,DHR,0.0680674726990317,DANAHER CORP,Health Care,core_compounder,core_compounder,fast_reentry
2019-06-28,ELS,0.0646717845597444,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,core_compounder,fast_reentry
2019-06-28,SHOP,0.0525455552258171,Shopify,Software,core_compounder,core_compounder,fast_reentry
2019-06-28,VEEV,0.0515798862262763,VEEVA SYSTEMS INC CLASS A,Health Care,core_compounder,core_compounder,fast_reentry
