date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,held_days
2019-05-01,CHTR,44.0,371.0400085449219,16325.760375976562,0.16354006691328324,371.0400085449219,0.0,0
2019-05-01,V,78.0,154.6677703857422,12064.08609008789,0.12084958991091195,154.6677703857422,0.0,0
2019-05-01,AVGO,188.0,26.60117530822754,5001.020957946777,0.05009673566573007,26.60117530822754,0.0,0
2019-05-01,NOW,92.0,54.08000183105469,4975.360168457031,0.04983968379595156,54.08000183105469,0.0,0
2019-05-01,DHR,33.0,112.98954010009766,3728.6548233032227,0.03735106024199928,112.98954010009766,0.0,0
2019-05-01,AMT,23.0,159.76193237304688,3674.524444580078,0.03680881990803904,159.76193237304688,0.0,0
2019-05-01,CSX,138.0,24.009157180786133,3313.2636909484863,0.03318996195217984,24.009157180786133,0.0,0
2019-05-01,MELI,6.0,484.7300109863281,2908.3800659179688,0.029134120533178074,484.7300109863281,0.0,0
2019-05-01,CDNS,47.0,68.54000091552734,3221.380043029785,0.032269535731115566,68.54000091552734,0.0,0
2019-05-01,KEYS,32.0,85.86000061035156,2747.52001953125,0.027522736919556694,85.86000061035156,0.0,0
2019-05-01,CPRT,169.0,16.502500534057617,2788.9225902557373,0.027937478961013344,16.502500534057617,0.0,0
2019-05-01,FDS,11.0,253.60533142089844,2789.658645629883,0.02794485224975258,253.60533142089844,0.0,0
2019-05-01,PAYC,14.0,196.92333984375,2756.9267578125,0.027616967054786116,196.92333984375,0.0,0
2019-05-01,VICI,178.0,15.683968544006348,2791.74640083313,0.027965765923466668,15.683968544006348,0.0,0
2019-05-02,CHTR,44.0,370.4100036621094,16298.040161132812,0.16353277581174264,371.0400085449219,-27.72021484375,1
2019-05-02,V,78.0,153.08114624023438,11940.329406738281,0.11980797646131026,154.6677703857422,-123.75668334960938,1
2019-05-02,AVGO,188.0,26.344255447387695,4952.720024108887,0.049695058139102785,26.60117530822754,-48.300933837890625,1
2019-05-02,NOW,92.0,52.534000396728516,4833.128036499023,0.048495085043851485,54.08000183105469,-142.2321319580078,1
2019-05-02,DHR,33.0,114.664306640625,3783.922119140625,0.037967466117441936,112.98954010009766,55.267295837402344,1
2019-05-02,AMT,23.0,159.6708221435547,3672.428909301758,0.0368487552841853,159.76193237304688,-2.0955352783203125,1
2019-05-02,CSX,138.0,23.942401885986328,3304.0514602661133,0.033152495722197535,24.009157180786133,-9.212230682373047,1
2019-05-02,MELI,6.0,482.3500061035156,2894.1000366210938,0.02903908738635834,484.7300109863281,-14.280029296875,1
2019-05-02,CDNS,47.0,69.44999694824219,3264.149856567383,0.03275212733755245,68.54000091552734,42.769813537597656,1
2019-05-02,KEYS,32.0,87.3499984741211,2795.199951171875,0.02804673460396066,85.86000061035156,47.679931640625,1
2019-05-02,CPRT,169.0,16.684999465942383,2819.7649097442627,0.028293216746802786,16.502500534057617,30.84231948852539,1
2019-05-02,FDS,11.0,255.95477294921875,2815.5025024414062,0.028250448211998295,253.60533142089844,25.843856811523438,1
2019-05-02,PAYC,14.0,196.93310546875,2757.0634765625,0.027664077334075048,196.92333984375,0.13671875,1
2019-05-02,VICI,178.0,15.683968544006348,2791.74640083313,0.028012082052628298,15.683968544006348,0.0,1
2019-05-03,CHTR,44.0,377.67999267578125,16617.919677734375,0.16447034844358221,371.0400085449219,292.1593017578125,2
2019-05-03,V,78.0,153.95518493652344,12008.504425048828,0.11885018975752742,154.6677703857422,-55.5816650390625,2
2019-05-03,AVGO,188.0,26.3350772857666,4950.994529724121,0.049000826290972486,26.60117530822754,-50.02642822265625,2
2019-05-03,NOW,92.0,53.70399856567383,4940.767868041992,0.0488996112987898,54.08000183105469,-34.59230041503906,2
2019-05-03,DHR,33.0,115.58326721191406,3814.247817993164,0.03775025272965074,112.98954010009766,85.5929946899414,2
2019-05-03,AMT,23.0,159.79510498046875,3675.2874145507812,0.036374938224752046,159.76193237304688,0.762969970703125,2
2019-05-03,CSX,138.0,24.430898666381836,3371.4640159606934,0.0333679469045101,24.009157180786133,58.20032501220703,2
2019-05-03,MELI,6.0,578.9400024414062,3473.6400146484375,0.03437919996341497,484.7300109863281,565.2599487304688,2
2019-05-03,CDNS,47.0,70.2699966430664,3302.689842224121,0.03268727732987441,68.54000091552734,81.30979919433594,2
2019-05-03,KEYS,32.0,88.18000030517578,2821.760009765625,0.027927433820259705,85.86000061035156,74.239990234375,2
2019-05-03,CPRT,169.0,16.77750015258789,2835.3975257873535,0.028062406612010763,16.502500534057617,46.47493553161621,2
