signal_date,effective_next_trading_day,portfolio,crisis_state,prior_cash_weight,target_cash_weight,policy_cash_floor,equity_drawdown,equity_drawdown_cash_floor,base_cash_floor,turnover_from_cash_action,estimated_cost_usd,cash_action
2019-06-19,2019-06-20,concentrated,GREEN,0.5412998315116805,0.5064440947763351,0.03,0.0,0.0,0.5064440947763351,0.034855736735345366,9.285892210375426,RELEASE_CASH
2019-07-01,2019-07-02,concentrated,GREEN,0.5064440947763351,0.40644409477633514,0.03,-0.022320959067398727,0.0,0.1535931097285039,0.09999999999999998,26.04627829093397,RELEASE_CASH
2019-07-02,2019-07-03,concentrated,GREEN,0.40644409477633514,0.30644409477633516,0.03,-0.013020902444215943,0.0,0.1514837627077677,0.09999999999999998,26.294040442711104,RELEASE_CASH
2019-07-03,2019-07-05,concentrated,GREEN,0.30644409477633516,0.20644409477633516,0.03,-0.008442093686688357,0.0,0.1505828102975797,0.1,26.41602416348901,RELEASE_CASH
2019-07-05,2019-07-08,concentrated,GREEN,0.20644409477633516,0.1514829396755735,0.03,-0.014193080424713345,0.0,0.1514829396755735,0.05496115510076166,14.434345129482972,RELEASE_CASH
2019-08-01,2019-08-02,concentrated,WATCH,0.1514829396755735,0.0772756357298937,0.03,-0.0006575442550427191,0.0,0.0772756357298937,0.0742073039456798,20.445190640589132,RELEASE_CASH
2019-08-02,2019-08-05,concentrated,WATCH,0.0772756357298937,0.25,0.25,-0.011544185309654953,0.0,0.078112239128123,0.1727243642701063,47.06965729640203,RAISE_CASH
2019-09-03,2019-09-04,concentrated,GREEN,0.25,0.5759172825757839,0.03,-0.01567117177035038,0.0,0.5759172825757839,0.3259172825757839,95.83489920491239,RAISE_CASH
2019-09-27,2019-09-30,concentrated,GREEN,0.5759172825757839,0.6072179869265341,0.03,-0.06757582998816658,0.0,0.6072179869265341,0.031300704350750164,8.71853927598942,RAISE_CASH
2019-10-01,2019-10-02,concentrated,WATCH,0.6072179869265341,0.5519038289701017,0.25,-0.06636561887147563,0.0,0.5519038289701017,0.05531415795643235,15.427275564239949,RELEASE_CASH
2019-11-01,2019-11-04,concentrated,GREEN,0.5519038289701017,0.45190382897010173,0.03,-0.060286171960779456,0.0,0.1959800272605623,0.09999999999999998,28.071893841181716,RELEASE_CASH
2019-11-04,2019-11-05,concentrated,GREEN,0.45190382897010173,0.35190382897010175,0.03,-0.07648193325342367,0.0,0.2009890261296337,0.09999999999999998,27.58808092056855,RELEASE_CASH
2019-11-05,2019-11-06,concentrated,GREEN,0.35190382897010175,0.2519038289701018,0.03,-0.06766504596973233,0.0,0.1985897801640477,0.09999999999999998,27.851466130461535,RELEASE_CASH
2019-11-06,2019-11-07,concentrated,GREEN,0.2519038289701018,0.1994620882436004,0.03,-0.07170331201266356,0.0,0.1994620882436004,0.052441740726501374,14.542530898685275,RELEASE_CASH
2019-11-07,2019-11-08,concentrated,GREEN,0.1994620882436004,0.45,0.03,-0.1145911376651002,0.45,0.2090963039675354,0.2505379117563996,66.26640540979803,RAISE_CASH
2019-11-14,2019-11-15,concentrated,GREEN,0.45,0.35,0.03,-0.07234177281170029,0.0,0.1953000176435982,0.10000000000000003,27.711759152108506,RELEASE_CASH
2019-11-15,2019-11-18,concentrated,GREEN,0.35,0.24999999999999997,0.03,-0.055878957191301315,0.0,0.1910425559799446,0.1,28.20354973625589,RELEASE_CASH
2019-11-18,2019-11-19,concentrated,GREEN,0.24999999999999997,0.1904586589383352,0.03,-0.053432175511085034,0.0,0.1904586589383352,0.05954134106166478,16.83629184425882,RELEASE_CASH
2019-11-20,2019-11-21,concentrated,GREEN,0.1904586589383352,0.45,0.03,-0.08538660106605755,0.45,0.1970697253720071,0.2595413410616648,70.91207586264083,RAISE_CASH
2019-11-25,2019-11-26,concentrated,GREEN,0.45,0.35,0.03,-0.07695183066923417,0.0,0.1942752981296688,0.10000000000000003,27.57404376374562,RELEASE_CASH
2019-11-26,2019-11-27,concentrated,GREEN,0.35,0.24999999999999997,0.03,-0.06453461281631145,0.0,0.1910298112569041,0.1,27.944980969274877,RELEASE_CASH
2019-11-27,2019-11-29,concentrated,GREEN,0.24999999999999997,0.1920210061604564,0.03,-0.0692441506377337,0.0,0.1920210061604564,0.05797899383954358,16.12064980956364,RELEASE_CASH
