portfolio,rebalance_date,implied_return,target_weight_sum,names,implied_equity,target_turnover,name_jaccard,broker_month_end_equity,broker_month_end_return,broker_trade_count,broker_fees_usd,broker_gross_traded_usd,return_gap
main,2019-04-30,-0.0223750168160571,0.9999999999999993,18.0,97762.49831839428,0.49999999999999967,,,,,,,
main,2019-05-31,0.0451615173101406,0.9999999999999992,19.0,102177.60107848304,0.6561912674739617,0.23333333333333334,97505.43297209025,0.0,18.0,247.1090296339989,98843.61185359955,0.0451615173101406
main,2019-06-30,0.014703956066159214,0.9999999999999992,18.0,103680.0160356866,0.5220767702701695,0.37037037037037035,101249.1087980318,0.03839453568718709,29.0,244.90571321249007,97962.28528499603,-0.023690579621027878
main,2019-07-31,0.011302177449636127,0.9999999999999992,18.0,104851.82597490304,0.3055119081967284,0.5652173913043478,103254.28639839172,0.019804397531634432,25.0,184.17279484272004,73669.11793708801,-0.008502220081998305
main,2019-08-31,-0.0031748869008424003,0.9999999999999993,18.0,104518.9332860859,0.4116545750838607,0.38461538461538464,104444.79381904604,0.011529859555281963,21.0,150.14246643066406,60056.986572265625,-0.014704746456124363
main,2019-09-30,0.014017561817117944,0.9999999999999991,18.0,105984.03389448283,0.33980157421779367,0.5652173913043478,102025.69384836676,-0.023161517986913238,26.0,208.88095174312593,83552.38069725037,0.03717907980403118
main,2019-10-31,0.005702440133682825,0.9999999999999984,33.0,106588.40150289235,0.5498130204332273,0.5454545454545454,103371.40317806244,0.013189906178885602,23.0,159.55624380588532,63822.497522354126,-0.007487466045202777
main,2019-11-30,0.030223542747963912,0.9999999999999982,42.0,109809.88061215218,0.5610909829495085,0.7441860465116279,103764.59627989294,0.003803693185369772,33.0,278.80285268306733,111521.14107322693,0.02641984956259414
main,2019-12-31,0.050460986351488796,0.9999999999999991,18.0,115350.9954989806,0.30682498445107065,0.3333333333333333,106051.44623315816,0.022038826683204338,43.0,279.2039999055863,111681.5999622345,0.028422159668284458
main,2020-01-31,-0.032829876229216105,0.9999999999999993,18.0,111564.0365938322,0.4208930590602495,0.38461538461538464,111171.19249977116,0.048276062689018406,42.0,161.2712008857727,64508.48035430908,-0.0811059389182345
main,2020-02-29,-0.0561034296581852,0.9999999999999991,19.0,105304.91151440695,0.5773242284148419,0.32142857142857145,104243.06108782176,-0.06231948453700065,26.0,233.855146805048,93542.0587220192,0.00621605487881545
