as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-05-28,concentrated,equity,PR,0.3650528234332026,0.0,0.0,-0.3650528234332026,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-13941.0,-269340.11574554443,1,ready,,0.03,none,0.0
2026-05-28,concentrated,equity,ETR,0.3298355423235424,0.0,0.0,-0.3298355423235424,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-2220.0,-243356.4060974121,1,ready,,0.03,none,0.0
2026-05-28,concentrated,equity,PEG,0.1703554746957551,0.0,0.0,-0.1703554746957551,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-1588.0,-125690.2024230957,1,ready,,0.03,none,0.0
2026-05-28,concentrated,equity,THC,0.1347455532079538,0.0,0.0,-0.1347455532079538,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-574.0,-99416.79824829102,1,ready,,0.03,none,0.0
2026-05-28,concentrated,cash,CASH,1.0606339545832904e-05,0.0,0.03052703874857712,,DEPLOY_CASH_REVIEW,DEPLOY_CASH_REVIEW,Combined cash is above target; review deploy candidates before acting.,0.0,0.0,0,,cash_above_target,0.03,none,0.0
2026-05-28,main,equity,MU,0.1577570104961196,0.0,0.15026314510248592,-0.1577570104961196,SELL,HOLD_OR_TRIM_REVIEW,Target changed but monster bridge still marks the name as a hold target.,-76.0,-70187.521484375,1,ready,,0.03,none,0.0
2026-05-28,main,equity,AMAT,0.083890043349657,0.0572776003928836,0.021546362756698426,-0.026612442956773397,SELL,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,-26.0,-11691.679809570312,1,ready,,0.03,none,0.0
2026-05-28,main,equity,LRCX,0.0836260806534575,0.0572776003928836,0.021546362756698426,-0.026348480260573903,SELL,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,-36.0,-11448.0,1,ready,,0.03,none,0.0
2026-05-28,main,equity,GOOG,0.0746361973716094,0.0,0.0,-0.0746361973716094,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-86.0,-33206.319580078125,1,ready,,0.03,none,0.0
2026-05-28,main,equity,VRT,0.0550810092394288,0.0799999999999999,0.030093946127499303,0.0249189907605711,BUY,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,35.0,10996.299743652344,1,ready,,0.03,none,0.0
2026-05-28,main,equity,SCCO,0.0477444111074104,0.0,0.0,-0.0477444111074104,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-109.0,-21241.92053222656,1,ready,,0.03,none,0.0
2026-05-28,main,equity,FTI,0.0454976115708414,0.0,0.0,-0.0454976115708414,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-299.0,-20242.29908752441,1,ready,,0.03,none,0.0
2026-05-28,main,equity,VZ,0.0443508833154183,0.0,0.0,-0.0443508833154183,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-411.0,-19732.109310150143,1,ready,,0.03,none,0.0
2026-05-28,main,equity,APH,0.0361806963566723,0.0,0.0,-0.0361806963566723,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-109.0,-16097.119201660156,1,ready,,0.03,none,0.0
2026-05-28,main,equity,RGLD,0.0320324335256312,0.0,0.0,-0.0320324335256312,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-64.0,-14251.51953125,1,ready,,0.03,none,0.0
2026-05-28,main,equity,PR,0.025967913775119,0.0,0.0,-0.025967913775119,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-598.0,-11553.359817504885,1,ready,,0.03,none,0.0
2026-05-28,main,equity,ETR,0.0258706814773525,0.0,0.0,-0.0258706814773525,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-105.0,-11510.100288391111,1,ready,,0.03,none,0.0
2026-05-28,main,equity,ATI,0.0252972600789012,0.0,0.0,-0.0252972600789012,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-66.0,-11254.979919433594,1,ready,,0.03,none,0.0
2026-05-28,main,equity,THC,0.0182967729655619,0.0,0.0,-0.0182967729655619,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-47.0,-8140.399856567383,1,ready,,0.03,none,0.0
2026-05-28,main,cash,CASH,0.2437709947168187,0.0,0.03052703874857712,,DEPLOY_CASH_REVIEW,DEPLOY_CASH_REVIEW,Combined cash is above target; review deploy candidates before acting.,0.0,0.0,0,,cash_above_target,0.03,none,0.0
