as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-05-28,current_broker_ledger_mark_to_market,main,equity,MU,76.0,923.52001953125,70187.521484375,0.1577570104961196,238.83896947169043,52035.759804526526,16667.51606270675,2025-12-01,2025-12-01,178,1,76.0,240.26197814941412,target_rebalance,core_compounder,HOLD_OR_TRIM_REVIEW,Target changed but monster bridge still marks the name as a hold target.,hold_target,nan,0.240873615030956,existing target holding,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,AMAT,83.0,449.6799926757813,37323.43939208984,0.083890043349657,345.6627737757671,8633.429168701176,6230.669525184632,2026-02-02,2026-03-02,115,2,83.0,345.6627737757671,target_rebalance,"core_compounder,future_winner",ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,3.612874600392884,challenger HIMX outranks held name,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,LRCX,117.0,318.0,37206.0,0.0836260806534575,146.35167461892834,20082.854069585384,8122.975143838335,2025-10-01,2025-12-01,239,2,117.0,148.62335831079727,target_rebalance,future_winner,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,2.885912600392883,challenger HIMX outranks held name,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,GOOG,86.0,386.1199951171875,33206.319580078125,0.0746361973716094,309.0980443195488,6623.887768596927,3420.0821467930896,2026-01-02,2026-02-02,146,2,86.0,316.8165790646575,target_rebalance,core_compounder,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,VRT,78.0,314.17999267578125,24506.039428710938,0.0550810092394288,257.68865966796875,4406.323974609375,-1441.522063102721,2026-03-02,2026-03-02,87,1,78.0,257.68865966796875,target_rebalance,future_winner,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,3.1190290000000003,challenger RKLB outranks held name,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,SCCO,109.0,194.8800048828125,21241.92053222656,0.0477444111074104,215.55323791503903,-2253.3824005126958,0.0,2026-03-02,2026-03-02,87,1,109.0,215.55323791503903,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,FTI,299.0,67.69999694824219,20242.29908752441,0.0454976115708414,67.40113067626953,89.36101531982422,0.0,2026-03-02,2026-03-02,87,1,299.0,67.40113067626953,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,VZ,411.0,48.0099983215332,19732.109310150143,0.0443508833154183,49.239402770996094,-505.2852287292481,-467.71310947418215,2026-03-02,2026-03-02,87,1,411.0,49.239402770996094,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,APH,109.0,147.67999267578125,16097.119201660156,0.0361806963566723,134.8933868408203,1393.7400360107422,8601.293251304627,2026-03-02,2026-03-02,87,1,109.0,134.8933868408203,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-05-28,current_broker_ledger_mark_to_market,main,equity,RGLD,64.0,222.67999267578125,14251.51953125,0.0320324335256312,303.7432556152344,-5188.048828125,0.0,2026-03-02,2026-03-02,87,1,64.0,303.7432556152344,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
