portfolio,rebalance_date,implied_return,target_weight_sum,names,implied_equity,target_turnover,name_jaccard,broker_month_end_equity,broker_month_end_return,broker_trade_count,broker_fees_usd,broker_gross_traded_usd,return_gap
main,2017-05-31,0.0011787645702565274,0.9999999999999997,17.0,100117.87645702566,0.49999999999999983,,,,,,,
main,2017-06-30,0.04887686187042858,0.999999999999999,17.0,105011.32407537632,0.4288967337889851,0.4782608695652174,98584.8124221039,0.0,17.0,248.28824012756348,99315.29605102539,0.04887686187042858
main,2017-07-31,0.031057173586429898,0.9999999999999993,21.0,108272.67899572612,0.4076076268763373,0.4074074074074074,102954.09808988572,0.044320068785789646,23.0,204.08427774429322,81633.71109771729,-0.013262895199359748
main,2017-08-31,0.023183727347572285,0.9999999999999993,17.0,110782.84326475426,0.3630654065087254,0.4074074074074074,105982.3967504859,0.02941406623713294,27.0,200.6599518418312,80263.98073673248,-0.006230338889560656
main,2017-09-30,0.0724687061056128,0.9999999999999997,17.0,118811.13257485192,0.28240060164229497,0.5454545454545454,108203.4607050705,0.020956913814787814,26.0,184.0811584067345,73632.46336269379,0.05151179229082499
main,2017-10-31,0.015601180091602617,0.9999999999999996,18.0,120664.72645103947,0.3176392016666296,0.5909090909090909,114778.05371385574,0.060761393082477966,22.0,142.19316217422485,56877.26486968994,-0.045160212990875345
main,2017-11-30,-0.0029236265569391813,0.9999999999999984,27.0,120311.94785230141,0.5404546307673102,0.5517241379310345,117232.68147076132,0.021385863215846346,21.0,182.61440007686616,73045.76003074646,-0.024309489772785527
main,2017-12-31,0.048362335803949205,0.9999999999999993,18.0,126130.51467556163,0.5048146032032856,0.3235294117647059,114623.27297129392,-0.022258370846172326,29.0,309.4291417479515,123771.6566991806,0.07062070665012153
main,2018-01-31,-0.005065841402582101,0.9999999999999993,19.0,125491.55749218917,0.47731615070392014,0.32142857142857145,121850.26108297586,0.06304991930820081,34.0,290.30706577777863,116122.82631111145,-0.0681157607107829
main,2018-02-28,-0.02805927774151196,0.9999999999999988,27.0,121970.35502630091,0.5670606980679171,0.5862068965517241,119783.98524199724,-0.016957500317307916,28.0,279.2987267780304,111719.49071121216,-0.011101777424204044
