strategy,status,n,avg_return,median_return,hit_rate,loss_rate,worst_return,best_return,trade_sharpe
hold_3m_return,event_level,29,0.36333111796635703,0.3177769915887294,0.896551724137931,0.10344827586206896,-0.06394467883746813,1.179508427626205,1.2507081691967936
hold_6m_return,event_level,29,0.9187448628256875,0.7830000483167947,1.0,0.0,0.5047477676826517,2.752749146539351,1.8720093748547129
hold_12m_return,event_level,29,2.3956913597263854,1.593475346224619,1.0,0.0,0.7982026667040656,7.5120303308718785,1.3777265968885868
hold_18m_return,event_level,20,3.07080762467148,2.0286873607921105,1.0,0.0,0.9011013405286403,13.037434129028082,1.0605177293196069
trail20_after_50pct_return,event_level,28,1.6636798314821188,1.1839133966704898,1.0,0.0,0.3295917836093556,6.015578054602121,1.163761337853202
ma50_5d_after_50pct_return,event_level,26,1.23833860437516,1.1248893126638226,1.0,0.0,0.27518262588152154,5.377115046982985,1.305703807329483
ma200_after_50pct_return,event_level,20,2.980069080999569,1.1553915363992322,1.0,0.0,0.15269446575671308,18.142335887099815,0.6722889751399886
