horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-18,2026-06-18,0.27631902691205745,16.718997723343037,-0.12729732842356412,4.875642446390825,0.6153491470852838,622269.956215502,794214.9849935782,0.16798149363807124,0.149329618568982,main,portfolio
3M,completed,2026-03-18,2026-06-18,0.4381989927160781,3.232125187908842,-0.12729732842356412,3.1239627486890367,0.499409738023025,552228.8563793815,794214.9849935782,0.3039563451078228,0.149329618568982,main,portfolio
6M,completed,2025-12-18,2026-06-18,0.9024558425554416,2.6353609673697505,-0.1283253947561077,3.1692300486417704,0.4447662207329301,417468.2887392342,794214.9849935782,0.2495165136508758,0.149329618568982,main,portfolio
YTD,completed,2026-01-02,2026-06-18,0.844172319057759,2.813654123138193,-0.1283253947561077,3.152213689142014,0.4602838788693955,430662.0247935212,794214.9849935782,0.2245657643995436,0.149329618568982,main,portfolio
1Y,completed,2025-06-18,2026-06-18,1.7029049073970413,1.7047463368139781,-0.1283253947561077,2.8369394611491305,0.37775450707918845,293837.5607739842,794214.9849935782,0.18690891096302856,0.149329618568982,main,portfolio
2Y,completed,2024-06-18,2026-06-18,1.9485107501226202,0.7177587941645374,-0.24255852784920018,1.8597085285570112,0.320438505765923,269361.40048346407,794214.9849935782,0.2279334699331819,0.149329618568982,main,portfolio
FULL,completed,2019-07-01,2026-06-18,6.9605452016033045,0.3469490379967828,-0.25995164385516156,1.2679613284454658,0.2629165086165175,99768.91844463344,794214.9849935782,0.2668028665713579,0.149329618568982,main,portfolio
1M,completed,2026-05-18,2026-06-18,0.35679568160720954,35.41828400296356,-0.15008146757648844,5.4937413585565515,0.6828737024323094,983509.2630575942,1334421.1209372329,0.06892707829217906,0.057846854541314,concentrated,portfolio
3M,completed,2026-03-18,2026-06-18,0.41926795206814593,3.015246219208004,-0.15008146757648844,2.9342532049818852,0.5162874279164379,940217.8911971662,1334421.1209372329,0.3978530054747759,0.057846854541314,concentrated,portfolio
6M,completed,2025-12-18,2026-06-18,1.4329802665051736,4.95565077220784,-0.15008146757648844,3.901895410880804,0.49601964442285024,548471.8225249096,1334421.1209372329,0.2987349319946699,0.057846854541314,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-18,1.187514337538544,4.540071688249285,-0.15008146757648844,3.684562443519369,0.500923055852549,610017.0856200025,1334421.1209372329,0.31258510925031424,0.057846854541314,concentrated,portfolio
