portfolio,ticker,target_weight,current_weight,delta_weight,rank,company_name,sector,lane,theme,selection_score,reference_price,reference_price_date,suggested_action,selection_reason,review_required,review_reason,production_mutation_allowed,live_trading_enabled,human_approval_required,target_book_source
concentrated,TKR,0.3434698548851765,0.0,0.3434698548851765,1,TIMKEN,Industrials,,,4.271478002880811,142.36000061035156,2026-06-18,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=preferred_final_label; concentrated_preferred_sleeve=True; portfolio_sleeve_label=early_scout; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=neutral,True,prices is stale (latest_asof=2026-06-18),False,False,True,
concentrated,MU,0.2578054637794675,0.0,0.2578054637794675,2,MICRON TECHNOLOGY INC,Information Technology,,,6.833919712067831,1133.989990234375,2026-06-18,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,True,prices is stale (latest_asof=2026-06-18),False,False,True,
concentrated,WDC,0.2543153282781843,0.2097462657141267,0.04456906256405763,3,WESTERN DIGITAL CORP,Information Technology,,,7.323630762245103,746.22998046875,2026-06-18,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,True,prices is stale (latest_asof=2026-06-18),False,False,True,
concentrated,SNDK,0.1444093530571717,0.3837985322995613,-0.2393891792423896,4,SANDISK CORP,Information Technology,,,4.164891273719742,2184.75,2026-06-18,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,True,prices is stale (latest_asof=2026-06-18),False,False,True,
concentrated,CASH,0.0,0.0568854765078667,-0.0568854765078667,5,Cash reserve,Cash,,,0.0,1.0,2026-06-18,NO_CASH_TARGET,residual cash after target stock weights,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,GEV,0.1229159419256536,0.0,0.1229159419256536,1,GE VERNOVA INC,Industrials,,,4.893759059036204,1109.72998046875,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,CAT,0.1227380995610762,0.0,0.1227380995610762,2,CATERPILLAR INC,Industrials,,,5.7825489600844575,985.8200073242188,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,NXPI,0.07,0.0,0.07,3,NXP Semiconductors,Semiconductors,,,5.227101082746206,313.2699890136719,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,NUE,0.07,0.0,0.07,4,NUCOR CORP,Materials,,,3.5406524384533764,243.8300018310547,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,UMC,0.07,0.0,0.07,5,United Microelectronics,Semiconductors,,,4.996700501118628,24.07999992370605,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,VRT,0.0465013503845353,0.0,0.0465013503845353,6,VERTIV HOLDINGS CLASS A,Industrials,,,6.2495344124176375,333.04998779296875,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,NVT,0.0370810217639112,0.0,0.0370810217639112,7,NVENT ELECTRIC PLC,Industrials,,,3.319137220267232,177.02000427246094,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,AMAT,0.0366829290005358,0.0,0.0366829290005358,8,APPLIED MATERIAL INC,Information Technology,,,7.716348687751363,617.1099853515625,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,WDC,0.0366829290005358,0.1429859165667731,-0.1063029875662373,9,WESTERN DIGITAL CORP,Information Technology,,,7.323630762245103,746.22998046875,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,LRCX,0.0366829290005358,0.0,0.0366829290005358,10,LAM RESEARCH CORP,Information Technology,,,8.004001541416752,389.0400085449219,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,TKR,0.0353817931824117,0.0,0.0353817931824117,11,TIMKEN,Industrials,,,4.271478002880811,142.36000061035156,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,prices is stale (latest_asof=2026-06-18),False,False,True,
main,R,0.0353817931824117,0.0,0.0353817931824117,12,RYDER SYSTEM INC,Industrials,,,2.096556010697754,263.3699951171875,2026-06-18,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=cyclical_recovery,True,prices is stale (latest_asof=2026-06-18),False,False,True,
