as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,target_weight,position_state,is_emerging_seat,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review,operator_review_only
2026-06-15,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,272.0,1980.0999755859373,538587.193359375,0.3946771161729354,1120.185884363511,233896.6328125,7119.895704345703,2026-03-02,2026-05-01,105.0,2.0,272.0,1120.185884363511,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,concentrated,equity,BE,1380.0,274.5,378810.0,0.2775922640212315,287.40886071246604,-17814.227783203125,0.0,2026-05-01,2026-06-15,45.0,2.0,1380.0,287.40886071246604,target_rebalance,"future_winner,unknown",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,concentrated,equity,WDC,435.0,562.9299926757812,244874.54681396484,0.1794442592625895,393.4093191957761,73741.49296380227,129968.40425532155,2026-02-02,2026-05-01,133.0,2.0,435.0,403.95483377390894,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,258.0,445.9800109863281,115062.84283447266,0.0843181411450077,438.3242514749657,1975.1859539315192,95282.90060975104,2026-03-02,2026-05-01,105.0,2.0,258.0,471.95510580373366,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,main,equity,SNDK,67.0,1980.0999755859373,132666.6983642578,0.1606453320862574,771.6555348866021,80965.77752685547,1726.035322265625,2026-03-02,2026-05-01,105.0,2.0,67.0,771.6555348866021,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,main,equity,WDC,170.0,562.9299926757812,95698.0987548828,0.1158802702113782,336.1831014782335,38546.97150358312,34184.5651960171,2026-02-02,2026-05-01,133.0,2.0,170.0,368.7551894244026,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,main,equity,MRVL,342.0,279.70001220703125,95657.40417480467,0.1158309933814626,164.9499969482422,39244.50521850586,-1717.038977489471,2026-05-01,2026-05-01,45.0,1.0,342.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,main,equity,CIEN,115.0,445.9800109863281,51287.70126342773,0.06210397863963,385.9596455158453,6902.342029105523,25993.64850855698,2026-03-02,2026-05-01,105.0,2.0,115.0,410.5661745817765,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,main,equity,ON,364.0,116.79000091552734,42511.56033325195,0.0514770007201756,103.02999877929688,5008.640777587891,473.1078564262388,2026-05-01,2026-05-01,45.0,1.0,364.0,103.02999877929688,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-15,current_broker_ledger_mark_to_market,main,equity,MU,39.0,981.6099853515624,38282.78942871094,0.0463564066701792,466.6868091811481,20082.00387064616,22211.227131989795,2026-01-02,2026-05-01,164.0,2.0,39.0,472.3877281775841,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
