ticker,onset_date,peak_date,hold_3m_return,hold_6m_return,hold_12m_return,hold_18m_return,max_return_6m,max_return_12m,max_return_18m,max_dd_3m,max_dd_6m,max_dd_12m,first_2x_date,first_2x_days,first_3x_date,first_3x_days,first_5x_date,first_5x_days,trail20_after_50pct_return,trail20_after_50pct_date,trail20_after_50pct_days,ma50_5d_after_50pct_return,ma50_5d_after_50pct_date,ma50_5d_after_50pct_days,ma200_after_50pct_return,ma200_after_50pct_date,ma200_after_50pct_days
LRCX,2025-03-12,2026-02-25,0.18749192236155232,0.512829597751667,1.7908971336324369,,0.512829597751667,2.2772845568396827,2.908439918023509,-0.24907869735770993,-0.24907869735770993,-0.24907869735770993,2025-10-27,158,2026-01-21,216.0,,,1.6216283636089242,2026-03-06,247.0,1.8786222940412918,2026-03-11,250.0,,,
VRT,2022-12-07,2023-12-08,0.042459824665119994,0.5512449577894267,2.4528646088920283,5.543164881240227,0.5512449577894267,2.4528646088920283,6.77925876203288,-0.13487257593475266,-0.26002435707178884,-0.26002435707178884,2023-08-02,162,2023-10-11,211.0,2024-03-01,308.0,4.993798976808056,2024-07-17,402.0,5.377114372863227,2024-06-26,388.0,3.9640505561536985,2024-08-05,415.0
GEV,2025-04-09,2026-04-10,0.6510236890079575,0.9431165981335194,2.041684168725939,,1.0358807434266013,2.04229799345622,2.527834478986524,-0.05610890305666949,-0.13168314645404722,-0.17509823928338453,2025-07-30,76,2026-04-10,251.0,,,,,,0.8569696595070952,2025-10-01,120.0,,,
AMAT,2020-06-15,2021-04-05,-0.007053430362878754,0.5575155569994643,1.4543821514112842,1.6131276354247235,0.5830915497426501,1.5280336940400727,1.8153599753266065,-0.18392876114887668,-0.18392876114887668,-0.19692414638313793,2021-02-12,168,,,,,1.3624737609520192,2022-01-25,407.0,1.206043095987464,2021-05-14,231.0,1.3992455029377746,2022-01-21,405.0
PLTR,2023-02-08,2024-02-08,0.20924565176154197,0.8746957842839815,1.9659365412136376,2.574209027536475,1.431873372474199,1.9817517557990532,2.650851490754174,-0.2729970173858324,-0.2729970173858324,-0.3016508155084334,2023-06-15,88,2024-02-12,253.0,2024-10-08,418.0,0.8552310832846537,2023-08-09,125.0,0.8698296090341495,2023-08-15,129.0,18.142335887099815,2026-01-28,744.0
PLTR,2024-08-09,2025-08-12,0.8620460060622035,2.752749146539351,5.143618584172769,3.302899163544053,2.8870376753151143,5.230256574298919,5.903698470364881,-0.07916391542484713,-0.21121624759173496,-0.40611458429565517,2024-11-11,65,2025-02-04,121.0,2025-07-16,232.0,1.165278335932713,2025-01-13,106.0,1.787404228187028,2025-03-12,146.0,4.243252412643465,2026-01-28,367.0
STX,2025-05-05,2026-05-06,0.6301107827960561,1.8617394304472419,7.5120303308718785,,1.8918060500880207,7.5120303308718785,8.027133915271815,-0.06535480284503614,-0.1760238954791179,-0.209978296413596,2025-09-05,85,2025-11-06,129.0,2026-04-07,231.0,2.811976935404036,2026-03-06,210.0,,,,,,
LITE,2025-02-11,2026-02-12,-0.06394467883746813,0.5104272068048066,6.329899914035124,,0.5104272068048066,6.329899914035124,12.229773693559611,-0.38219894516156394,-0.38219894516156394,-0.38219894516156394,2025-09-10,145,2025-11-06,186.0,2026-02-02,244.0,6.015578054602121,2026-03-06,267.0,,,,,,
AMD,2018-03-07,2018-09-14,0.2802287883427337,1.329248428268341,0.7982026667040656,1.496732029199264,1.329248428268341,1.6732027640972778,1.809640525549356,-0.22140523601491913,-0.22140523601491913,-0.4911369499584487,2018-08-27,120,2019-11-13,426.0,,,1.0424836983241357,2018-10-10,151.0,0.8619282141902689,2018-10-24,161.0,0.3766340438362952,2018-10-29,164.0
AMD,2019-07-31,2020-07-30,0.08472899677222756,0.6019703631228401,1.5681443346109543,1.812479384036025,0.6981936876470836,1.5681443346109543,2.1937601827045765,-0.1743199568255246,-0.1743199568255246,-0.34278441287536066,2020-07-22,246,2020-09-01,275.0,,,0.44532010570907965,2020-02-27,145.0,0.5586206205366007,2020-03-02,147.0,1.5533661100800082,2021-03-04,401.0
