as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,target_weight,position_state,is_emerging_seat,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review,operator_review_only
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,227.0,2184.75,495938.25,0.3843085291265034,1119.450046085576,241823.08953857425,5897.287351074218,2026-03-02,2026-05-01,108.0,2.0,227.0,1119.450046085576,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.2048283543451299,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.2048283543451299,True
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,BE,927.0,328.9100036621094,304899.5733947754,0.2362703553973594,290.5199890136719,35587.54357910156,0.0,2026-05-01,2026-05-01,48.0,1.0,927.0,290.5199890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,WDC,362.0,746.22998046875,270135.2529296875,0.2093310643384013,393.8560785433973,127559.35249697768,107262.5611451045,2026-02-02,2026-05-01,136.0,2.0,362.0,404.2141112438223,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.3923291279258925,EXIT_REVIEW,False,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.3923291279258925,True
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,213.0,428.2200012207031,91210.86026000977,0.0706803952848714,439.561390192674,-2415.715851029803,78340.21142552322,2026-03-02,2026-05-01,108.0,2.0,213.0,471.3604121678312,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,LITE,64.0,850.0,54400.0,0.0421552158650432,548.3013530975077,19308.71340175951,257030.0648199049,2026-02-02,2026-05-01,136.0,2.0,64.0,645.5414109230042,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-18,current_broker_ledger_mark_to_market,main,equity,FIX,12.0,1931.77001953125,23181.240234375,0.0297562790646873,1866.2886962890625,785.77587890625,0.0,2026-05-01,2026-05-01,48.0,1.0,12.0,1866.2886962890625,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0485404880645513,BUY_REVIEW,False,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.0485404880645513,True
2026-06-18,current_broker_ledger_mark_to_market,main,equity,KEYS,19.0,350.70001220703125,6663.300231933594,0.008553253371629,313.2699890136719,711.1704406738281,-3614.9098824310304,2026-03-02,2026-03-02,108.0,1.0,19.0,313.2699890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
,,main,,AMAT,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0471563917183456,,False,NEW_POSITION_REVIEW,target-only position from production target,0.0471563917183456,True
,,main,,AMKR,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0342812027605514,,False,NEW_POSITION_REVIEW,target-only position from production target,0.0342812027605514,True
,,main,,ARW,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0342812027605514,,False,NEW_POSITION_REVIEW,target-only position from production target,0.0342812027605514,True
,,main,,CAT,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.1239240206209303,,False,NEW_POSITION_REVIEW,target-only position from production target,0.1239240206209303,True
