portfolio_kind,ticker,current_weight,target_weight,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review
concentrated,SNDK,0.3843085291265034,0.2048283543451299,TRIM_REVIEW,current weight materially above target,0.2048283543451299
concentrated,BE,0.2362703553973594,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
concentrated,WDC,0.2093310643384013,0.3923291279258925,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.3923291279258925
concentrated,CIEN,0.0706803952848714,0.0,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0
concentrated,LITE,0.0421552158650432,0.0,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0
concentrated,CASH,0.0572544399878211,0.0,CASH_NO_ACTION,cash row,0.0572544399878211
main,SNDK,0.1205902398344272,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.1205902398344272
main,WDC,0.1111149864807959,0.0342812027605514,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.1111149864807959
main,STM,0.1055548285237489,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.1055548285237489
main,CIEN,0.0923460205925253,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0923460205925253
main,MRVL,0.0853157465695224,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0853157465695224
main,LITE,0.0632832645301576,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0632832645301576
main,ON,0.0563578174635969,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0563578174635969
main,PWR,0.0522831441368272,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0522831441368272
main,MU,0.0334795037750652,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0334795037750652
main,FIX,0.0297562790646873,0.0485404880645513,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.0485404880645513
main,COHR,0.0250033081404807,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0250033081404807
main,TER,0.0134911195388872,0.0,HOLD_REVIEW,protected HOLD/SHAKEOUT state,0.0134911195388872
main,KEYS,0.008553253371629,0.0,FULL_EXIT_REVIEW,no current production target weight,0.0
main,CASH,0.2028704879776486,0.0,CASH_NO_ACTION,cash row,0.2028704879776486
main,AMAT,0.0,0.0471563917183456,NEW_POSITION_REVIEW,target-only position from production target,0.0471563917183456
main,AMKR,0.0,0.0342812027605514,NEW_POSITION_REVIEW,target-only position from production target,0.0342812027605514
main,ARW,0.0,0.0342812027605514,NEW_POSITION_REVIEW,target-only position from production target,0.0342812027605514
main,CAT,0.0,0.1239240206209303,NEW_POSITION_REVIEW,target-only position from production target,0.1239240206209303
main,COHU,0.0,0.0342812027605514,NEW_POSITION_REVIEW,target-only position from production target,0.0342812027605514
main,ENTG,0.0,0.0342812027605514,NEW_POSITION_REVIEW,target-only position from production target,0.0342812027605514
main,GEV,0.0,0.1201509156222929,NEW_POSITION_REVIEW,target-only position from production target,0.1201509156222929
main,GOOG,0.0,0.1725138975064578,NEW_POSITION_REVIEW,target-only position from production target,0.1725138975064578
main,KLAC,0.0,0.0342812027605514,NEW_POSITION_REVIEW,target-only position from production target,0.0342812027605514
main,LRCX,0.0,0.0471563917183456,NEW_POSITION_REVIEW,target-only position from production target,0.0471563917183456
main,NUE,0.0,0.0405084525289295,NEW_POSITION_REVIEW,target-only position from production target,0.0405084525289295
main,ROST,0.0,0.0406593678538976,NEW_POSITION_REVIEW,target-only position from production target,0.0406593678538976
main,TKR,0.0,0.04,NEW_POSITION_REVIEW,target-only position from production target,0.04
main,UMC,0.0,0.0517039756116096,NEW_POSITION_REVIEW,target-only position from production target,0.0517039756116096
main,VRT,0.0,0.0619988821913307,NEW_POSITION_REVIEW,target-only position from production target,0.0619988821913307
concentrated,MU,0.0,0.4028425177289776,NEW_POSITION_REVIEW,target-only position from production target,0.4028425177289776
