rebalance_date,hard_stop,target_n,weighting_mode,active_rebalance_interval_months,cost_bps,gross_return,original_gross_return,cost,turnover,net_return,return_delta,risk_exit_count,n_positions
2019-05-31,-0.08,3,score_power,1,25.0,0.03236860134298734,0.03236860134298734,0.00125,0.5,0.031118601342987336,0.0,0,3
2019-06-28,-0.08,3,score_power,1,25.0,0.00996897692123741,0.00996897692123741,0.0017895317494997997,0.7158126997999199,0.00817944517173761,0.0,0,3
2019-07-31,-0.08,3,score_power,1,25.0,-0.008848841142323904,-0.008848841142323904,0.0017262944804281167,0.6905177921712466,-0.010575135622752021,0.0,0,3
2019-08-30,-0.08,3,score_power,1,25.0,0.021028048749142457,0.021028048749142457,0.0025,1.0,0.018528048749142458,0.0,0,3
2019-09-30,-0.08,3,score_power,1,25.0,0.009536398854424751,0.009536398854424751,0.0001542277059078148,0.061691082363125926,0.009382171148516937,0.0,0,3
2019-10-31,-0.08,3,score_power,1,25.0,-0.03497213797794377,-0.03497213797794377,0.001691622314695874,0.6766489258783496,-0.036663760292639645,0.0,0,3
2019-11-29,-0.08,3,score_power,1,25.0,0.012818654029230832,0.012818654029230832,0.0025,1.0,0.010318654029230831,0.0,0,3
2019-12-31,-0.08,3,score_power,1,25.0,0.04708823091965346,0.04708823091965346,0.0012750714852943592,0.5100285941177437,0.0458131594343591,0.0,0,3
2020-01-31,-0.08,3,score_power,1,25.0,-0.016161822133985027,-0.016161822133985027,0.0006540458011613784,0.26161832046455136,-0.016815867935146406,0.0,0,3
2020-02-28,-0.08,3,score_power,1,25.0,-0.07898147855839366,-0.07898147855839366,0.0017541011843620064,0.7016404737448025,-0.08073557974275566,0.0,0,3
2020-03-31,-0.08,3,score_power,1,25.0,0.09793495138744064,0.09793495138744064,0.0024999999999999996,0.9999999999999999,0.09543495138744064,0.0,0,3
2020-04-30,-0.08,3,score_power,1,25.0,0.1974081805147092,0.1974081805147092,0.0025,1.0,0.1949081805147092,0.0,0,3
