rebalance_date,net_return,equity,drawdown
2020-02-28,-0.08073557974275566,0.9728000569662165,-0.09619380883128048
2021-12-31,-0.07755175279497127,2.9633047631771463,-0.07755175279497128
2022-03-31,-0.06864739858447656,2.9072791567640253,-0.09499198475375648
2023-08-31,-0.06790033973308725,3.572007038157136,-0.06790033973308729
2022-05-31,-0.06550581812435932,2.55516832576952,-0.20460069692838434
2022-04-29,-0.05950567631662208,2.734279544299563,-0.14884509877294805
2024-03-28,-0.05020201844701311,4.756418780388464,-0.05020201844701311
2021-08-31,-0.04904286708381677,2.8879365730810496,-0.04904286708381678
2022-07-29,-0.03786757288560649,2.552164217466421,-0.205535846924781
2019-10-31,-0.036663760292639645,1.0186753600815353,-0.036663760292639735
