rebalance_date,net_return,equity,drawdown
2019-05-31,0.031118601342987336,1.0311186013429874,0.0
2019-06-28,0.00817944517173761,1.0395525794082312,0.0
2019-07-31,-0.010575135622752021,1.0285591698940075,-0.010575135622751919
2019-08-30,0.018528048749142458,1.047616364335181,0.0
2019-09-30,0.009382171148516937,1.0574452803633607,0.0
2019-10-31,-0.036663760292639645,1.0186753600815353,-0.036663760292639735
2019-11-29,0.010318654029230831,1.0291867186903187,-0.02672342692127927
2019-12-31,0.0458131594343591,1.0763370139214032,0.0
2020-01-31,-0.016815867935146406,1.058237472841591,-0.016815867935146445
2020-02-28,-0.08073557974275566,0.9728000569662165,-0.09619380883128048
2020-03-31,0.09543495138744064,1.065639183112487,-0.009939108913425754
2020-04-30,0.1949081805147092,1.2733409773781228,0.0
2020-05-29,0.19691471929284177,1.5240805585026087,0.0
2020-06-30,0.11906207888808287,1.70554075819084,0.0
2020-07-31,0.15875373297975937,1.976301720302765,0.0
2020-08-31,-0.030781595298731163,1.9154680005602192,-0.030781595298731146
2020-09-30,0.0077875035033995515,1.9303847143252317,-0.023233803576560685
2020-10-30,0.029759186603893,1.9878313932561391,0.0
2020-11-30,0.050604320468295515,2.088424250117411,0.0
2020-12-31,0.009007096276529852,2.107234888404458,0.0
2021-01-29,0.09437699864150925,2.3061093926047467,0.0
2021-02-26,0.02718162930156716,2.368793203243391,0.0
2021-03-31,0.01697685708248785,2.4090078669128228,0.0
2021-04-30,0.027745255816069427,2.4758464064432424,0.0
2021-05-28,0.08721790793684682,2.6917845503861826,0.0
2021-06-30,0.07763092166283343,2.9007502659504376,0.0
2021-07-30,0.04692692613105155,3.0368735594053224,0.0
2021-08-31,-0.04904286708381677,2.8879365730810496,-0.04904286708381678
2021-09-30,0.06463937669000659,3.0746109930852823,0.0
2021-10-29,0.005676557171573469,3.0920641981678796,0.0
2021-11-30,0.03892885122406489,3.212434705313614,0.0
2021-12-31,-0.07755175279497127,2.9633047631771463,-0.07755175279497128
2022-01-31,0.0034762529095596906,2.973605959982053,-0.07434508939170659
2022-02-28,0.049757978745351324,3.12156658213589,-0.02828637202412909
2022-03-31,-0.06864739858447656,2.9072791567640253,-0.09499198475375648
2022-04-29,-0.05950567631662208,2.734279544299563,-0.14884509877294805
2022-05-31,-0.06550581812435932,2.55516832576952,-0.20460069692838434
2022-06-30,0.03813599153694909,2.6526122034165467,-0.17426735583794994
2022-07-29,-0.03786757288560649,2.552164217466421,-0.205535846924781
2022-08-31,-0.011733324286616198,2.5222188470701896,-0.2148575524669044
2022-09-30,0.14488914038135395,2.887660967675839,-0.10109893816692195
2022-10-31,0.005081320686658682,2.902334099086947,-0.09653133360617017
2022-11-30,-0.03131008864883836,2.811461761155988,-0.12481901764240877
2022-12-30,0.06217747640685509,2.9862713584790397,-0.07040247276014133
2023-01-31,-0.021528276425126964,2.9219820831932632,-0.09041510529067565
2023-02-28,0.05286584651881403,3.076455139534083,-0.04232912985114079
2023-03-31,-0.006355478250137182,3.0569027958072517,-0.04841558623716169
2023-04-28,0.12815249920382774,3.448652528913119,0.0
2023-05-31,0.06636805660887704,3.6775328951763724,0.0
2023-06-30,0.005408500552553843,3.6974228338719692,0.0
2023-07-31,0.03645592202335721,3.832215792390986,0.0
2023-08-31,-0.06790033973308725,3.572007038157136,-0.06790033973308729
2023-09-29,-0.003958443389177302,3.557867450510848,-0.07159000347132516
2023-10-31,0.04955276837920696,3.7341696322099316,-0.02558471795239947
2023-11-30,0.09921227740759378,4.104645105647756,0.0
2023-12-29,0.046341245020245975,4.294859470209732,0.0
2024-01-31,0.0386291437395671,4.460766214025705,0.0
2024-02-29,0.12263707374524686,5.007821529175481,0.0
2024-03-28,-0.05020201844701311,4.756418780388464,-0.05020201844701311
2024-04-30,0.03628415055666417,4.929001395526624,-0.01573940548592878
2024-05-31,-0.02354434600285258,4.812951281221802,-0.03891317748014145
2024-06-28,0.03557673448076294,4.984180371022678,-0.004720846782392374
2024-07-31,0.04548531840692721,5.210887402196201,0.0
2024-08-30,0.03442487093689144,5.3902715284834795,0.0
2024-09-30,0.14135292380097914,6.152202169115792,0.0
2024-10-31,0.1965770652080728,7.361584016087314,0.0
2024-11-29,0.01943270989859733,7.50463954266609,0.0
2024-12-31,0.020047645815763272,7.655089898192431,0.0
2025-01-31,0.015088979421585009,7.770597392136639,0.0
2025-02-28,-0.01185312192624492,7.678491553807883,-0.01185312192624488
2025-03-31,-0.0322181797116356,7.431104533013024,-0.04368941562551687
2025-04-30,0.11287648439295031,8.269901487856052,0.0
2025-05-30,0.0028805194249818147,8.293723099734507,0.0
2025-06-30,0.03226474837254235,8.561317988618983,0.0
2025-07-31,0.0025998375132513084,8.583576024288668,0.0
2025-08-29,0.015358554784127726,8.715407346901431,0.0
2025-09-30,0.20241868568522509,10.479568647272572,0.0
2025-10-31,0.0037854351635553734,10.51923837492885,0.0
2025-11-28,0.14997780725521645,12.096890680395607,0.0
2025-12-31,0.2311295259212393,14.892839288476502,0.0
2026-01-30,0.01214564991649225,15.073722500736919,0.0
2026-02-27,0.08464346876404596,16.349614660385942,0.0
