rebalance_date,ticker,weight,raw_score,portfolio_sleeve_label,portfolio_sleeve_role,portfolio_selection_path,period_forward_return,weighted_forward_return,target_n,entry_signal_breakdown,regime_state,regime_state_score,engine_version,Name,sector,concentrated_score,concentrated_selection_source,raw_period_forward_return,risk_adjusted_forward_return,raw_weighted_forward_return,position_risk_action,position_risk_reason,position_risk_hard_stop,position_risk_enabled,weighting_mode,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,target_stock_names,portfolio_mode,source_journal
2019-04-30,FDS,0.2780440283396397,1.299314016986365,concentrated_alpha,concentrated_alpha,preferred_final_label,0.0126717672790499,0.0035233092204494,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.5314078436841474, ""portfolio_risk_entry_block_score"": 0.1083333333333333, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",balanced,0,2026-05-07-style-regime-router,FACTSET RESEARCH SYSTEMS INC,Financials,0.5909618088387967,preferred_final_label,0.0126717672790499,0.0126717672790499,0.0035233092204494,hold,hold,-0.08,True,score_power,initial_rebalance,1,2019-05-31,0.5314078436841474,0.1083333333333333,neutral,4,concentrated_alpha,concentrated_champion
2019-04-30,VICI,0.2576493085635646,1.5819583159433752,concentrated_alpha,concentrated_alpha,preferred_final_label,-0.0271335811158502,-0.0069909484133522,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.4890799605480138, ""portfolio_risk_entry_block_score"": 0.146875, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",balanced,0,2026-05-07-style-regime-router,VICI PPTYS INC,Real Estate,0.5805131333943008,preferred_final_label,-0.0271335811158502,-0.0271335811158502,-0.0069909484133522,hold,hold,-0.08,True,score_power,initial_rebalance,1,2019-05-31,0.4890799605480138,0.146875,neutral,4,concentrated_alpha,concentrated_champion
2019-04-30,NOW,0.241973502959184,5.195568045875387,concentrated_alpha,concentrated_alpha,monster_extreme_early,-0.040855147987449,-0.0098858632724389,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.6210157987945357, ""portfolio_risk_entry_block_score"": 0.1083333333333333, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",balanced,0,2026-05-07-style-regime-router,SERVICENOW INC,Information Technology,0.5721976961525875,monster_extreme_early,-0.040855147987449,-0.040855147987449,-0.0098858632724389,hold,hold,-0.08,True,score_power,initial_rebalance,1,2019-05-31,0.6210157987945357,0.1083333333333333,promote_monster_early,4,concentrated_alpha,concentrated_champion
2019-04-30,GPK,0.2223331601376117,1.6840742569161902,concentrated_alpha,concentrated_alpha,preferred_final_label,-0.0659970402505136,-0.0146733305186258,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.4209519449055283, ""portfolio_risk_entry_block_score"": 0.0135416666666666, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",balanced,0,2026-05-07-style-regime-router,GRAPHIC PACKAGING HOLDING,Materials,0.5613891645120173,preferred_final_label,-0.0659970402505136,-0.0659970402505136,-0.0146733305186258,hold,hold,-0.08,True,score_power,initial_rebalance,1,2019-05-31,0.4209519449055283,0.0135416666666666,neutral,4,concentrated_alpha,concentrated_champion
2019-05-31,MA,0.4923127508016357,5.702621603105928,concentrated_alpha,concentrated_alpha,preferred_final_label,0.0722394965829713,0.0355644252792879,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.564466201890365, ""portfolio_risk_entry_block_score"": 0.1333333333333333, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",risk_off_alert,0,2026-05-07-style-regime-router,MASTERCARD INC CLASS A,Financials,0.785180383663973,preferred_final_label,0.0722394965829713,0.0722394965829713,0.0355644252792879,hold,hold,-0.08,True,score_power,rebalance,1,2019-06-28,0.564466201890365,0.1333333333333333,neutral,4,concentrated_alpha,concentrated_champion
2019-05-31,PEG,0.1890969521422141,2.977065672085549,concentrated_alpha,concentrated_alpha,preferred_final_label,0.0056199546849147,0.0010627163020947,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.4164573769020797, ""portfolio_risk_entry_block_score"": 0.1604166666666666, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",risk_off_alert,0,2026-05-07-style-regime-router,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.6160758326038587,preferred_final_label,0.0056199546849147,0.0056199546849147,0.0010627163020947,hold,hold,-0.08,True,score_power,rebalance,1,2019-06-28,0.4164573769020797,0.1604166666666666,neutral,4,concentrated_alpha,concentrated_champion
2019-05-31,TSCO,0.1630180778358865,1.8398426896776243,concentrated_alpha,concentrated_alpha,preferred_final_label,0.091550270849213,0.0149243491791935,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.4912952484662276, ""portfolio_risk_entry_block_score"": 0.1333333333333333, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",risk_off_alert,0,2026-05-07-style-regime-router,TRACTOR SUPPLY,Consumer Discretionary,0.5963650464429352,preferred_final_label,0.091550270849213,0.091550270849213,0.0149243491791935,hold,hold,-0.08,True,score_power,rebalance,1,2019-06-28,0.4912952484662276,0.1333333333333333,neutral,4,concentrated_alpha,concentrated_champion
2019-05-31,FDS,0.1555722192202637,1.6557263103486357,concentrated_alpha,concentrated_alpha,preferred_final_label,0.0423838003213956,0.006593741874988,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.485702575535357, ""portfolio_risk_entry_block_score"": 0.0, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",risk_off_alert,0,2026-05-07-style-regime-router,FACTSET RESEARCH SYSTEMS INC,Financials,0.5904523285456175,preferred_final_label,0.0423838003213956,0.0423838003213956,0.006593741874988,hold,hold,-0.08,True,score_power,rebalance,1,2019-06-28,0.485702575535357,0.0,neutral,4,concentrated_alpha,concentrated_champion
2019-06-28,MA,0.4358445103282199,5.85040837156943,concentrated_alpha,concentrated_alpha,preferred_final_label,0.0158249993692494,0.0068972391010349,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.5759017821705568, ""portfolio_risk_entry_block_score"": 0.1333333333333333, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",balanced,0,2026-05-07-style-regime-router,MASTERCARD INC CLASS A,Financials,0.7697519828059063,preferred_final_label,0.0158249993692494,0.0158249993692494,0.0068972391010349,hold,hold,-0.08,True,score_power,rebalance,1,2019-07-31,0.5759017821705568,0.1333333333333333,neutral,4,concentrated_alpha,concentrated_champion
2019-06-28,VEEV,0.257085796175393,3.5380976216326454,concentrated_alpha,concentrated_alpha,preferred_final_label,-0.0006037365515909,-0.0001552120920459,4,"{""breakout_setup_quality_score"": 0.0, ""broken_momentum_penalty"": 0.0, ""entry_quality_score"": 0.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""portfolio_hold_policy_exit_risk"": 0.0, ""portfolio_monster_early_score"": 0.5222595831816406, ""portfolio_risk_entry_block_score"": 0.2416666666666667, ""relative_strength_composite"": 0.0, ""rs_acceleration_score"": 0.0, ""selection_confirmation_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_max"": 0.0, ""theme_phase_multiplier_primary"": 0.0}",balanced,0,2026-05-07-style-regime-router,VEEVA SYSTEMS INC CLASS A,Health Care,0.6713472557352256,preferred_final_label,-0.0006037365515909,-0.0006037365515909,-0.0001552120920459,hold,hold,-0.08,True,score_power,rebalance,1,2019-07-31,0.5222595831816406,0.2416666666666667,neutral,4,concentrated_alpha,concentrated_champion
