ticker,pnl_usd,contribution_return_on_start,positive_contribution_share
RVMD,49799.57805633545,0.4912604446300502,0.052907908759266056
WDC,42549.62646484375,0.4197414763698473,0.04520543833114684
RKLB,36800.671608924866,0.36302946737487346,0.039097652063680655
NXT,34343.45851135254,0.33878967165815865,0.036487067567937306
SNDK,33849.63885498047,0.333918263637754,0.035962425264877834
AXON,27048.979652404785,0.2668314529853543,0.02873729062245765
STM,26531.557147979736,0.2617272087426041,0.028187572256909595
MRVL,22773.57470703125,0.22465564715700523,0.02419502854740859
AMD,22105.8878326416,0.21806908229865946,0.02348566678956388
LITE,21904.441284179688,0.21608186222915127,0.023271646590560684
ONTO,20813.420333862305,0.20531921206076434,0.022112527595043487
CIEN,19395.84721374512,0.19133520600158488,0.02060647408563616
MU,18982.465255737305,0.18725729585818507,0.020167290145317176
SQM,17418.224967956543,0.17182645468892635,0.01850541497179964
TPL,17400.11343383789,0.17164778891199955,0.018486172973532985
QCOM,16323.223663330078,0.16102453931581312,0.017342067180962602
ON,15810.259979248047,0.155964280226145,0.016797085941090906
ALAB,15006.09848022461,0.14803142715823908,0.01594273124816728
MRNA,14668.439350128174,0.1447005038681477,0.015583996512972015
UI,12840.491333007812,0.12666825157405573,0.013641953815399767
GOOG,12780.84513092041,0.12607985663374513,0.01357858468776766
DVA,12598.220115661621,0.12427830630544492,0.01338456080199214
SN,12596.08999633789,0.1242572932084081,0.013382297727419524
CRS,12229.079849243164,0.1206368294397887,0.012992379978432847
XOM,11038.312637329102,0.10889020722314992,0.011727288878058354
PWR,10811.013397216797,0.10664795678409349,0.011485802344913273
MTSI,10780.839218139648,0.1063502960165059,0.011453744789893559
CPRT,10241.749874114992,0.1010323137930163,0.010881007209778247
ROKU,10048.04995727539,0.09912151231667085,0.010675217162416123
GOOGL,9340.058975219727,0.0921373574660961,0.009923035643154861
SFM,9297.570045471191,0.09171821474772791,0.009877894690035312
ACLS,9091.380294799805,0.08968420416879495,0.009658835233280944
TLN,9017.040069580078,0.08895085634697149,0.009579854928495647
HUBS,8694.749938964844,0.0857715444121031,0.009237448476671635
NTRA,8546.63949584961,0.08431047174886018,0.009080093452462983
JBL,8498.55182647705,0.0838360988573778,0.009029004304263155
ALB,8373.124267578125,0.08259878720216973,0.008895747957500241
CRUS,8119.410209655762,0.08009596115888806,0.008626197877933013
EXP,8073.835006713867,0.07964637312350327,0.008577778016298703
DKS,7930.347915649412,0.078230908677695,0.008425334919018186
BEN,7879.9453201293945,0.07773369961584989,0.008371786354369975
NEM,7686.736907958986,0.07582774671075242,0.00816651848982962
HIMX,7063.946929931641,0.06968407856218405,0.007504855949308073
CW,6945.1044921875,0.06851172748842473,0.007378595745942839
SE,6752.110387802124,0.06660788867629494,0.007173555565595392
KGC,6526.564296722412,0.06438293261616437,0.006933931607449499
KBR,6383.003700256348,0.06296674305786144,0.00678141041679483
CEG,6337.8441162109375,0.06252125499946144,0.006733432115661875
EBAY,6023.704608917236,0.05942234693533306,0.006399685023050486
GE,5803.868133544922,0.05725371481328706,0.006166127056599455
BLD,5652.760192871094,0.05576307258257217,0.00600558744060256
JD,5592.215667724609,0.05516581590883629,0.005941263919453453
EHC,5577.98616027832,0.05502544535896892,0.005926146251572695
RH,5567.349868774414,0.05492052099018185,0.005914846076703964
BKR,5316.308963775635,0.0524440649352627,0.005648135999733156
SHOP,5166.6077880859375,0.05096730009103515,0.005489090954500333
MSTR,5024.249084472656,0.049562966906627356,0.005337846675013899
NVDA,4719.043219566345,0.046552187001465115,0.005013590834231697
HII,4714.6846923828125,0.046509191215442745,0.005008960261693707
MOS,4435.488716125488,0.043754992389100585,0.00471233776378687
CHRW,4429.248710632324,0.0436934362877698,0.0047057082770688066
VKTX,4254.699058532715,0.041971547407436895,0.004520263792844449
ATI,4151.540939331055,0.04095391823297123,0.004410666873121058
WING,4141.095855712891,0.040850880082393876,0.004399569840723965
HEI,3875.2545623779297,0.038228421879695385,0.0041171355824196005
KMI,3874.545343399048,0.038221425610961715,0.004116382096255871
COO,3692.6197357177734,0.036426774764362325,0.003923101272846357
CHRD,3382.4916076660156,0.03336743795820219,0.003593615936964943
AN,3354.2100563049316,0.033088447492042886,0.0035635691414420967
MDB,3341.860137939453,0.032966618620711756,0.0035504483805929594
VEEV,3170.7896270751953,0.03127905060286238,0.0033687001944945083
PCTY,3163.0498123168945,0.03120269925636672,0.003360477285204342
KLAC,3086.711433410645,0.030449640145677116,0.003279374108357479
LULU,3076.0894775390625,0.03034485719433541,0.003268089163905482
UMC,2839.1702957153248,0.02800770842427048,0.0030163822429940187
KNSL,2752.4484100341797,0.027152218603238635,0.0029242474540233355
RGLD,2684.1554260253906,0.026478525311072226,0.0028516918399426787
CRM,2668.3678283691424,0.026322784589022832,0.0028349188308344517
TSCO,2633.1524734497075,0.025975393876275104,0.002797505445867717
WDAY,2379.5398712158208,0.023473568668112458,0.0025280631545291964
OC,2342.7952575683594,0.023111092198577095,0.002489025059385998
WAL,2286.0442543029803,0.022551257674159778,0.0024287318396449624
RUN,2203.3807678222656,0.02173580295128548,0.002340908762198464
P,2200.8692932128906,0.021711027879258105,0.0023382405293605533
BWA,2193.4024658203125,0.021637369485190905,0.0023303076464361075
DLTR,2140.3098754882812,0.02111362429394512,0.002273901186086132
CNC,2123.1500854492188,0.020944347235516796,0.002255670336726568
MA,2088.2376098632817,0.020599944352020855,0.002218578735854543
BAC,2065.5478134155273,0.02037611515654294,0.0021944727147379366
DPZ,1950.7659301757815,0.01924382044247842,0.0020725265127280457
ZS,1928.879882812501,0.019027920031701513,0.002049274408148214
FTNT,1892.4138069152832,0.018668191267756668,0.0020105322361925414
MELI,1870.77001953125,0.018454680691387323,0.001987537512686572
HLI,1804.0167999267578,0.01779617679189056,0.0019166177701894283
ITT,1785.0991287231454,0.017609558673232238,0.0018965193183341483
VRSN,1782.0919494628906,0.017579893598182728,0.0018933244405433297
LI,1615.0200157165527,0.015931770548533983,0.001715824409983114
COF,1608.4558410644513,0.01586701659912155,0.0017088505205019543
UTHR,1455.579864501955,0.014358933134350289,0.0015464325134597588
TEAM,1423.3603515625,0.014041095657203498,0.0015122019613667214
PDD,1332.8302001953125,0.013148038242886463,0.0014160212069217878
LSCC,1268.5103912353516,0.012513539333830538,0.0013476867607942046
CHWY,1265.8502655029297,0.012487297855466943,0.0013448605985046378
DASH,1248.4805603027344,0.012315950036212574,0.0013264067317496288
DOCU,1126.8399658203125,0.011115995842566631,0.0011971737196341755
TREX,1102.7501831054688,0.010878356130958073,0.0011715803295764189
BRBR,1100.8799591064449,0.01085990683662311,0.0011695933721650967
ALLY,1096.4513664245605,0.010816219871895684,0.0011648883608639964
CCJ,1063.9500045776367,0.010495602025416346,0.0011303583677543425
VICI,1016.2141494750981,0.010024699694156827,0.001079642992948283
EQT,974.2419166564941,0.009610654062419588,0.0010350509873317444
TPG,972.0484733581525,0.009589016290131735,0.0010327206363041513
CG,941.8343181610107,0.00929096116806869,0.001000620609982637
ARES,914.6676254272425,0.009022968504829225,0.000971758259004015
BR,843.5187072753906,0.008321102133056238,0.000896168452487175
XYZ,830.0201644897461,0.008187942367661603,0.0008818273737479532
TER,821.8295669555664,0.00810714416126164,0.0008731255452599281
LRCX,819.9129638671866,0.00808823734875187,0.0008710893139245339
DXCM,701.0553245544434,0.006915736315301284,0.0007448129601573083
EFX,679.1940612792978,0.006700080393386172,0.0007215871866092823
FANG,658.9008331298833,0.006499892747772332,0.0007000273199343958
ORLY,602.88134765625,0.00594727446432841,0.0006405112769906754
AM,601.8573460578909,0.005937172943388962,0.0006394233604811412
VVV,600.039514541626,0.0059192404878582626,0.0006374920657241161
BBY,596.2326354980469,0.005881686573455898,0.0006334475734421253
ZM,580.9100341796884,0.00573053292456292,0.0006171685842589392
ROIV,540.3205528259241,0.0053301277919211056,0.0005740456370399578
SAN,536.3619256019574,0.005291076919482577,0.0005698399249405371
CXT,520.584228515625,0.005135433864091592,0.0005530774343641975
PYPL,505.02635192871094,0.004981959283223842,0.0005365484847811868
CROX,471.61006546020417,0.004652315933036555,0.0005010464603754935
FICO,432.03997802734375,0.004261966867742739,0.0004590065343920721
PEN,411.1596984863263,0.004055988106241666,0.0004368229744515762
AVY,379.7132720947284,0.003745776935502696,0.00040341376250103484
URI,378.2119750976558,0.003730967014232493,0.00040181875933751764
