rebalance_date,ticker,Name,sector,weight,raw_score,concentrated_score,portfolio_sleeve_label,concentrated_selection_source,period_forward_return,raw_period_forward_return,risk_adjusted_forward_return,weighted_forward_return,raw_weighted_forward_return,position_risk_action,position_risk_reason,position_risk_hard_stop,position_risk_enabled,target_n,weighting_mode,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,target_stock_names,portfolio_mode
2022-02-28,U,Unity Software,Communication Services,0.5,1.6105983688152674,0.404618713721961,early_scout,preferred_final_label,-0.07615216111028411,-0.07615216111028411,-0.07615216111028411,-0.038076080555142056,-0.038076080555142056,hold,hold,-0.08,True,1,conviction_curve,initial_rebalance,1,2022-03-31,0.17834001218729412,0.3150520833333334,neutral,1,concentrated_alpha
2022-03-31,GTLS,Chart Industries,Industrials,0.5,0.9320905863561342,0.5021060247003812,early_scout,preferred_final_label,-0.027846652730100452,-0.027846652730100452,-0.027846652730100452,-0.013923326365050226,-0.013923326365050226,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2022-04-29,0.4046337518497302,0.013541666666666667,neutral,1,concentrated_alpha
2022-04-29,JD,JD.com,Internet,0.5,3.814995459303488,0.5660918163938086,early_scout,preferred_final_label,-0.05477224820148219,-0.05477224820148219,-0.05477224820148219,-0.027386124100741094,-0.027386124100741094,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2022-05-31,0.23944281102359474,0.1729166666666667,neutral,1,concentrated_alpha
2022-05-31,GTLS,Chart Industries,Industrials,0.5,1.4969894117186051,0.578959246195752,early_scout,preferred_final_label,-0.06947564821313956,-0.06947564821313956,-0.06947564821313956,-0.03473782410656978,-0.03473782410656978,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2022-06-30,0.448638018994813,0.027083333333333334,neutral,1,concentrated_alpha
2022-06-30,JD,JD.com,Internet,0.5,3.9421217682512006,0.6242469182366241,early_scout,preferred_final_label,-0.08,-0.09904538691678189,-0.08,-0.04,-0.04952269345839094,risk_exit,hard_stop,-0.08,True,1,conviction_curve,rebalance,1,2022-07-29,0.30688114949996914,0.11875000000000001,neutral,1,concentrated_alpha
2022-07-29,LI,Li Auto,Auto,0.5,2.4384727867477696,0.5088768725549568,early_scout,preferred_final_label,-0.08,-0.17863502437614132,-0.08,-0.04,-0.08931751218807066,risk_exit,hard_stop,-0.08,True,1,conviction_curve,rebalance,1,2022-08-31,0.3379230804173543,0.013541666666666667,neutral,1,concentrated_alpha
2022-08-31,JD,JD.com,Internet,0.5,3.8238106842169346,0.6367851617112308,early_scout,preferred_final_label,-0.08,-0.20032384969101358,-0.08,-0.04,-0.10016192484550679,risk_exit,hard_stop,-0.08,True,1,conviction_curve,rebalance,1,2022-09-30,0.27527238989582303,0.13229166666666667,neutral,1,concentrated_alpha
2022-09-30,CASH,Cash,Cash,1.0,,,cash,,0.0,0.0,0.0,0.0,0.0,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2022-10-31,,,,1,concentrated_alpha
2022-10-31,SQM,Sociedad Quimica y Minera de Chile,Materials,0.5,2.689725424068967,0.354075089463077,future_winner,preferred_final_label,0.04531725469534753,0.04531725469534753,0.04531725469534753,0.022658627347673765,0.022658627347673765,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2022-11-30,0.2979688086265302,0.2520833333333334,neutral,1,concentrated_alpha
2022-11-30,SQM,Sociedad Quimica y Minera de Chile,Materials,0.5,2.1624109903820967,0.2923779096273633,future_winner,preferred_final_label,-0.08,-0.16365568680370657,-0.08,-0.04,-0.08182784340185328,risk_exit,hard_stop,-0.08,True,1,conviction_curve,rebalance,1,2022-12-30,0.31334970010558555,0.23854166666666668,neutral,1,concentrated_alpha
