rebalance_date,ticker,Name,sector,weight,portfolio_sleeve_label,portfolio_candidate_gate_label,leader_onset_score,alpha_selector_style,alpha_selector_score,target_stock_names,weighting_mode,active_rebalance_interval_months,research_only_backtest,production_activation_allowed
2019-05-31,HEI,HEICO CORP,Industrials,0.21159142348624352,future_winner,future_relaxed,0.4942310220354384,monster_heavy,0.9960049627791563,5,alpha_selector,1,True,False
2019-05-31,SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,0.2026783794595715,future_winner,future_relaxed,0.457990584877088,monster_heavy,0.9748014888337467,5,alpha_selector,1,True,False
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.19962025194599042,early_scout,early_relaxed,0.41750449507576387,monster_heavy,0.9674193548387097,5,alpha_selector,1,True,False
2019-05-31,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.19346282939812132,early_scout,early_relaxed,0.4237014895761225,monster_heavy,0.9523821339950372,5,alpha_selector,1,True,False
2019-05-31,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.19264711571007329,future_winner,future_relaxed,0.4689006471756049,monster_heavy,0.9503722084367248,5,alpha_selector,1,True,False
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.21858585915414383,core_compounder,core_strict,0.5040057289303804,monster_heavy,0.9865731707317074,5,alpha_selector,1,True,False
2019-06-28,HEI,HEICO CORP,Industrials,0.20449479018795136,future_winner,future_relaxed,0.5648600969833419,monster_heavy,0.9542439024390246,5,alpha_selector,1,True,False
2019-06-28,AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials,0.19557787893160453,early_scout,early_relaxed,0.4923254580797349,monster_heavy,0.9332073170731708,5,alpha_selector,1,True,False
2019-06-28,ALLE,ALLEGION PLC,Industrials,0.19191483362154077,early_scout,early_relaxed,0.38491523786217324,monster_heavy,0.9244268292682928,5,alpha_selector,1,True,False
2019-06-28,MSCI,MSCI INC,Financials,0.1894266381047594,future_winner,future_relaxed,0.4260603959260252,monster_heavy,0.9184146341463416,5,alpha_selector,1,True,False
2019-07-31,HD,HOME DEPOT INC,Consumer Discretionary,0.2068498076037241,core_compounder,core_strict,0.510611139574453,monster_heavy,1.0,5,alpha_selector,1,True,False
2019-07-31,CTAS,CINTAS CORP,Industrials,0.20573942145529373,early_scout,early_relaxed,0.5892881704772105,monster_heavy,0.9973123486682807,5,alpha_selector,1,True,False
2019-07-31,TER,TERADYNE INC,Information Technology,0.19874691445487305,early_scout,early_relaxed,0.5980920491823485,monster_heavy,0.9802179176755447,5,alpha_selector,1,True,False
2019-07-31,SPGI,S&P GLOBAL INC,Financials,0.19590479177414347,future_winner,future_relaxed,0.42089908773747264,monster_heavy,0.9731840193704598,5,alpha_selector,1,True,False
2019-07-31,SHW,SHERWIN WILLIAMS,Materials,0.19275906471196572,future_winner,future_relaxed,0.48976287882118086,monster_heavy,0.9653389830508473,5,alpha_selector,1,True,False
2019-08-30,RMD,RESMED INC,Health Care,0.20843758038238436,future_winner,future_relaxed,0.5427541557771252,monster_heavy,0.9999024390243902,5,alpha_selector,1,True,False
2019-08-30,HD,HOME DEPOT INC,Consumer Discretionary,0.2055647277071262,core_compounder,core_strict,0.5514151047256234,monster_heavy,0.9929878048780487,5,alpha_selector,1,True,False
2019-08-30,MLM,MARTIN MARIETTA MATERIALS INC,Materials,0.19954538469155386,early_scout,early_relaxed,0.4581540396936294,monster_heavy,0.978341463414634,5,alpha_selector,1,True,False
2019-08-30,EW,EDWARDS LIFESCIENCES CORP,Health Care,0.19561501529847763,future_winner,future_relaxed,0.5143651615793445,monster_heavy,0.9686585365853659,5,alpha_selector,1,True,False
2019-08-30,CTAS,CINTAS CORP,Industrials,0.190837291920458,early_scout,early_relaxed,0.4647373080266623,monster_heavy,0.9567560975609757,5,alpha_selector,1,True,False
2019-09-30,SHW,SHERWIN WILLIAMS,Materials,0.20768696232523653,future_winner,future_relaxed,0.5762388489992802,monster_heavy,1.0,5,alpha_selector,1,True,False
2019-09-30,MLM,MARTIN MARIETTA MATERIALS INC,Materials,0.2055164218690684,early_scout,early_relaxed,0.4948965662372211,monster_heavy,0.9947607655502393,5,alpha_selector,1,True,False
2019-09-30,HD,HOME DEPOT INC,Consumer Discretionary,0.20123889049985652,core_compounder,core_strict,0.48154294413890397,monster_heavy,0.984354066985646,5,alpha_selector,1,True,False
2019-09-30,LHX,L3HARRIS TECHNOLOGIES INC,Industrials,0.19484918463159198,future_winner,future_relaxed,0.45264978610521167,monster_heavy,0.9686004784688995,5,alpha_selector,1,True,False
2019-09-30,SYY,SYSCO CORP,Consumer Staples,0.19070854067424658,future_winner,future_relaxed,0.5224169375507158,monster_heavy,0.9582535885167465,5,alpha_selector,1,True,False
2019-10-31,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.20300868551445878,early_scout,early_relaxed,0.5409590936438506,monster_heavy,1.0,5,alpha_selector,1,True,False
2019-10-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.20300868551445878,early_scout,early_relaxed,0.5369443522162639,monster_heavy,1.0,5,alpha_selector,1,True,False
2019-10-31,AAPL,APPLE INC,Information Technology,0.20300868551445878,core_compounder,core_strict,0.6132163690115133,monster_heavy,1.0,5,alpha_selector,1,True,False
2019-10-31,LPX,LOUISIANA PACIFIC CORP,Materials,0.19995845955551858,early_scout,early_relaxed,0.5092365644949676,monster_heavy,0.9924590163934427,5,alpha_selector,1,True,False
2019-10-31,RMD,RESMED INC,Health Care,0.19101548390110518,future_winner,future_relaxed,0.47380857564630346,monster_heavy,0.9700117096018736,5,alpha_selector,1,True,False
2019-11-29,BABA,Alibaba Group,Internet,0.21631873540251562,future_winner,adr_global_alpha_fallback,0.6154674722594075,monster_heavy,1.0,5,alpha_selector,1,True,False
2019-11-29,AAPL,APPLE INC,Information Technology,0.21477560971446602,core_compounder,core_strict,0.5874744812218788,monster_heavy,0.9964268292682928,5,alpha_selector,1,True,False
2019-11-29,QRVO,QORVO INC,Information Technology,0.19391165867697446,early_scout,early_relaxed,0.6254696566001297,monster_heavy,0.9467926829268292,5,alpha_selector,1,True,False
2019-11-29,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.18801276000495548,early_scout,early_relaxed,0.4589707293311931,monster_heavy,0.932280487804878,5,alpha_selector,1,True,False
2019-11-29,UI,UBIQUITI INC,Information Technology,0.18698123620108853,future_winner,future_relaxed,0.5570292037098553,monster_heavy,0.9297195121951219,5,alpha_selector,1,True,False
2019-12-31,BABA,Alibaba Group,Internet,0.21150875291098595,future_winner,adr_global_alpha_fallback,0.7473552422595524,monster_heavy,1.0,5,alpha_selector,1,True,False
2019-12-31,RMD,RESMED INC,Health Care,0.20403521707254202,future_winner,future_relaxed,0.5243670909870568,monster_heavy,0.9821739130434783,5,alpha_selector,1,True,False
2019-12-31,TSLA,TESLA INC,Consumer Discretionary,0.20343853155681774,early_scout,early_relaxed,0.6486742977643912,monster_heavy,0.9807367149758452,5,alpha_selector,1,True,False
2019-12-31,QRVO,QORVO INC,Information Technology,0.1911148303526819,future_winner,rejected,0.6654885792250724,monster_heavy,0.9505676328502415,5,alpha_selector,1,True,False
2019-12-31,AAPL,APPLE INC,Information Technology,0.18990266810697234,future_winner,future_relaxed,0.5570867135065554,monster_heavy,0.947548309178744,5,alpha_selector,1,True,False
2020-01-31,GOOG,ALPHABET INC CLASS C,Communication,0.20583490543013958,future_winner,future_relaxed,0.6673624457718553,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-01-31,BABA,Alibaba Group,Internet,0.20583490543013958,future_winner,adr_global_alpha_fallback,0.7065497921980146,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-01-31,FICO,FAIR ISAAC CORP,Information Technology,0.20583490543013958,future_winner,future_relaxed,0.6298852646768145,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-01-31,JD,JD.com,Internet,0.19162172696064023,early_scout,adr_global_alpha_fallback,0.5181852743242132,monster_heavy,0.9648568019093079,5,alpha_selector,1,True,False
2020-01-31,NOW,SERVICENOW INC,Information Technology,0.19087355674894113,future_winner,rejected,0.5541858331189952,monster_heavy,0.9629713603818615,5,alpha_selector,1,True,False
2020-02-28,BABA,Alibaba Group,Internet,0.20403371438436838,future_winner,adr_global_alpha_fallback,0.5920013219288132,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-02-28,JD,JD.com,Internet,0.20135304229980772,early_scout,adr_global_alpha_fallback,0.6181945474021917,monster_heavy,0.9934090909090908,5,alpha_selector,1,True,False
2020-02-28,DPZ,DOMINOS PIZZA INC,Consumer Discretionary,0.2007500341731244,early_scout,early_relaxed,0.5632266849601758,monster_heavy,0.9919204545454544,5,alpha_selector,1,True,False
2020-02-28,NOW,SERVICENOW INC,Information Technology,0.2006534528489098,future_winner,future_relaxed,0.5988894603183996,monster_heavy,0.991681818181818,5,alpha_selector,1,True,False
2020-02-28,ENTG,ENTEGRIS INC,Information Technology,0.19320975629378975,future_winner,future_relaxed,0.45584733135940025,monster_heavy,0.9731136363636363,5,alpha_selector,1,True,False
2020-03-31,VRTX,VERTEX PHARMACEUTICALS INC,Health Care,0.2057037003314107,future_winner,future_relaxed,0.6218967140619117,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-03-31,QGEN,QIAGEN NV,Health Care,0.2057037003314107,early_scout,early_relaxed,0.6148656762975557,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-03-31,JD,JD.com,Internet,0.20484301633649316,early_scout,adr_global_alpha_fallback,0.614839637279853,monster_heavy,0.9979057591623036,5,alpha_selector,1,True,False
2020-03-31,MSCI,MSCI INC,Financials,0.19359362479230585,future_winner,future_relaxed,0.42588966882243046,monster_heavy,0.9701178010471204,5,alpha_selector,1,True,False
2020-03-31,NOW,SERVICENOW INC,Information Technology,0.19015595820837972,future_winner,future_relaxed,0.4783882732233124,monster_heavy,0.9614659685863876,5,alpha_selector,1,True,False
2020-04-30,GILD,GILEAD SCIENCES INC,Health Care,0.2002066645991295,future_winner,future_relaxed,0.6411559213364597,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-04-30,ZTO,ZTO Express,Industrials,0.2002066645991295,early_scout,adr_global_alpha_fallback,0.5828661854919208,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-04-30,CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,0.2002066645991295,future_winner,future_relaxed,0.5739598845360467,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-04-30,QGEN,QIAGEN NV,Health Care,0.2002066645991295,early_scout,early_relaxed,0.606492003965504,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-04-30,AMZN,AMAZON.COM INC,Consumer Discretionary,0.19917334160348205,future_winner,future_relaxed,0.6860304761612936,monster_heavy,0.9974160206718347,5,alpha_selector,1,True,False
2020-05-29,ABT,ABBOTT LABORATORIES,Health Care,0.2046959303398597,future_winner,future_relaxed,0.6142373293543977,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-05-29,CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,0.2046959303398597,future_winner,future_relaxed,0.6246919769418053,monster_heavy,1.0,5,alpha_selector,1,True,False
2020-05-29,RGEN,Repligen,Health Care,0.20357794442988925,early_scout,early_relaxed,0.5832656493570463,monster_heavy,0.9972654155495979,5,alpha_selector,1,True,False
2020-05-29,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,0.1936378218721877,early_scout,early_relaxed,0.6341285221926519,monster_heavy,0.9726139410187667,5,alpha_selector,1,True,False
2020-05-29,QGEN,QIAGEN NV,Health Care,0.19339237301820375,early_scout,early_relaxed,0.4808293032767218,monster_heavy,0.9719973190348524,5,alpha_selector,1,True,False
2020-06-30,CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,0.20726916465422937,future_winner,future_relaxed,0.5483334966433144,monster_heavy,0.9770855614973262,5,alpha_selector,1,True,False
2020-06-30,MELI,MercadoLibre,Internet,0.20725782095892842,future_winner,adr_global_alpha_fallback,0.6149284500891842,monster_heavy,0.9770588235294118,5,alpha_selector,1,True,False
2020-06-30,GOOGL,ALPHABET INC CLASS A,Communication,0.19637302128192236,future_winner,future_relaxed,0.594361259298178,monster_heavy,0.9510561497326202,5,alpha_selector,1,True,False
2020-06-30,GOOG,ALPHABET INC CLASS C,Communication,0.19485222916330963,future_winner,future_relaxed,0.5510849185828623,monster_heavy,0.9473663101604278,5,alpha_selector,1,True,False
2020-06-30,ABBV,ABBVIE INC,Health Care,0.19424776394161025,core_compounder,core_strict,0.5498915718809578,monster_heavy,0.9458957219251336,5,alpha_selector,1,True,False
2020-07-31,CTAS,CINTAS CORP,Industrials,0.20875793070134782,early_scout,early_relaxed,0.5075116367621005,monster_heavy,0.9799734042553191,5,alpha_selector,1,True,False
2020-07-31,MELI,MercadoLibre,Internet,0.20494559569742177,future_winner,adr_global_alpha_fallback,0.5789496816801625,monster_heavy,0.9709840425531916,5,alpha_selector,1,True,False
2020-07-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.19834750058954437,early_scout,early_relaxed,0.46125690911218226,monster_heavy,0.9552260638297874,5,alpha_selector,1,True,False
2020-07-31,MEDP,MEDPACE HOLDINGS INC,Health Care,0.19704634052716338,early_scout,early_relaxed,0.5198360434193352,monster_heavy,0.9520877659574469,5,alpha_selector,1,True,False
2020-07-31,GOOGL,ALPHABET INC CLASS A,Communication,0.19090263248452274,future_winner,future_relaxed,0.49462199625230124,monster_heavy,0.9371276595744681,5,alpha_selector,1,True,False
2020-08-31,HD,HOME DEPOT INC,Consumer Discretionary,0.20447245214311016,core_compounder,core_strict,0.5656061140862145,monster_heavy,0.9708591549295775,5,alpha_selector,1,True,False
2020-08-31,CTAS,CINTAS CORP,Industrials,0.20114599895355886,future_winner,future_relaxed,0.47636164251341195,monster_heavy,0.9629295774647889,5,alpha_selector,1,True,False
2020-08-31,GOOG,ALPHABET INC CLASS C,Communication,0.20096951123941542,future_winner,future_relaxed,0.5426355468411654,monster_heavy,0.962507042253521,5,alpha_selector,1,True,False
2020-08-31,CRM,SALESFORCE INC,Information Technology,0.19773596238098334,core_compounder,core_strict,0.562147990046066,monster_heavy,0.9547323943661974,5,alpha_selector,1,True,False
