signal_date,effective_next_trading_day,portfolio,crisis_state,prior_cash_weight,target_cash_weight,policy_cash_floor,equity_drawdown,equity_drawdown_cash_floor,base_cash_floor,turnover_from_cash_action,estimated_cost_usd,cash_action
2019-07-23,2019-07-24,main,WATCH,0.0735242609799013,0.15,0.15,-0.014655225442683606,0.0,0.0725117791290153,0.07647573902009869,19.34126024884495,RAISE_CASH
2019-07-25,2019-07-26,main,GREEN,0.15,0.0716490220148221,0.03,-0.003973745595379996,0.0,0.0716490220148221,0.0783509779851779,20.03032870912935,RELEASE_CASH
2019-08-02,2019-08-05,main,WATCH,0.0716490220148221,0.15,0.15,-0.023579230857341038,0.0,0.0931293107490105,0.0783509779851779,19.69012246134818,RAISE_CASH
2019-09-03,2019-09-04,main,GREEN,0.15,0.3068742610250915,0.03,-0.009007024008067854,0.0,0.3068742610250915,0.15687426102509153,40.419189998092094,RAISE_CASH
2019-10-01,2019-10-02,main,WATCH,0.3068742610250915,0.20687426102509152,0.15,-0.04900757624580443,0.0,0.0884990309389524,0.1,25.02310447118868,RELEASE_CASH
2019-10-02,2019-10-03,main,WATCH,0.20687426102509152,0.15,0.15,-0.06187740983693146,0.0,0.0898713110019629,0.05687426102509152,14.039107284609218,RELEASE_CASH
2019-10-15,2019-10-16,main,GREEN,0.15,0.08611721147233,0.03,-0.02386834699679008,0.0,0.08611721147233,0.06388278852767,16.408028171561405,RELEASE_CASH
2019-11-01,2019-11-04,main,GREEN,0.08611721147233,0.1514775062609763,0.03,-0.02421811038826993,0.0,0.1514775062609763,0.06536029478864631,17.116004977160713,RAISE_CASH
2019-12-02,2019-12-03,main,GREEN,0.1514775062609763,0.0514775062609763,0.03,-0.039624401891496186,0.0,0.0307412668653128,0.1,25.773699760112574,RELEASE_CASH
2020-02-03,2020-02-04,main,WATCH,0.0514775062609763,0.0911780241291858,0.03,-0.022586554809001735,0.0,0.0911780241291858,0.039700517868209495,11.421666463514226,RAISE_CASH
2020-02-04,2020-02-05,main,WATCH,0.0911780241291858,0.15,0.15,0.0,0.0,0.0883006772356334,0.0588219758708142,17.472536089173637,RAISE_CASH
2020-02-06,2020-02-07,main,GREEN,0.15,0.0903674203210379,0.03,-0.02146479336251239,0.0,0.0903674203210379,0.0596325796789621,17.33310589728013,RELEASE_CASH
2020-02-25,2020-02-26,main,WATCH,0.0903674203210379,0.35,0.03,-0.10517646421428328,0.35,0.0928025918867697,0.2596325796789621,73.49103432140001,RAISE_CASH
2020-03-02,2020-03-03,main,DEFENSE_REVIEW,0.35,0.4378871293988517,0.35,-0.10834527084932255,0.35,0.4378871293988517,0.08788712939885174,24.789043510137972,RAISE_CASH
2020-03-09,2020-03-10,main,DEFENSE_REVIEW,0.4378871293988517,0.55,0.35,-0.1749514298620124,0.55,0.4727571843609659,0.11211287060114833,29.25989487233447,RAISE_CASH
2020-03-12,2020-03-13,main,CRISIS_DEFENSE,0.55,0.75,0.55,-0.21685443080248779,0.75,0.5029266700222625,0.19999999999999996,49.54618998760481,RAISE_CASH
2020-03-26,2020-03-27,main,CRISIS_DEFENSE,0.75,0.65,0.55,-0.19312726735080532,0.55,0.4778596194147113,0.09999999999999998,25.5236518471398,RELEASE_CASH
2020-03-27,2020-03-30,main,CRISIS_DEFENSE,0.65,0.55,0.55,-0.1983696853278344,0.55,0.4823561906180229,0.09999999999999998,25.357819435324924,RELEASE_CASH
2020-03-31,2020-04-01,main,CRISIS_DEFENSE,0.55,0.75,0.55,-0.20282536244100913,0.75,0.4853593450055587,0.19999999999999996,50.43374769555325,RAISE_CASH
2020-04-01,2020-04-02,main,CRISIS_DEFENSE,0.75,0.7859548671827341,0.55,-0.2138591523090002,0.75,0.7859548671827341,0.03595486718273411,8.941200306321903,RAISE_CASH
2020-04-14,2020-04-15,main,DEFENSE_REVIEW,0.7859548671827341,0.7537715716280984,0.35,-0.18192326350957533,0.55,0.7537715716280984,0.03218329555463573,8.328414455561326,RELEASE_CASH
2020-05-01,2020-05-04,main,DEFENSE_REVIEW,0.7537715716280984,0.6537715716280984,0.35,-0.17026130010691387,0.55,0.3217208034146337,0.09999999999999998,26.246966644462283,RELEASE_CASH
2020-05-04,2020-05-05,main,DEFENSE_REVIEW,0.6537715716280984,0.5537715716280984,0.35,-0.1604387611596868,0.55,0.314276489176681,0.09999999999999998,26.5576811527105,RELEASE_CASH
2020-05-06,2020-05-07,main,DEFENSE_REVIEW,0.5537715716280984,0.45377157162809845,0.35,-0.14314546908433068,0.35,0.3044596986520362,0.09999999999999998,27.104716575227624,RELEASE_CASH
2020-05-07,2020-05-08,main,DEFENSE_REVIEW,0.45377157162809845,0.35377157162809847,0.35,-0.13222474536146978,0.35,0.29950248431783,0.09999999999999998,27.45016975382981,RELEASE_CASH
2020-06-09,2020-06-10,main,REENTRY_READY,0.35377157162809847,0.2537715716280985,0.2,-0.08129378672523146,0.0,0.1992947727959128,0.09999999999999998,29.061259091555154,RELEASE_CASH
2020-06-10,2020-06-11,main,GREEN,0.2537715716280985,0.1968787693870596,0.03,-0.07101919393278266,0.0,0.1968787693870596,0.0568928022410389,16.718674373468424,RELEASE_CASH
2020-06-11,2020-06-12,main,GREEN,0.1968787693870596,0.35,0.03,-0.10682225851075078,0.35,0.2047415375889983,0.1531212306129404,43.262446504837015,RAISE_CASH
2020-06-12,2020-06-15,main,WATCH,0.35,0.24999999999999997,0.15,-0.09732832715095663,0.0,0.2020186707114077,0.1,28.554041520809676,RELEASE_CASH
2020-06-15,2020-06-16,main,WATCH,0.24999999999999997,0.1960815455503995,0.15,-0.07187197133719248,0.0,0.1960815455503995,0.05391845444960047,15.830079496488729,RELEASE_CASH
2020-07-01,2020-07-02,main,WATCH,0.1960815455503995,0.15,0.15,-0.007622290198717185,0.0,0.1292505704936608,0.046081545550399505,14.465778481008915,RELEASE_CASH
2020-07-20,2020-07-21,main,GREEN,0.15,0.1196757442430732,0.03,0.0,0.0,0.1196757442430732,0.030324255756926793,10.259177397891992,RELEASE_CASH
2020-08-03,2020-08-04,main,GREEN,0.1196757442430732,0.0609483063093194,0.03,0.0,0.0,0.0609483063093194,0.058727437933753804,20.79554111819971,RELEASE_CASH
2020-09-01,2020-09-02,main,GREEN,0.0609483063093194,0.03,0.03,0.0,0.0,0.0224794605468756,0.0309483063093194,12.490790140504103,RELEASE_CASH
2020-09-04,2020-09-08,main,GREEN,0.03,0.35,0.03,-0.11868881585412294,0.35,0.0255279817222056,0.31999999999999995,113.8235915296513,RAISE_CASH
