comparison_method,rebalance_date,target_cash_weight,target_stock_weight,broker_cash_date,broker_cash_weight,cash_drift
rebalance_day_next_close,2019-07-31,0.2333491999247754,0.7666508000752246,2019-08-01,0.2323908833309114,-0.0009583165938640004
rebalance_day_next_close,2019-09-30,0.5497782777085782,0.45022172229142177,2019-10-01,0.5512957660136875,0.001517488305109227
rebalance_day_next_close,2019-10-31,0.18660100012724,0.8133989998727599,2019-11-01,0.1876946846609983,0.001093684533758299
rebalance_day_next_close,2019-12-31,0.0785,0.9214999999999998,2020-01-02,0.0766096661962483,-0.0018903338037516981
rebalance_day_next_close,2020-03-31,0.97125,0.028749999999999797,2020-04-01,0.9704012790546762,-0.0008487209453237332
rebalance_day_next_close,2020-04-30,0.72,0.2799999999999998,2020-05-01,0.7212995022437934,0.0012995022437933823
rebalance_day_next_close,2020-06-30,0.0860885788389309,0.913911421161069,2020-07-01,0.0852847265351823,-0.0008038523037485895
rebalance_day_next_close,2020-08-31,0.0785,0.9214999999999999,2020-09-01,0.0748114684390399,-0.0036885315609601066
rebalance_day_next_close,2020-09-30,0.4724581618225799,0.5275418381774201,2020-10-01,0.4694252290315662,-0.003032932791013687
rebalance_day_next_close,2020-11-30,0.3406417296023546,0.6593582703976454,2020-12-01,0.3428638962301068,0.002222166627752209
rebalance_day_next_close,2021-03-31,0.5906854172489118,0.4093145827510882,2021-04-01,0.5914182130780801,0.0007327958291682979
rebalance_day_next_close,2021-06-30,0.03,0.9699999999999996,2021-07-01,0.0306352031941959,0.0006352031941958998
rebalance_day_next_close,2021-08-31,0.1503869229166595,0.8496130770833402,2021-09-01,0.1502339005858526,-0.0001530223308069123
rebalance_day_next_close,2021-09-30,0.4654355799909773,0.5345644200090225,2021-10-01,0.4644057294097232,-0.0010298505812540992
rebalance_day_next_close,2021-11-30,0.6689770985940195,0.3310229014059804,2021-12-01,0.6682616379028978,-0.0007154606911217165
rebalance_day_next_close,2022-01-31,0.7574282087662105,0.2425717912337893,2022-02-01,0.758314784515735,0.0008865757495244431
rebalance_day_next_close,2022-02-28,0.8623181948675659,0.13768180513243392,2022-03-01,0.8609064738683915,-0.001411720999174415
rebalance_day_next_close,2022-03-31,1.0,0.0,2022-04-01,1.0,0.0
rebalance_day_next_close,2022-05-31,0.8725,0.1274999999999998,2022-06-01,0.8735859854256237,0.001085985425623659
rebalance_day_next_close,2022-06-30,0.925,0.0749999999999998,2022-07-01,0.9257879161874388,0.0007879161874387863
rebalance_day_next_close,2022-08-31,0.86,0.1399999999999998,2022-09-01,0.8606491608444699,0.0006491608444698649
rebalance_day_next_close,2022-10-31,0.78,0.2199999999999999,2022-11-01,0.7807615069088047,0.000761506908804721
rebalance_day_next_close,2022-11-30,0.3306037753218379,0.6693962246781617,2022-12-01,0.3300596385230666,-0.0005441367987712997
rebalance_day_next_close,2023-01-31,0.6280269441646775,0.37197305583532236,2023-02-01,0.6292162272524102,0.0011892830877326954
rebalance_day_next_close,2023-02-28,0.24,0.76,2023-03-01,0.2397894948046453,-0.00021050519535470436
rebalance_day_next_close,2023-05-31,0.96,0.04,2023-06-01,0.9608544671799032,0.0008544671799032288
rebalance_day_next_close,2023-07-31,0.2372411226534507,0.7627588773465491,2023-08-01,0.236953694838543,-0.00028742781490770364
rebalance_day_next_close,2023-08-31,0.346458356769951,0.6535416432300487,2023-09-01,0.3479356446446345,0.001477287874683486
rebalance_day_next_close,2023-10-31,0.8200295647658518,0.17997043523414802,2023-11-01,0.8212899026421442,0.0012603378762924278
rebalance_day_next_close,2023-11-30,0.0785000000000001,0.9214999999999998,2023-12-01,0.0772586715086795,-0.0012413284913205952
rebalance_day_next_close,2024-01-31,0.0785000000000001,0.9214999999999998,2024-02-01,0.0763241269245098,-0.0021758730754903033
rebalance_day_next_close,2024-02-29,0.2875000000000002,0.7124999999999997,2024-03-01,0.2870472113829055,-0.0004527886170946904
rebalance_day_next_close,2024-04-30,0.734,0.266,2024-05-01,0.7339165342656453,-8.346573435469296e-05
rebalance_day_next_close,2024-07-31,0.4947032039878954,0.5052967960121044,2024-08-01,0.4937688119959776,-0.0009343919919178045
rebalance_day_next_close,2024-09-30,0.2192663389133601,0.7807336610866399,2024-10-01,0.2188351832298666,-0.0004311556834935004
rebalance_day_next_close,2024-10-31,0.5080458882678939,0.49195411173210607,2024-11-01,0.5081547278579631,0.00010883959006924293
rebalance_day_next_close,2024-12-31,0.3905119393577394,0.6094880606422605,2025-01-02,0.3888919282548301,-0.0016200111029093245
rebalance_day_next_close,2025-03-31,0.86,0.1399999999999999,2025-04-01,0.8598320825662866,-0.00016791743371336043
rebalance_day_next_close,2025-04-30,0.86,0.1399999999999998,2025-05-01,0.8601766858708708,0.00017668587087082965
rebalance_day_next_close,2025-06-30,0.3454133753973937,0.6545866246026062,2025-07-01,0.3468491283923394,0.0014357529949456938
