portfolio,official_metric_mode,target_type,target_contract_status,status,valid_for_production,evidence_window_label,pit_universe_label_clean,production_promotion_allowed,verdict_status,target_pass,cagr,cagr_target,canonical_cagr_target,cagr_gap_pp,max_dd,max_dd_target,canonical_max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,broker_ledger_trading_days_estimate,broker_ledger_actual_trading_days,broker_ledger_calendar_trading_days,broker_ledger_observed_equity_days,data_readiness_status,data_readiness_policy_replay_ready,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.3527588626928815,0.3,0.35,0.0,-0.2425252462433768,-0.25,-0.25,0.0,1.268144735016011,2019-06-03,2026-06-26,7.063655030800821,1780,1780,1780,1777,warn,True,845075.5822346318,0.2654404806229542,0.1577824102398701,13,1679,41772.901073683504,13,7,6,1136,0.5818661971830986,0.11283578370704299,59.576584507042256,3.754315791607648,0.32791103272513467,-0.1591090766209763,1.8538816332322312
concentrated,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.4665608462995303,0.5,0.5,3.3439,-0.24120710120737632,-0.28,-0.25,0.0,1.4005339789546871,2019-06-03,2026-06-26,7.063655030800821,1780,1780,1780,1777,warn,True,1495155.767238066,0.4048208198188867,0.0637856680628763,5,672,48544.977851464755,5,3,2,438,0.5753424657534246,0.11782214750507537,51.954337899543376,4.025871088377371,0.4883707076853989,-0.2008390833449306,1.7385464045280026
