ticker,drawdown_pnl_usd,drawdown_contribution_return_on_start
DDOG,-53766.1819152832,-0.5314517685348643
ORLY,-19041.886909484863,-0.1882195111088968
MA,-16031.856994628906,-0.15846687358455866
NVDA,-11828.239923477173,-0.11691622507046158
AMD,-11282.220077514648,-0.11151909247791213
BLDR,-10084.340187072754,-0.0996786499620054
NET,-8435.995483398438,-0.08338558847396654
TMUS,-6328.466018676758,-0.06255371569879939
WCC,-6002.287811279297,-0.05932960755119002
LOPE,-4438.560012817381,-0.043872941773635744
RKLB,-3643.319808959961,-0.03601239081586135
DXCM,-3516.9009704589844,-0.034762803939796236
FANG,-3513.244110107422,-0.034726657707501274
STLD,-3130.0787773132324,-0.0309392603789058
ACLS,-2537.2397537231445,-0.025079343674389423
CTAS,-2481.61068725586,-0.024529478225461605
PCTY,-1790.8793334960938,-0.01770194488644721
KNSL,-1529.9507904052734,-0.015122796976979899
TSLA,-1418.2789001464844,-0.014018976295288628
CARR,-1108.8512496948242,-0.0109604390101745
LPX,-971.9607696533203,-0.009607345204326921
BRKR,-947.1017074584961,-0.009361625830234597
MLI,-929.6438140869177,-0.009189063301583457
RGLD,-608.5962524414058,-0.006015669016507515
PLNT,-479.4400634765625,-0.00473902480266428
CW,-131.94351196289062,-0.0013041955050828514
LOW,-110.73623657226562,-0.001094572213811915
DPZ,-64.94970703125,-0.0006419953107692659
AFG,-58.96095275878906,-0.0005827994754682774
FDS,101.864501953125,0.001006879562309465
FTNT,143.88757324218932,0.0014222565662229904
VRTX,339.3603515625,0.003354407037730121
ANET,1553.0549583435059,0.01535117010064055
MOS,1957.1933403015137,0.01934587551161469
CPRT,5556.730297088623,0.05492549477126947
BKR,6887.4049644470215,0.0680785471197968
LRCX,7338.461448669434,0.07253701446320657
CHRW,7633.11003112793,0.07544946806630214
AVGO,21839.765598297123,0.2158751400627656
SQM,22943.503761291504,0.22678503877283276
JBL,49341.185150146484,0.48771289266864826
