rebalance_date,ticker,target_n,weighting_mode,interval,hard_stop,weight,period_forward_return,risk_adjusted_return,action
2022-05-31,VLO,1,score_power,1,-0.1,1.0,-0.17294566058766125,-0.1,hard_stop_proxy
2022-05-31,VLO,1,score_power,1,-0.12,1.0,-0.17294566058766125,-0.12,hard_stop_proxy
2025-06-30,AXON,1,score_power,1,-0.08,1.0,-0.10465072968895561,-0.08,hard_stop_proxy
2025-06-30,AXON,1,score_power,1,-0.1,1.0,-0.10465072968895561,-0.1,hard_stop_proxy
2020-02-28,MA,1,conviction_curve,2,-0.08,1.0,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,MA,1,conviction_curve,2,-0.1,1.0,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,MA,1,conviction_curve,2,-0.12,1.0,-0.22734102360032538,-0.12,hard_stop_proxy
2020-08-31,META,1,conviction_curve,2,-0.08,1.0,-0.09962336657433102,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,conviction_curve,2,-0.08,1.0,-0.18100308677403942,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,conviction_curve,2,-0.1,1.0,-0.18100308677403942,-0.1,hard_stop_proxy
2022-05-31,BLDR,1,conviction_curve,2,-0.12,1.0,-0.18100308677403942,-0.12,hard_stop_proxy
2025-06-30,AXON,1,conviction_curve,2,-0.08,1.0,-0.10465072968895561,-0.08,hard_stop_proxy
2025-06-30,AXON,1,conviction_curve,2,-0.1,1.0,-0.10465072968895561,-0.1,hard_stop_proxy
2020-02-28,MA,1,winner_take_all,2,-0.08,1.0,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,MA,1,winner_take_all,2,-0.1,1.0,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,MA,1,winner_take_all,2,-0.12,1.0,-0.22734102360032538,-0.12,hard_stop_proxy
2020-08-31,META,1,winner_take_all,2,-0.08,1.0,-0.09962336657433102,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,winner_take_all,2,-0.08,1.0,-0.18100308677403942,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,winner_take_all,2,-0.1,1.0,-0.18100308677403942,-0.1,hard_stop_proxy
2022-05-31,BLDR,1,winner_take_all,2,-0.12,1.0,-0.18100308677403942,-0.12,hard_stop_proxy
2025-06-30,AXON,1,winner_take_all,2,-0.08,1.0,-0.10465072968895561,-0.08,hard_stop_proxy
2025-06-30,AXON,1,winner_take_all,2,-0.1,1.0,-0.10465072968895561,-0.1,hard_stop_proxy
2020-02-28,MA,1,score_power,2,-0.08,1.0,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,MA,1,score_power,2,-0.1,1.0,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,MA,1,score_power,2,-0.12,1.0,-0.22734102360032538,-0.12,hard_stop_proxy
2020-08-31,META,1,score_power,2,-0.08,1.0,-0.09962336657433102,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,score_power,2,-0.08,1.0,-0.18100308677403942,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,score_power,2,-0.1,1.0,-0.18100308677403942,-0.1,hard_stop_proxy
2022-05-31,BLDR,1,score_power,2,-0.12,1.0,-0.18100308677403942,-0.12,hard_stop_proxy
2025-06-30,AXON,1,score_power,2,-0.08,1.0,-0.10465072968895561,-0.08,hard_stop_proxy
2025-06-30,AXON,1,score_power,2,-0.1,1.0,-0.10465072968895561,-0.1,hard_stop_proxy
2020-02-28,MA,1,conviction_curve,3,-0.08,1.0,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,MA,1,conviction_curve,3,-0.1,1.0,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,MA,1,conviction_curve,3,-0.12,1.0,-0.22734102360032538,-0.12,hard_stop_proxy
2020-08-31,MELI,1,conviction_curve,3,-0.08,1.0,-0.08500834147135417,-0.08,hard_stop_proxy
2020-12-31,CPRT,1,conviction_curve,3,-0.08,1.0,-0.13875634005080095,-0.08,hard_stop_proxy
2020-12-31,CPRT,1,conviction_curve,3,-0.1,1.0,-0.13875634005080095,-0.1,hard_stop_proxy
2020-12-31,CPRT,1,conviction_curve,3,-0.12,1.0,-0.13875634005080095,-0.12,hard_stop_proxy
2021-07-30,MA,1,conviction_curve,3,-0.08,1.0,-0.10768040560475156,-0.08,hard_stop_proxy
2021-07-30,MA,1,conviction_curve,3,-0.1,1.0,-0.10768040560475156,-0.1,hard_stop_proxy
2021-12-31,MDB,1,conviction_curve,3,-0.08,1.0,-0.21029123843294906,-0.08,hard_stop_proxy
2021-12-31,MDB,1,conviction_curve,3,-0.1,1.0,-0.21029123843294906,-0.1,hard_stop_proxy
2021-12-31,MDB,1,conviction_curve,3,-0.12,1.0,-0.21029123843294906,-0.12,hard_stop_proxy
2022-03-31,LRCX,1,conviction_curve,3,-0.08,1.0,-0.13661723193744613,-0.08,hard_stop_proxy
2022-03-31,LRCX,1,conviction_curve,3,-0.1,1.0,-0.13661723193744613,-0.1,hard_stop_proxy
2022-03-31,LRCX,1,conviction_curve,3,-0.12,1.0,-0.13661723193744613,-0.12,hard_stop_proxy
2022-05-31,BLDR,1,conviction_curve,3,-0.08,1.0,-0.18100308677403942,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,conviction_curve,3,-0.1,1.0,-0.18100308677403942,-0.1,hard_stop_proxy
2022-05-31,BLDR,1,conviction_curve,3,-0.12,1.0,-0.18100308677403942,-0.12,hard_stop_proxy
2023-09-29,ON,1,conviction_curve,3,-0.08,1.0,-0.3347525063313014,-0.08,hard_stop_proxy
2023-09-29,ON,1,conviction_curve,3,-0.1,1.0,-0.3347525063313014,-0.1,hard_stop_proxy
2023-09-29,ON,1,conviction_curve,3,-0.12,1.0,-0.3347525063313014,-0.12,hard_stop_proxy
2024-06-28,CMG,1,conviction_curve,3,-0.08,1.0,-0.13399262873173579,-0.08,hard_stop_proxy
2024-06-28,CMG,1,conviction_curve,3,-0.1,1.0,-0.13399262873173579,-0.1,hard_stop_proxy
2024-06-28,CMG,1,conviction_curve,3,-0.12,1.0,-0.13399262873173579,-0.12,hard_stop_proxy
2025-02-28,DKS,1,conviction_curve,3,-0.08,1.0,-0.10885578667863893,-0.08,hard_stop_proxy
2025-02-28,DKS,1,conviction_curve,3,-0.1,1.0,-0.10885578667863893,-0.1,hard_stop_proxy
2025-09-30,ORLY,1,conviction_curve,3,-0.08,1.0,-0.1269044603323224,-0.08,hard_stop_proxy
2025-09-30,ORLY,1,conviction_curve,3,-0.1,1.0,-0.1269044603323224,-0.1,hard_stop_proxy
2025-09-30,ORLY,1,conviction_curve,3,-0.12,1.0,-0.1269044603323224,-0.12,hard_stop_proxy
2026-02-27,MU,1,conviction_curve,3,-0.08,1.0,-0.13055378900021453,-0.08,hard_stop_proxy
2026-02-27,MU,1,conviction_curve,3,-0.1,1.0,-0.13055378900021453,-0.1,hard_stop_proxy
2026-02-27,MU,1,conviction_curve,3,-0.12,1.0,-0.13055378900021453,-0.12,hard_stop_proxy
2020-02-28,MA,1,winner_take_all,3,-0.08,1.0,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,MA,1,winner_take_all,3,-0.1,1.0,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,MA,1,winner_take_all,3,-0.12,1.0,-0.22734102360032538,-0.12,hard_stop_proxy
2020-08-31,MELI,1,winner_take_all,3,-0.08,1.0,-0.08500834147135417,-0.08,hard_stop_proxy
2020-12-31,CPRT,1,winner_take_all,3,-0.08,1.0,-0.13875634005080095,-0.08,hard_stop_proxy
2020-12-31,CPRT,1,winner_take_all,3,-0.1,1.0,-0.13875634005080095,-0.1,hard_stop_proxy
2020-12-31,CPRT,1,winner_take_all,3,-0.12,1.0,-0.13875634005080095,-0.12,hard_stop_proxy
2021-07-30,MA,1,winner_take_all,3,-0.08,1.0,-0.10768040560475156,-0.08,hard_stop_proxy
2021-07-30,MA,1,winner_take_all,3,-0.1,1.0,-0.10768040560475156,-0.1,hard_stop_proxy
2021-12-31,MDB,1,winner_take_all,3,-0.08,1.0,-0.21029123843294906,-0.08,hard_stop_proxy
2021-12-31,MDB,1,winner_take_all,3,-0.1,1.0,-0.21029123843294906,-0.1,hard_stop_proxy
2021-12-31,MDB,1,winner_take_all,3,-0.12,1.0,-0.21029123843294906,-0.12,hard_stop_proxy
2022-03-31,LRCX,1,winner_take_all,3,-0.08,1.0,-0.13661723193744613,-0.08,hard_stop_proxy
2022-03-31,LRCX,1,winner_take_all,3,-0.1,1.0,-0.13661723193744613,-0.1,hard_stop_proxy
2022-03-31,LRCX,1,winner_take_all,3,-0.12,1.0,-0.13661723193744613,-0.12,hard_stop_proxy
2022-05-31,BLDR,1,winner_take_all,3,-0.08,1.0,-0.18100308677403942,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,winner_take_all,3,-0.1,1.0,-0.18100308677403942,-0.1,hard_stop_proxy
2022-05-31,BLDR,1,winner_take_all,3,-0.12,1.0,-0.18100308677403942,-0.12,hard_stop_proxy
2023-09-29,ON,1,winner_take_all,3,-0.08,1.0,-0.3347525063313014,-0.08,hard_stop_proxy
2023-09-29,ON,1,winner_take_all,3,-0.1,1.0,-0.3347525063313014,-0.1,hard_stop_proxy
2023-09-29,ON,1,winner_take_all,3,-0.12,1.0,-0.3347525063313014,-0.12,hard_stop_proxy
2024-06-28,CMG,1,winner_take_all,3,-0.08,1.0,-0.13399262873173579,-0.08,hard_stop_proxy
2024-06-28,CMG,1,winner_take_all,3,-0.1,1.0,-0.13399262873173579,-0.1,hard_stop_proxy
2024-06-28,CMG,1,winner_take_all,3,-0.12,1.0,-0.13399262873173579,-0.12,hard_stop_proxy
2025-02-28,DKS,1,winner_take_all,3,-0.08,1.0,-0.10885578667863893,-0.08,hard_stop_proxy
2025-02-28,DKS,1,winner_take_all,3,-0.1,1.0,-0.10885578667863893,-0.1,hard_stop_proxy
2025-09-30,ORLY,1,winner_take_all,3,-0.08,1.0,-0.1269044603323224,-0.08,hard_stop_proxy
2025-09-30,ORLY,1,winner_take_all,3,-0.1,1.0,-0.1269044603323224,-0.1,hard_stop_proxy
2025-09-30,ORLY,1,winner_take_all,3,-0.12,1.0,-0.1269044603323224,-0.12,hard_stop_proxy
2026-02-27,MU,1,winner_take_all,3,-0.08,1.0,-0.13055378900021453,-0.08,hard_stop_proxy
2026-02-27,MU,1,winner_take_all,3,-0.1,1.0,-0.13055378900021453,-0.1,hard_stop_proxy
2026-02-27,MU,1,winner_take_all,3,-0.12,1.0,-0.13055378900021453,-0.12,hard_stop_proxy
2020-02-28,MA,1,score_power,3,-0.08,1.0,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,MA,1,score_power,3,-0.1,1.0,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,MA,1,score_power,3,-0.12,1.0,-0.22734102360032538,-0.12,hard_stop_proxy
2020-08-31,MELI,1,score_power,3,-0.08,1.0,-0.08500834147135417,-0.08,hard_stop_proxy
2020-12-31,CPRT,1,score_power,3,-0.08,1.0,-0.13875634005080095,-0.08,hard_stop_proxy
2020-12-31,CPRT,1,score_power,3,-0.1,1.0,-0.13875634005080095,-0.1,hard_stop_proxy
2020-12-31,CPRT,1,score_power,3,-0.12,1.0,-0.13875634005080095,-0.12,hard_stop_proxy
2021-07-30,MA,1,score_power,3,-0.08,1.0,-0.10768040560475156,-0.08,hard_stop_proxy
2021-07-30,MA,1,score_power,3,-0.1,1.0,-0.10768040560475156,-0.1,hard_stop_proxy
2021-12-31,MDB,1,score_power,3,-0.08,1.0,-0.21029123843294906,-0.08,hard_stop_proxy
2021-12-31,MDB,1,score_power,3,-0.1,1.0,-0.21029123843294906,-0.1,hard_stop_proxy
2021-12-31,MDB,1,score_power,3,-0.12,1.0,-0.21029123843294906,-0.12,hard_stop_proxy
2022-03-31,LRCX,1,score_power,3,-0.08,1.0,-0.13661723193744613,-0.08,hard_stop_proxy
2022-03-31,LRCX,1,score_power,3,-0.1,1.0,-0.13661723193744613,-0.1,hard_stop_proxy
2022-03-31,LRCX,1,score_power,3,-0.12,1.0,-0.13661723193744613,-0.12,hard_stop_proxy
2022-05-31,BLDR,1,score_power,3,-0.08,1.0,-0.18100308677403942,-0.08,hard_stop_proxy
2022-05-31,BLDR,1,score_power,3,-0.1,1.0,-0.18100308677403942,-0.1,hard_stop_proxy
2022-05-31,BLDR,1,score_power,3,-0.12,1.0,-0.18100308677403942,-0.12,hard_stop_proxy
2023-09-29,ON,1,score_power,3,-0.08,1.0,-0.3347525063313014,-0.08,hard_stop_proxy
2023-09-29,ON,1,score_power,3,-0.1,1.0,-0.3347525063313014,-0.1,hard_stop_proxy
2023-09-29,ON,1,score_power,3,-0.12,1.0,-0.3347525063313014,-0.12,hard_stop_proxy
2024-06-28,CMG,1,score_power,3,-0.08,1.0,-0.13399262873173579,-0.08,hard_stop_proxy
2024-06-28,CMG,1,score_power,3,-0.1,1.0,-0.13399262873173579,-0.1,hard_stop_proxy
2024-06-28,CMG,1,score_power,3,-0.12,1.0,-0.13399262873173579,-0.12,hard_stop_proxy
2025-02-28,DKS,1,score_power,3,-0.08,1.0,-0.10885578667863893,-0.08,hard_stop_proxy
2025-02-28,DKS,1,score_power,3,-0.1,1.0,-0.10885578667863893,-0.1,hard_stop_proxy
2025-09-30,ORLY,1,score_power,3,-0.08,1.0,-0.1269044603323224,-0.08,hard_stop_proxy
2025-09-30,ORLY,1,score_power,3,-0.1,1.0,-0.1269044603323224,-0.1,hard_stop_proxy
2025-09-30,ORLY,1,score_power,3,-0.12,1.0,-0.1269044603323224,-0.12,hard_stop_proxy
2026-02-27,MU,1,score_power,3,-0.08,1.0,-0.13055378900021453,-0.08,hard_stop_proxy
2026-02-27,MU,1,score_power,3,-0.1,1.0,-0.13055378900021453,-0.1,hard_stop_proxy
2026-02-27,MU,1,score_power,3,-0.12,1.0,-0.13055378900021453,-0.12,hard_stop_proxy
2020-01-31,CPRT,2,conviction_curve,1,-0.08,0.3,-0.1769079720307284,-0.08,hard_stop_proxy
2020-01-31,CPRT,2,conviction_curve,1,-0.1,0.3,-0.1769079720307284,-0.1,hard_stop_proxy
2020-01-31,CPRT,2,conviction_curve,1,-0.12,0.3,-0.1769079720307284,-0.12,hard_stop_proxy
2020-02-28,MA,2,conviction_curve,1,-0.08,0.7,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,RNG,2,conviction_curve,1,-0.08,0.3,-0.14009177193214506,-0.08,hard_stop_proxy
2020-02-28,MA,2,conviction_curve,1,-0.1,0.7,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,RNG,2,conviction_curve,1,-0.1,0.3,-0.14009177193214506,-0.1,hard_stop_proxy
2020-02-28,MA,2,conviction_curve,1,-0.12,0.7,-0.22734102360032538,-0.12,hard_stop_proxy
2020-02-28,RNG,2,conviction_curve,1,-0.12,0.3,-0.14009177193214506,-0.12,hard_stop_proxy
2020-08-31,META,2,conviction_curve,1,-0.08,0.7,-0.09962336657433102,-0.08,hard_stop_proxy
2021-02-26,DXCM,2,conviction_curve,1,-0.08,0.3,-0.09488009693675614,-0.08,hard_stop_proxy
2021-07-30,MA,2,conviction_curve,1,-0.08,0.7,-0.10768040560475156,-0.08,hard_stop_proxy
2021-07-30,MA,2,conviction_curve,1,-0.1,0.7,-0.10768040560475156,-0.1,hard_stop_proxy
2022-03-31,ORLY,2,conviction_curve,1,-0.08,0.7,-0.1237634588516161,-0.08,hard_stop_proxy
2022-03-31,FCX,2,conviction_curve,1,-0.08,0.3,-0.19676815604060016,-0.08,hard_stop_proxy
2022-03-31,ORLY,2,conviction_curve,1,-0.1,0.7,-0.1237634588516161,-0.1,hard_stop_proxy
2022-03-31,FCX,2,conviction_curve,1,-0.1,0.3,-0.19676815604060016,-0.1,hard_stop_proxy
2022-03-31,ORLY,2,conviction_curve,1,-0.12,0.7,-0.1237634588516161,-0.12,hard_stop_proxy
2022-03-31,FCX,2,conviction_curve,1,-0.12,0.3,-0.19676815604060016,-0.12,hard_stop_proxy
2022-04-29,FDS,2,conviction_curve,1,-0.08,0.3,-0.08048701154683535,-0.08,hard_stop_proxy
2022-05-31,NFG,2,conviction_curve,1,-0.08,0.7,-0.0946114693005694,-0.08,hard_stop_proxy
2022-05-31,VLO,2,conviction_curve,1,-0.08,0.3,-0.17294566058766125,-0.08,hard_stop_proxy
2022-05-31,VLO,2,conviction_curve,1,-0.1,0.3,-0.17294566058766125,-0.1,hard_stop_proxy
2022-05-31,VLO,2,conviction_curve,1,-0.12,0.3,-0.17294566058766125,-0.12,hard_stop_proxy
2023-08-31,LRCX,2,conviction_curve,1,-0.08,0.3,-0.112979315579948,-0.08,hard_stop_proxy
2023-08-31,LRCX,2,conviction_curve,1,-0.1,0.3,-0.112979315579948,-0.1,hard_stop_proxy
2024-03-28,SMCI,2,conviction_curve,1,-0.08,0.3,-0.23033663305905783,-0.08,hard_stop_proxy
2024-03-28,SMCI,2,conviction_curve,1,-0.1,0.3,-0.23033663305905783,-0.1,hard_stop_proxy
2024-03-28,SMCI,2,conviction_curve,1,-0.12,0.3,-0.23033663305905783,-0.12,hard_stop_proxy
2024-08-30,DKS,2,conviction_curve,1,-0.08,0.3,-0.12361837880974957,-0.08,hard_stop_proxy
2024-08-30,DKS,2,conviction_curve,1,-0.1,0.3,-0.12361837880974957,-0.1,hard_stop_proxy
2024-08-30,DKS,2,conviction_curve,1,-0.12,0.3,-0.12361837880974957,-0.12,hard_stop_proxy
2025-01-31,ACN,2,conviction_curve,1,-0.08,0.3,-0.08322403026041958,-0.08,hard_stop_proxy
2025-06-30,AXON,2,conviction_curve,1,-0.08,0.3,-0.10465072968895561,-0.08,hard_stop_proxy
2025-06-30,AXON,2,conviction_curve,1,-0.1,0.3,-0.10465072968895561,-0.1,hard_stop_proxy
2020-02-28,MA,2,winner_take_all,1,-0.08,1.0,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,MA,2,winner_take_all,1,-0.1,1.0,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,MA,2,winner_take_all,1,-0.12,1.0,-0.22734102360032538,-0.12,hard_stop_proxy
2020-08-31,META,2,winner_take_all,1,-0.08,1.0,-0.09962336657433102,-0.08,hard_stop_proxy
2021-07-30,MA,2,winner_take_all,1,-0.08,1.0,-0.10768040560475156,-0.08,hard_stop_proxy
2021-07-30,MA,2,winner_take_all,1,-0.1,1.0,-0.10768040560475156,-0.1,hard_stop_proxy
2022-03-31,ORLY,2,winner_take_all,1,-0.08,1.0,-0.1237634588516161,-0.08,hard_stop_proxy
2022-03-31,ORLY,2,winner_take_all,1,-0.1,1.0,-0.1237634588516161,-0.1,hard_stop_proxy
2022-03-31,ORLY,2,winner_take_all,1,-0.12,1.0,-0.1237634588516161,-0.12,hard_stop_proxy
2022-05-31,NFG,2,winner_take_all,1,-0.08,1.0,-0.0946114693005694,-0.08,hard_stop_proxy
2020-01-31,CPRT,2,score_power,1,-0.08,0.36149027275657636,-0.1769079720307284,-0.08,hard_stop_proxy
2020-01-31,CPRT,2,score_power,1,-0.1,0.36149027275657636,-0.1769079720307284,-0.1,hard_stop_proxy
2020-01-31,CPRT,2,score_power,1,-0.12,0.36149027275657636,-0.1769079720307284,-0.12,hard_stop_proxy
2020-02-28,MA,2,score_power,1,-0.08,0.5853693764473207,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,RNG,2,score_power,1,-0.08,0.4146306235526793,-0.14009177193214506,-0.08,hard_stop_proxy
2020-02-28,MA,2,score_power,1,-0.1,0.5853693764473207,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,RNG,2,score_power,1,-0.1,0.4146306235526793,-0.14009177193214506,-0.1,hard_stop_proxy
2020-02-28,MA,2,score_power,1,-0.12,0.5853693764473207,-0.22734102360032538,-0.12,hard_stop_proxy
2020-02-28,RNG,2,score_power,1,-0.12,0.4146306235526793,-0.14009177193214506,-0.12,hard_stop_proxy
2020-08-31,META,2,score_power,1,-0.08,0.7000140903333489,-0.09962336657433102,-0.08,hard_stop_proxy
2021-02-26,DXCM,2,score_power,1,-0.08,0.4253202529930138,-0.09488009693675614,-0.08,hard_stop_proxy
2021-07-30,MA,2,score_power,1,-0.08,0.6826222372666211,-0.10768040560475156,-0.08,hard_stop_proxy
2021-07-30,MA,2,score_power,1,-0.1,0.6826222372666211,-0.10768040560475156,-0.1,hard_stop_proxy
2022-03-31,ORLY,2,score_power,1,-0.08,0.6381952333393147,-0.1237634588516161,-0.08,hard_stop_proxy
2022-03-31,FCX,2,score_power,1,-0.08,0.3618047666606853,-0.19676815604060016,-0.08,hard_stop_proxy
2022-03-31,ORLY,2,score_power,1,-0.1,0.6381952333393147,-0.1237634588516161,-0.1,hard_stop_proxy
2022-03-31,FCX,2,score_power,1,-0.1,0.3618047666606853,-0.19676815604060016,-0.1,hard_stop_proxy
2022-03-31,ORLY,2,score_power,1,-0.12,0.6381952333393147,-0.1237634588516161,-0.12,hard_stop_proxy
2022-03-31,FCX,2,score_power,1,-0.12,0.3618047666606853,-0.19676815604060016,-0.12,hard_stop_proxy
2022-04-29,FDS,2,score_power,1,-0.08,0.4592291632735536,-0.08048701154683535,-0.08,hard_stop_proxy
2022-05-31,NFG,2,score_power,1,-0.08,0.5678803246991175,-0.0946114693005694,-0.08,hard_stop_proxy
2022-05-31,VLO,2,score_power,1,-0.08,0.4321196753008824,-0.17294566058766125,-0.08,hard_stop_proxy
2022-05-31,VLO,2,score_power,1,-0.1,0.4321196753008824,-0.17294566058766125,-0.1,hard_stop_proxy
2022-05-31,VLO,2,score_power,1,-0.12,0.4321196753008824,-0.17294566058766125,-0.12,hard_stop_proxy
2023-08-31,LRCX,2,score_power,1,-0.08,0.39474652160562623,-0.112979315579948,-0.08,hard_stop_proxy
2023-08-31,LRCX,2,score_power,1,-0.1,0.39474652160562623,-0.112979315579948,-0.1,hard_stop_proxy
2024-03-28,SMCI,2,score_power,1,-0.08,0.4232500822341451,-0.23033663305905783,-0.08,hard_stop_proxy
2024-03-28,SMCI,2,score_power,1,-0.1,0.4232500822341451,-0.23033663305905783,-0.1,hard_stop_proxy
2024-03-28,SMCI,2,score_power,1,-0.12,0.4232500822341451,-0.23033663305905783,-0.12,hard_stop_proxy
2024-08-30,DKS,2,score_power,1,-0.08,0.3521500814871851,-0.12361837880974957,-0.08,hard_stop_proxy
2024-08-30,DKS,2,score_power,1,-0.1,0.3521500814871851,-0.12361837880974957,-0.1,hard_stop_proxy
2024-08-30,DKS,2,score_power,1,-0.12,0.3521500814871851,-0.12361837880974957,-0.12,hard_stop_proxy
2025-01-31,ACN,2,score_power,1,-0.08,0.41885504763899345,-0.08322403026041958,-0.08,hard_stop_proxy
2025-06-30,AXON,2,score_power,1,-0.08,0.20538710248575362,-0.10465072968895561,-0.08,hard_stop_proxy
2025-06-30,AXON,2,score_power,1,-0.1,0.20538710248575362,-0.10465072968895561,-0.1,hard_stop_proxy
2020-02-28,MA,2,conviction_curve,2,-0.08,0.7,-0.22734102360032538,-0.08,hard_stop_proxy
2020-02-28,RNG,2,conviction_curve,2,-0.08,0.3,-0.14009177193214506,-0.08,hard_stop_proxy
2020-02-28,MA,2,conviction_curve,2,-0.1,0.7,-0.22734102360032538,-0.1,hard_stop_proxy
2020-02-28,RNG,2,conviction_curve,2,-0.1,0.3,-0.14009177193214506,-0.1,hard_stop_proxy
2020-02-28,MA,2,conviction_curve,2,-0.12,0.7,-0.22734102360032538,-0.12,hard_stop_proxy
