hard_stop,target_n,weighting_mode,active_rebalance_interval_months,cagr,sharpe,max_dd,calmar,ending_equity,months,target_pass,rank_score
-0.08,3,score_power,1,0.451561368613844,1.6530259825621747,-0.198678222871717,2.2728277014306153,13.16320142884571,83,True,1005.9699614458289
-0.1,3,score_power,1,0.451561368613844,1.6530259825621747,-0.198678222871717,2.2728277014306153,13.16320142884571,83,True,1005.9699614458289
-0.12,3,score_power,1,0.451561368613844,1.6530259825621747,-0.198678222871717,2.2728277014306153,13.16320142884571,83,True,1005.9699614458289
-0.08,4,score_power,1,0.43019035232559255,1.74854519765261,-0.1790635048313095,2.4024457285746883,11.879753288384258,83,True,1005.8713852160771
-0.1,4,score_power,1,0.43019035232559255,1.74854519765261,-0.1790635048313095,2.4024457285746883,11.879753288384258,83,True,1005.8713852160771
-0.12,4,score_power,1,0.43019035232559255,1.74854519765261,-0.1790635048313095,2.4024457285746883,11.879753288384258,83,True,1005.8713852160771
-0.08,3,conviction_curve,1,0.4331670241548069,1.6061472419162688,-0.20356771814233732,2.1278767974985633,12.051827706747504,83,True,1005.7342497653219
-0.1,3,conviction_curve,1,0.4331670241548069,1.6061472419162688,-0.20356771814233732,2.1278767974985633,12.051827706747504,83,True,1005.7342497653219
-0.12,3,conviction_curve,1,0.4331670241548069,1.6061472419162688,-0.20356771814233732,2.1278767974985633,12.051827706747504,83,True,1005.7342497653219
-0.08,4,conviction_curve,1,0.41377490020121654,1.5962319768322002,-0.20108294567524743,2.0577324387791216,10.968069162400035,83,True,1005.5328980331691
-0.1,4,conviction_curve,1,0.41377490020121654,1.5962319768322002,-0.20108294567524743,2.0577324387791216,10.968069162400035,83,True,1005.5328980331691
-0.12,4,conviction_curve,1,0.41377490020121654,1.5962319768322002,-0.20108294567524743,2.0577324387791216,10.968069162400035,83,True,1005.5328980331691
-0.08,5,conviction_curve,1,0.41232288329663236,1.5743178798421644,-0.20108294567524743,2.05051145392778,10.890390970456396,83,True,1005.4964637671333
-0.1,5,conviction_curve,1,0.41232288329663236,1.5743178798421644,-0.20108294567524743,2.05051145392778,10.890390970456396,83,True,1005.4964637671333
-0.12,5,conviction_curve,1,0.41232288329663236,1.5743178798421644,-0.20108294567524743,2.05051145392778,10.890390970456396,83,True,1005.4964637671333
-0.08,7,conviction_curve,1,0.4033609782121501,1.542904895003968,-0.20108294567524743,2.005943253206492,10.421294244864553,83,True,1005.3754317314502
-0.1,7,conviction_curve,1,0.4033609782121501,1.542904895003968,-0.20108294567524743,2.005943253206492,10.421294244864553,83,True,1005.3754317314502
-0.12,7,conviction_curve,1,0.4033609782121501,1.542904895003968,-0.20108294567524743,2.005943253206492,10.421294244864553,83,True,1005.3754317314502
-0.08,10,conviction_curve,1,0.4033609782121501,1.542904895003968,-0.20108294567524743,2.005943253206492,10.421294244864553,83,True,1005.3754317314502
-0.1,10,conviction_curve,1,0.4033609782121501,1.542904895003968,-0.20108294567524743,2.005943253206492,10.421294244864553,83,True,1005.3754317314502
-0.12,10,conviction_curve,1,0.4033609782121501,1.542904895003968,-0.20108294567524743,2.005943253206492,10.421294244864553,83,True,1005.3754317314502
-0.08,5,score_power,1,0.39111719023495284,1.674099931407534,-0.1837777419018487,2.128207617459133,9.808419782273806,83,False,4.513213115350496
-0.1,5,score_power,1,0.39111719023495284,1.674099931407534,-0.1837777419018487,2.128207617459133,9.808419782273806,83,False,4.513213115350496
-0.12,5,score_power,1,0.39111719023495284,1.674099931407534,-0.1837777419018487,2.128207617459133,9.808419782273806,83,False,4.513213115350496
-0.08,2,score_power,1,0.4529089736080827,1.4755370869971538,-0.2515394623221172,1.8005483888173979,13.24795900636985,83,False,2.5991411285441424
-0.1,2,score_power,1,0.4529089736080827,1.4755370869971538,-0.2515394623221172,1.8005483888173979,13.24795900636985,83,False,2.5991411285441424
-0.12,2,score_power,1,0.4529089736080827,1.4755370869971538,-0.2515394623221172,1.8005483888173979,13.24795900636985,83,False,2.5991411285441424
-0.08,7,score_power,1,0.3714603499687439,1.693629738533197,-0.16162692174467141,2.2982579013387068,8.88895804110793,83,False,2.392641313350351
-0.1,7,score_power,1,0.3714603499687439,1.693629738533197,-0.16162692174467141,2.2982579013387068,8.88895804110793,83,False,2.392641313350351
-0.12,7,score_power,1,0.3714603499687439,1.693629738533197,-0.16162692174467141,2.2982579013387068,8.88895804110793,83,False,2.392641313350351
-0.08,4,score_power,2,0.3665148846356665,1.6547714489779457,-0.13565528159789075,2.7018106506320154,8.669606156273323,83,False,1.8357534773033684
-0.1,4,score_power,2,0.3665148846356665,1.6547714489779457,-0.13565528159789075,2.7018106506320154,8.669606156273323,83,False,1.8357534773033684
-0.12,4,score_power,2,0.3665148846356665,1.6547714489779457,-0.13565528159789075,2.7018106506320154,8.669606156273323,83,False,1.8357534773033684
-0.08,10,score_power,1,0.3647212376471307,1.7473645923058687,-0.17013610271348567,2.1437027875343557,8.591203134531012,83,False,1.6965646307767592
-0.1,10,score_power,1,0.3647212376471307,1.7473645923058687,-0.17013610271348567,2.1437027875343557,8.591203134531012,83,False,1.6965646307767592
-0.12,10,score_power,1,0.3647212376471307,1.7473645923058687,-0.17013610271348567,2.1437027875343557,8.591203134531012,83,False,1.6965646307767592
-0.08,2,score_power,2,0.3668334258420123,1.3499456959294365,-0.1245259748343921,2.9458386198531388,8.683593877565858,83,False,1.5770965637163934
-0.1,2,score_power,2,0.3668334258420123,1.3499456959294365,-0.1245259748343921,2.9458386198531388,8.683593877565858,83,False,1.5770965637163934
-0.12,2,score_power,2,0.3668334258420123,1.3499456959294365,-0.1245259748343921,2.9458386198531388,8.683593877565858,83,False,1.5770965637163934
-0.08,7,score_power,2,0.3573189697665249,1.7168489872966997,-0.12752405447512538,2.8019730962696365,8.274020736599006,83,False,0.894411607139309
-0.1,7,score_power,2,0.3573189697665249,1.7168489872966997,-0.12752405447512538,2.8019730962696365,8.274020736599006,83,False,0.894411607139309
-0.12,7,score_power,2,0.3573189697665249,1.7168489872966997,-0.12752405447512538,2.8019730962696365,8.274020736599006,83,False,0.894411607139309
-0.08,4,score_power,3,0.36048255384082406,1.385618232890549,-0.1837651722417094,1.9616478435134341,8.408330181471653,83,False,0.8549339831394841
-0.1,4,score_power,3,0.36048255384082406,1.385618232890549,-0.1837651722417094,1.9616478435134341,8.408330181471653,83,False,0.8549339831394841
-0.12,4,score_power,3,0.36048255384082406,1.385618232890549,-0.1837651722417094,1.9616478435134341,8.408330181471653,83,False,0.8549339831394841
-0.08,10,score_power,2,0.3547842067406415,1.875290589129234,-0.12016035083798315,2.952589637650199,8.16773614656458,83,False,0.7813929797618122
-0.1,10,score_power,2,0.3547842067406415,1.875290589129234,-0.12016035083798315,2.952589637650199,8.16773614656458,83,False,0.7813929797618122
-0.12,10,score_power,2,0.3547842067406415,1.875290589129234,-0.12016035083798315,2.952589637650199,8.16773614656458,83,False,0.7813929797618122
-0.08,5,score_power,2,0.3570116803995931,1.646776231091661,-0.13671927709318865,2.611275366503378,8.261073168406485,83,False,0.7813417979537092
-0.1,5,score_power,2,0.3570116803995931,1.646776231091661,-0.13671927709318865,2.611275366503378,8.261073168406485,83,False,0.7813417979537092
-0.12,5,score_power,2,0.3570116803995931,1.646776231091661,-0.13671927709318865,2.611275366503378,8.261073168406485,83,False,0.7813417979537092
-0.08,2,score_power,3,0.3623834865214721,1.1696544837212113,-0.23852388732529195,1.5192754511302426,8.489927508374443,83,False,-1.0590746187713442
-0.1,2,score_power,3,0.3623834865214721,1.1696544837212113,-0.23852388732529195,1.5192754511302426,8.489927508374443,83,False,-1.0590746187713442
-0.12,2,score_power,3,0.3623834865214721,1.1696544837212113,-0.23852388732529195,1.5192754511302426,8.489927508374443,83,False,-1.0590746187713442
-0.08,3,score_power,3,0.34051427648288324,1.2768850968124565,-0.18986916010549626,1.7934154040270922,7.590915402726748,83,False,-1.4564136501758862
-0.1,3,score_power,3,0.34051427648288324,1.2768850968124565,-0.18986916010549626,1.7934154040270922,7.590915402726748,83,False,-1.4564136501758862
-0.12,3,score_power,3,0.34051427648288324,1.2768850968124565,-0.18986916010549626,1.7934154040270922,7.590915402726748,83,False,-1.4564136501758862
-0.08,3,score_power,2,0.33323619190313525,1.4592816430262066,-0.1361919812402782,2.4468121314368694,7.31039319965741,83,False,-2.020929228869197
-0.1,3,score_power,2,0.33323619190313525,1.4592816430262066,-0.1361919812402782,2.4468121314368694,7.31039319965741,83,False,-2.020929228869197
-0.12,3,score_power,2,0.33323619190313525,1.4592816430262066,-0.1361919812402782,2.4468121314368694,7.31039319965741,83,False,-2.020929228869197
-0.08,2,conviction_curve,2,0.3315699220596966,1.2568017421360023,-0.1422987110837045,2.3300978591763695,7.247432372508227,83,False,-2.4128055423810784
-0.1,2,conviction_curve,2,0.3315699220596966,1.2568017421360023,-0.1422987110837045,2.3300978591763695,7.247432372508227,83,False,-2.4128055423810784
-0.12,2,conviction_curve,2,0.3315699220596966,1.2568017421360023,-0.1422987110837045,2.3300978591763695,7.247432372508227,83,False,-2.4128055423810784
-0.08,5,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.1,5,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.12,5,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.08,7,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.1,7,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.12,7,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.08,10,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.1,10,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.12,10,conviction_curve,2,0.3304385814016926,1.370400878564231,-0.1435662535835852,2.3016452206110474,7.204948999423527,83,False,-2.424921420833172
-0.08,5,score_power,3,0.32732186073907044,1.3758548089084117,-0.18423480340695664,1.7766559558024904,7.089011972136444,83,False,-2.8029753132007995
-0.1,5,score_power,3,0.32732186073907044,1.3758548089084117,-0.18423480340695664,1.7766559558024904,7.089011972136444,83,False,-2.8029753132007995
-0.12,5,score_power,3,0.32732186073907044,1.3758548089084117,-0.18423480340695664,1.7766559558024904,7.089011972136444,83,False,-2.8029753132007995
-0.08,2,conviction_curve,1,0.3992075673933848,1.3949913734448596,-0.29852259665682424,1.3372775524001825,10.209822023764758,83,False,-2.842958475622061
-0.1,2,conviction_curve,1,0.3992075673933848,1.3949913734448596,-0.29852259665682424,1.3372775524001825,10.209822023764758,83,False,-2.842958475622061
-0.12,2,conviction_curve,1,0.3992075673933848,1.3949913734448596,-0.29852259665682424,1.3372775524001825,10.209822023764758,83,False,-2.842958475622061
-0.08,3,conviction_curve,2,0.3210221597310936,1.3927035532557834,-0.13501929694181636,2.3776020687578545,6.859538182935677,83,False,-3.4298781732657395
