arm,description,status,metric_mode,cagr,max_dd,sharpe,years,start_date,end_date,avg_cash_weight,cash_interest_accrued_usd,trade_count,total_fees_usd,gross_traded_usd,eligible_events,total_abs_weight_delta,cash_abs_delta_sum,cap_infeasible_date_count,max_weight_after,target_book_path,broker_metrics_path,windows.is.cagr,windows.is.max_dd,windows.oos.cagr,windows.oos.max_dd,windows.oos2.cagr,windows.oos2.max_dd,delta_cagr_pp,delta_max_dd_pp,delta_sharpe,delta_avg_cash_weight_pp,delta_trade_count,delta_windows.is.cagr_pp,delta_windows.is.max_dd_pp,delta_windows.oos.cagr_pp,delta_windows.oos.max_dd_pp,delta_windows.oos2.cagr_pp,delta_windows.oos2.max_dd_pp,ab_verdict,target_35_50_25_restored
baseline,unchanged official target book,completed,broker_ledger_next_close_cash_carry,0.34248490427249423,-0.25361886246588794,1.2756315263222913,7.091033538672143,2019-06-03,2026-07-06,0.29347917189657197,13682.644425298755,1625,42923.266277796036,17169306.511118412,0,0.0,0.0,0,0.1403629863559178,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\main\baseline\target_book.csv,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\main\baseline\broker\metrics.json,0.2270810850646714,-0.25361886246588794,0.6942872519519632,-0.2062231573728306,0.4944445279859784,-0.2062231573728306,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,baseline,False
profitability_top_quintile_tilt05,shift 5% of stock gross toward selected top-quintile profitability-inflection rows,completed,broker_ledger_next_close_cash_carry,0.3342104319721577,-0.25049300215408443,1.2433325815537535,7.091033538672143,2019-06-03,2026-07-06,0.2935809368038194,13178.726344935845,1622,41765.0781191659,16706031.247666359,249,6.0794046879093715,0.0,0,0.1698717056003482,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\main\profitability_top_quintile_tilt05\target_book.csv,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\main\profitability_top_quintile_tilt05\broker\metrics.json,0.21747992594633136,-0.25049300215408443,0.6908792273013247,-0.2148553273730075,0.4899820635112062,-0.2148553273730075,-0.8274472300336511,0.3125860311803508,-0.032298944768537785,0.010176490724744802,-3,-0.960115911834003,0.3125860311803508,-0.3408024650638497,-0.8632170000176909,-0.44624644747721653,-0.8632170000176909,reject_oos_cagr_worse,False
profitability_top_quintile_tilt10,shift 10% of stock gross toward selected top-quintile profitability-inflection rows,completed,broker_ledger_next_close_cash_carry,0.32555418255893764,-0.24826886113698676,1.207722999299474,7.091033538672143,2019-06-03,2026-07-06,0.29337829233419477,12634.700471442871,1627,41037.257763583664,16414903.105433464,249,12.158809375818743,0.0,0,0.2109378500526941,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\main\profitability_top_quintile_tilt10\target_book.csv,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\main\profitability_top_quintile_tilt10\broker\metrics.json,0.20725175624750247,-0.24826886113698676,0.6880253467126571,-0.2228973116185463,0.4865600292103984,-0.2228973116185463,-1.6930721713556585,0.5350001328901177,-0.06790852702281724,-0.010087956237719853,2,-1.9829328817168923,0.5350001328901177,-0.6261905239306031,-1.6674154245715722,-0.7884498775579951,-1.6674154245715722,reject_oos_cagr_worse,False
