portfolio,ticker,target_weight,current_weight,delta_weight,rank,company_name,sector,lane,theme,selection_score,reference_price,reference_price_date,suggested_action,selection_reason,review_required,review_reason,production_mutation_allowed,live_trading_enabled,human_approval_required,target_book_source
concentrated,TKR,0.3828999926483202,0.0,0.3828999926483202,1,TIMKEN,Industrials,,,3.5184366678475296,141.22000122070312,2026-06-26,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=preferred_final_label; concentrated_preferred_sleeve=True; portfolio_sleeve_label=early_scout; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=neutral,True,review-only operating output; human approval required,False,False,True,
concentrated,AMD,0.2756879947067905,0.0,0.2756879947067905,2,ADVANCED MICRO DEVICES INC,Information Technology,,,6.719739864256681,521.5800170898438,2026-06-26,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,True,review-only operating output; human approval required,False,False,True,
concentrated,AMAT,0.1984953561888891,0.0,0.1984953561888891,3,APPLIED MATERIAL INC,Information Technology,,,8.043973539100147,626.8400268554688,2026-06-26,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=long_duration,True,review-only operating output; human approval required,False,False,True,
concentrated,GLW,0.1429166564560001,0.0,0.1429166564560001,4,CORNING INC,Information Technology,,,6.608505994627925,221.0500030517578,2026-06-26,BUY_OR_HOLD_TO_TARGET,concentrated_selection_source=monster_extreme_early; concentrated_preferred_sleeve=True; portfolio_sleeve_label=future_winner; portfolio_defensive_rotation_action=promote_monster_early; theme_holding_profile_primary=neutral,True,review-only operating output; human approval required,False,False,True,
concentrated,CASH,0.0,0.0637856680628763,-0.0637856680628763,5,Cash reserve,Cash,,,0.0,1.0,2026-06-26,NO_CASH_TARGET,residual cash after target stock weights,True,review-only operating output; human approval required,False,False,True,
main,VRT,0.08,0.0,0.08,1,VERTIV HOLDINGS CLASS A,Industrials,,,5.317356975511517,303.95001220703125,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,GOOGL,0.0655438662887098,0.0,0.0655438662887098,2,ALPHABET INC CLASS A,Communication,,,4.876044448956343,337.3900146484375,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=compounder,True,review-only operating output; human approval required,False,False,True,
main,CAT,0.0520646864053424,0.0,0.0520646864053424,3,CATERPILLAR INC,Industrials,,,5.767982947447977,997.469970703125,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,AMD,0.0504,0.0,0.0504,4,ADVANCED MICRO DEVICES INC,Information Technology,,,6.719739864256681,521.5800170898438,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,AMAT,0.0504,0.0,0.0504,5,APPLIED MATERIAL INC,Information Technology,,,8.043973539100147,626.8400268554688,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,LRCX,0.0504,0.0,0.0504,6,LAM RESEARCH CORP,Information Technology,,,7.668043379661805,379.0899963378906,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,UMC,0.0460288646998719,0.0,0.0460288646998719,7,United Microelectronics,Semiconductors,,,4.735733892348954,25.57999992370605,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,TKR,0.0425159914979961,0.0,0.0425159914979961,8,TIMKEN,Industrials,,,3.5184366678475296,141.22000122070312,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,DVA,0.0331384711440941,0.0,0.0331384711440941,9,DAVITA INC,Health Care,,,3.102704526331282,217.0399932861328,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,STM,0.032088271226452,0.112402487495283,-0.080314216268831,10,STMicroelectronics,Semiconductors,,,3.505232354346365,71.41999816894531,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,EXEL,0.032085503654278,0.0,0.032085503654278,11,EXELIXIS INC,Health Care,,,2.066996845315707,54.77000045776367,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,KLAC,0.0288,0.0,0.0288,12,KLA CORP,Information Technology,,,6.813992321292938,248.63999938964844,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,KIM,0.0288,0.0,0.0288,13,KIMCO REALTY REIT CORP,Real Estate,,,2.162777194380084,25.88999938964844,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,COHU,0.0288,0.0,0.0288,14,Cohu Inc,Information Technology,,,2.760478258702914,64.08000183105469,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,CRS,0.0219307667110498,0.0,0.0219307667110498,15,CARPENTER TECHNOLOGY CORP,Industrials,,,2.599659294252489,591.780029296875,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,NVT,0.0214313554095679,0.0,0.0214313554095679,16,NVENT ELECTRIC PLC,Industrials,,,2.731156135915576,162.9199981689453,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,True,review-only operating output; human approval required,False,False,True,
main,R,0.0210194471086096,0.0,0.0210194471086096,17,RYDER SYSTEM INC,Industrials,,,2.0136880791579745,260.92999267578125,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=cyclical_recovery,True,review-only operating output; human approval required,False,False,True,
main,GE,0.0208429933697296,0.0,0.0208429933697296,18,GE AEROSPACE,Industrials,,,3.7326127356858354,369.0,2026-06-26,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=cyclical_recovery,True,review-only operating output; human approval required,False,False,True,
main,CASH,0.2937097824842989,0.1577824102398701,0.1359273722444288,19,Cash reserve,Cash,,,0.0,1.0,2026-06-26,RESERVE_CASH,residual cash after target stock weights,True,review-only operating output; human approval required,False,False,True,
