as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-05-14,concentrated,equity,FIX,0.4969075368107052,0.5,0.05,0.003092463189294792,BUY,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,1,blocked_insufficient_cash,,0.03,none,0.0
2026-05-14,concentrated,equity,CIEN,0.1252976915186429,0.125,0.0125,-0.0002976915186428952,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,concentrated,equity,MU,0.1252423802353281,0.125,0.0125,-0.0002423802353281046,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,concentrated,equity,NVDA,0.125152594890664,0.125,0.0125,-0.0001525948906639929,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,concentrated,equity,MRVL,0.1251341912859501,0.125,0.0435752348650858,-0.00013419128595010266,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,concentrated,cash,CASH,0.0022656052587095,0.0,0.3044161177181984,,CASH_POLICY_REVIEW,CASH_POLICY_REVIEW,Combined cash target is materially above the macro floor without confirmed cash-raise evidence; review before reserving more cash.,0.0,0.0,0,,target_cash_above_macro_floor_without_confirmation,0.03,none,0.0
2026-05-14,main,equity,GOOG,0.1593911081043204,0.1600947876494211,0.1040616119721237,0.0007036795451006994,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,VRT,0.0670714349408246,0.0670388228693628,0.0435752348650858,-3.261207146179612e-05,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,MRVL,0.0667800776076772,0.0670388228693628,0.0435752348650858,0.0002587452616856084,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,LRCX,0.0666791516720423,0.0657536587365781,0.0427398781787757,-0.0009254929354642061,SELL,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,-1.0,-300.489990234375,1,ready,,0.03,none,0.0
2026-05-14,main,equity,FTI,0.0640767996318981,0.0641027558971163,0.0416667913331256,2.5956265218202157e-05,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,UMC,0.0638413360004987,0.0637547476940472,0.0414405860011307,-8.658830645150162e-05,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,PWR,0.063646885507368,0.0640038777021894,0.0416025205064231,0.0003569921948214094,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,CBOE,0.0632193756833377,0.0637261916308472,0.0414220245600507,0.0005068159475094952,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,FIX,0.0621092916450771,0.0644863349510747,0.05,0.0023770433059975976,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,HPE,0.0400615783093319,0.04,0.026,-6.15783093319e-05,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,PR,0.0400501651524665,0.04,0.026,-5.016515246650255e-05,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,MLI,0.040040195278601,0.04,0.026,-4.0195278600996254e-05,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,STM,0.0399787444497041,0.04,0.026,2.125555029590387e-05,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,TKR,0.0398328224587916,0.04,0.026,0.000167177541208402,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,ON,0.0397635156536154,0.04,0.026,0.00023648434638460364,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,AMD,0.0396316509309074,0.04,0.026,0.0003683490690926036,HOLD,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,equity,NXPI,0.0393035817250703,0.04,0.026,0.0006964182749297013,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-05-14,main,cash,CASH,0.0045222852484668,0.0,0.3044161177181984,,CASH_POLICY_REVIEW,CASH_POLICY_REVIEW,Combined cash target is materially above the macro floor without confirmed cash-raise evidence; review before reserving more cash.,0.0,0.0,0,,target_cash_above_macro_floor_without_confirmation,0.03,none,0.0
