as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-05-14,current_broker_ledger_mark_to_market,main,equity,GOOG,132.0,397.239990234375,52435.6787109375,0.1593911081043204,397.239990234375,0.0,-419.4412570571913,2026-05-14,2026-05-14,0,1,132.0,397.239990234375,target_rebalance,unknown,HOLD,No preview order or no material target gap.,hold_target,nan,0.1600947876494211,existing target holding,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,VRT,59.0,373.9800109863281,22064.82064819336,0.0670714349408246,304.9936161364539,4070.197296142578,3375.497213363648,2026-03-02,2026-05-14,73,2,59.0,304.9936161364539,target_rebalance,"future_winner,unknown",ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,1.2828728228693629,challenger BE outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,MRVL,119.0,184.6132049560547,21968.971389770508,0.0667800776076772,184.6132049560547,0.0,0.0,2026-05-14,2026-05-14,0,1,119.0,184.6132049560547,target_rebalance,unknown,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,3.068183,challenger SNDK outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,LRCX,73.0,300.489990234375,21935.76928710937,0.0666791516720423,124.12329072952272,12874.769063854215,13742.628712792395,2025-10-01,2025-12-01,225,3,73.0,150.69120140598244,target_rebalance,future_winner,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,4.5887646587365785,challenger SNDK outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,FTI,289.0,72.94000244140625,21079.660705566406,0.0640767996318981,69.38573051901425,1027.184585571289,0.0,2026-03-02,2026-05-14,73,2,289.0,69.38573051901425,target_rebalance,"future_winner,unknown",ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,0.3685917558971163,challenger CHRD outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,UMC,1214.0,17.299999237060547,21002.199073791504,0.0638413360004987,17.299999237060547,0.0,0.0,2026-05-14,2026-05-14,0,1,1214.0,17.299999237060547,target_rebalance,unknown,HOLD,No preview order or no material target gap.,hold_target,nan,0.0637547476940472,existing target holding,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,PWR,27.0,775.489990234375,20938.229736328125,0.063646885507368,775.489990234375,0.0,576.7217317771908,2026-05-14,2026-05-14,0,1,27.0,775.489990234375,target_rebalance,unknown,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,2.3385738777021894,challenger BE outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,CBOE,57.0,364.8699951171875,20797.589721679688,0.0632193756833377,364.8699951171875,0.0,140.59798248291068,2026-05-14,2026-05-14,0,1,57.0,364.8699951171875,target_rebalance,unknown,HOLD,No preview order or no material target gap.,hold_target,nan,0.0637261916308472,existing target holding,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,FIX,10.0,2043.239990234375,20432.39990234375,0.0621092916450771,2043.239990234375,0.0,0.0,2026-05-14,2026-05-14,0,1,10.0,2043.239990234375,target_rebalance,unknown,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,1.60557,challenger BE outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,HPE,393.0,33.53499984741211,13179.25494003296,0.0400615783093319,33.53499984741211,0.0,0.0,2026-05-14,2026-05-14,0,1,393.0,33.53499984741211,target_rebalance,unknown,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,5.334106,challenger SNDK outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,PR,650.0,20.270000457763672,13175.500297546389,0.0400501651524665,19.15477236527663,724.8982601165753,397.8839923715602,2026-03-02,2026-05-14,73,2,650.0,19.15477236527663,target_rebalance,"early_scout,unknown",ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,0.548448,challenger CHRD outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,MLI,94.0,140.1300048828125,13172.220458984377,0.040040195278601,140.1300048828125,0.0,1453.640206527709,2026-05-14,2026-05-14,0,1,94.0,140.1300048828125,target_rebalance,unknown,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,3.694596,challenger BE outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,STM,203.0,64.78820037841797,13152.004676818848,0.0399787444497041,64.78820037841797,0.0,-1046.8520182514187,2026-05-14,2026-05-14,0,1,203.0,64.78820037841797,target_rebalance,unknown,HOLD,No preview order or no material target gap.,hold_target,nan,0.04,existing target holding,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,TKR,112.0,117.0,13104.0,0.0398328224587916,117.0,0.0,0.0,2026-05-14,2026-05-14,0,1,112.0,117.0,target_rebalance,unknown,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,3.477146,challenger BE outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,ON,110.0,118.91999816894533,13081.199798583984,0.0397635156536154,118.91999816894533,0.0,-294.3671213054668,2026-05-14,2026-05-14,0,1,110.0,118.91999816894533,target_rebalance,unknown,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,3.124035,challenger SNDK outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,AMD,29.0,449.5799865722656,13037.819610595703,0.0396316509309074,449.5799865722656,0.0,805.3398665046692,2026-05-14,2026-05-14,0,1,29.0,449.5799865722656,target_rebalance,unknown,ROTATION_REVIEW,Candidate should be reviewed for trim or replacement before acting.,review_rotation,nan,3.309288,challenger SNDK outranks held name,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,equity,NXPI,44.0,293.8612060546875,12929.89306640625,0.0393035817250703,293.8612060546875,0.0,0.0,2026-05-14,2026-05-14,0,1,44.0,293.8612060546875,target_rebalance,unknown,HOLD,No preview order or no material target gap.,hold_target,nan,0.04,existing target holding,green,simulated_broker_replay,blocked_by_safety_audit
2026-05-14,current_broker_ledger_mark_to_market,main,cash,CASH,0.0,1.0,1487.718475315567,0.0045222852484668,1.0,0.0,0.0,,,,0,0.0,0.0,,,CASH_POLICY_REVIEW,Combined cash target is materially above the macro floor without confirmed cash-raise evidence; review before reserving more cash.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
