rebalance_date,ticker,Name,sector,weight,raw_score,concentrated_score,portfolio_sleeve_label,concentrated_selection_source,period_forward_return,weighted_forward_return,target_n,weighting_mode,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_stock_names,portfolio_mode
2023-12-29,MA,MASTERCARD INC CLASS A,Financials,1.0,5.671118445315882,0.75952781091512,early_scout,preferred_final_label,0.07457643917951651,0.07457643917951651,1,conviction_curve,rebalance,1,2024-01-31,1,concentrated_alpha
2024-01-31,MA,MASTERCARD INC CLASS A,Financials,1.0,6.247779220650433,0.8040243258200517,early_scout,preferred_final_label,0.043758184316817106,0.043758184316817106,1,conviction_curve,rebalance,1,2024-02-29,1,concentrated_alpha
2024-02-29,MA,MASTERCARD INC CLASS A,Financials,1.0,7.1092587395865525,0.7800046484779379,early_scout,preferred_final_label,0.01210769619559171,0.01210769619559171,1,conviction_curve,rebalance,1,2024-03-28,1,concentrated_alpha
2024-03-28,MA,MASTERCARD INC CLASS A,Financials,1.0,6.832695912120242,0.8010540135674684,early_scout,preferred_final_label,-0.07124083061569997,-0.07124083061569997,1,conviction_curve,rebalance,1,2024-04-30,1,concentrated_alpha
2024-04-30,CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,1.0,8.088299454277381,0.8008225168086671,early_scout,preferred_final_label,-0.0044783068890612565,-0.0044783068890612565,1,conviction_curve,rebalance,1,2024-05-31,1,concentrated_alpha
2024-05-31,CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,1.0,6.096289067124846,0.7772477086057139,early_scout,preferred_final_label,-0.001395413474490237,-0.001395413474490237,1,conviction_curve,rebalance,1,2024-06-28,1,concentrated_alpha
2024-06-28,TT,TRANE TECHNOLOGIES PLC,Industrials,1.0,4.223433683086975,0.6695294249667869,early_scout,preferred_final_label,0.01799988151773313,0.01799988151773313,1,conviction_curve,rebalance,1,2024-07-31,1,concentrated_alpha
2024-07-31,DKS,DICKS SPORTING INC,Consumer Discretionary,1.0,3.7244014099056795,0.680907713764298,early_scout,preferred_final_label,0.08926426215973127,0.08926426215973127,1,conviction_curve,rebalance,1,2024-08-30,1,concentrated_alpha
2024-08-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,1.0,5.97744471996357,0.7900181929739243,early_scout,preferred_final_label,0.09334185855767774,0.09334185855767774,1,conviction_curve,rebalance,1,2024-09-30,1,concentrated_alpha
2024-09-30,DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,1.0,2.9377455199145652,0.6786297911374024,early_scout,preferred_final_label,0.03530167531254125,0.03530167531254125,1,conviction_curve,rebalance,1,2024-10-31,1,concentrated_alpha
2024-10-31,DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,1.0,2.1350445667918168,0.6672930911444497,early_scout,preferred_final_label,0.18571234084856525,0.18571234084856525,1,conviction_curve,rebalance,1,2024-11-29,1,concentrated_alpha
2024-11-29,WDAY,WORKDAY INC CLASS A,Information Technology,1.0,3.331545808645683,0.6588138698579813,early_scout,preferred_final_label,0.05773989005375224,0.05773989005375224,1,conviction_curve,rebalance,1,2024-12-31,1,concentrated_alpha
2024-12-31,DKS,DICKS SPORTING INC,Consumer Discretionary,1.0,4.4727310757258065,0.7566250111324246,early_scout,preferred_final_label,0.012862664376378508,0.012862664376378508,1,conviction_curve,rebalance,1,2025-01-31,1,concentrated_alpha
2025-01-31,DKS,DICKS SPORTING INC,Consumer Discretionary,1.0,3.8134790122794273,0.7051087376650009,early_scout,preferred_final_label,-0.030059432226945404,-0.030059432226945404,1,conviction_curve,rebalance,1,2025-02-28,1,concentrated_alpha
2025-02-28,MA,MASTERCARD INC CLASS A,Financials,1.0,5.019687658237342,0.7937097220122811,early_scout,preferred_final_label,-0.05288132104511689,-0.05288132104511689,1,conviction_curve,rebalance,1,2025-03-31,1,concentrated_alpha
2025-03-31,MA,MASTERCARD INC CLASS A,Financials,1.0,5.375696867780542,0.7707732655287898,early_scout,preferred_final_label,0.007447559360510336,0.007447559360510336,1,conviction_curve,rebalance,1,2025-04-30,1,concentrated_alpha
2025-04-30,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,1.0,4.817905921749272,0.7764928497426398,early_scout,preferred_final_label,-0.03405688503867821,-0.03405688503867821,1,conviction_curve,rebalance,1,2025-05-30,1,concentrated_alpha
2025-05-30,MA,MASTERCARD INC CLASS A,Financials,1.0,6.765248515303263,0.7882590401281218,early_scout,preferred_final_label,-0.03648588464189961,-0.03648588464189961,1,conviction_curve,rebalance,1,2025-06-30,1,concentrated_alpha
2025-06-30,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,1.0,4.974557027601689,0.7812079168291892,early_scout,preferred_final_label,0.09793924361477768,0.09793924361477768,1,conviction_curve,rebalance,1,2025-07-31,1,concentrated_alpha
2025-07-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,1.0,5.138884079765901,0.7875051651610663,early_scout,preferred_final_label,0.046922316826202515,0.046922316826202515,1,conviction_curve,rebalance,1,2025-08-29,1,concentrated_alpha
2025-08-29,MA,MASTERCARD INC CLASS A,Financials,1.0,6.140866185140667,0.7625735882568303,early_scout,preferred_final_label,-0.05026700147030794,-0.05026700147030794,1,conviction_curve,rebalance,1,2025-09-30,1,concentrated_alpha
2025-09-30,PPL,PPL CORP,Utilities,1.0,3.448605883718021,0.6973293488119454,early_scout,preferred_final_label,-0.019396515126967273,-0.019396515126967273,1,conviction_curve,rebalance,1,2025-10-31,1,concentrated_alpha
2025-10-31,DKS,DICKS SPORTING INC,Consumer Discretionary,1.0,2.9008083418358654,0.5956345447464073,early_scout,preferred_final_label,-0.06890127167582549,-0.06890127167582549,1,conviction_curve,rebalance,1,2025-11-28,1,concentrated_alpha
2025-11-28,EXPE,EXPEDIA GROUP INC,Consumer Discretionary,1.0,4.782628714334798,0.614578904481613,future_winner,preferred_final_label,0.11206279698194099,0.11206279698194099,1,conviction_curve,rebalance,1,2025-12-31,1,concentrated_alpha
2025-12-31,EXPE,EXPEDIA GROUP INC,Consumer Discretionary,1.0,4.409809232924957,0.6245098686705058,future_winner,preferred_final_label,-0.04787641032191636,-0.04787641032191636,1,conviction_curve,rebalance,1,2026-01-30,1,concentrated_alpha
2026-01-30,SYY,SYSCO CORP,Consumer Staples,1.0,3.092854105505211,0.6857086501141487,early_scout,preferred_final_label,0.0802425208146933,0.0802425208146933,1,conviction_curve,rebalance,1,2026-02-27,1,concentrated_alpha
2026-02-27,ETR,ENTERGY CORP,Utilities,1.0,3.8201162187751394,0.7156391409801048,early_scout,preferred_final_label,0.04740041165361952,0.04740041165361952,1,conviction_curve,rebalance,1,2026-03-31,1,concentrated_alpha
2019-04-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,1.0,1.407713510508096,0.582477038861253,early_scout,preferred_final_label,0.012671701442502403,0.012671701442502403,1,winner_take_all,initial_rebalance,1,2019-05-31,1,concentrated_alpha
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,1.0,5.583231615223895,0.8040376815032826,early_scout,preferred_final_label,0.07224000691002486,0.07224000691002486,1,winner_take_all,rebalance,1,2019-06-28,1,concentrated_alpha
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,1.0,5.449360791180408,0.7791419380817465,early_scout,preferred_final_label,0.01582498576658886,0.01582498576658886,1,winner_take_all,rebalance,1,2019-07-31,1,concentrated_alpha
2019-07-31,V,VISA INC CLASS A,Financials,1.0,5.78471524326138,0.7710734139153177,early_scout,preferred_final_label,0.008875470381938255,0.008875470381938255,1,winner_take_all,rebalance,1,2019-08-30,1,concentrated_alpha
2019-08-30,V,VISA INC CLASS A,Financials,1.0,5.632101929464622,0.7793303003918792,early_scout,preferred_final_label,-0.041546571565122536,-0.041546571565122536,1,winner_take_all,rebalance,1,2019-09-30,1,concentrated_alpha
2019-09-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,1.0,4.662248181983143,0.702955404037884,early_scout,preferred_final_label,0.023581172534742123,0.023581172534742123,1,winner_take_all,rebalance,1,2019-10-31,1,concentrated_alpha
2019-10-31,V,VISA INC CLASS A,Financials,1.0,6.175531146330474,0.7583244761045345,early_scout,preferred_final_label,0.024530260617098287,0.024530260617098287,1,winner_take_all,rebalance,1,2019-11-29,1,concentrated_alpha
2019-11-29,MA,MASTERCARD INC CLASS A,Financials,1.0,6.48297521852387,0.8082064905044336,early_scout,preferred_final_label,0.03396515201113681,0.03396515201113681,1,winner_take_all,rebalance,1,2019-12-31,1,concentrated_alpha
2019-12-31,MA,MASTERCARD INC CLASS A,Financials,1.0,6.305959351569918,0.8008536665240142,early_scout,preferred_final_label,0.06245532017055333,0.06245532017055333,1,winner_take_all,rebalance,1,2020-01-31,1,concentrated_alpha
2020-01-31,MA,MASTERCARD INC CLASS A,Financials,1.0,6.351798894182954,0.8076876812343157,early_scout,preferred_final_label,-0.06245278674827959,-0.06245278674827959,1,winner_take_all,rebalance,1,2020-02-28,1,concentrated_alpha
2020-02-28,MA,MASTERCARD INC CLASS A,Financials,1.0,6.55120418161579,0.8088745899109149,early_scout,preferred_final_label,-0.22734107703994444,-0.22734107703994444,1,winner_take_all,rebalance,1,2020-03-31,1,concentrated_alpha
2020-03-31,MA,MASTERCARD INC CLASS A,Financials,1.0,5.808811660710668,0.8268093576564517,early_scout,preferred_final_label,0.16530471700316007,0.16530471700316007,1,winner_take_all,rebalance,1,2020-04-30,1,concentrated_alpha
2020-04-30,NVDA,NVIDIA CORP,Information Technology,1.0,4.143733500981644,0.6897504374263622,early_scout,preferred_final_label,0.24258870438994018,0.24258870438994018,1,winner_take_all,rebalance,1,2020-05-29,1,concentrated_alpha
2020-05-29,NVDA,NVIDIA CORP,Information Technology,1.0,3.8156583071601524,0.7457393775156489,early_scout,preferred_final_label,0.07832249222667476,0.07832249222667476,1,winner_take_all,rebalance,1,2020-06-30,1,concentrated_alpha
2020-06-30,NVDA,NVIDIA CORP,Information Technology,1.0,4.302649469450939,0.7854404475896837,early_scout,preferred_final_label,0.12727467817669424,0.12727467817669424,1,winner_take_all,rebalance,1,2020-07-31,1,concentrated_alpha
2020-07-31,NVDA,NVIDIA CORP,Information Technology,1.0,3.7789564522155796,0.7284620868454403,early_scout,preferred_final_label,0.25637384913622974,0.25637384913622974,1,winner_take_all,rebalance,1,2020-08-31,1,concentrated_alpha
2020-08-31,MA,MASTERCARD INC CLASS A,Financials,1.0,3.4495959335171644,0.6942456009589819,early_scout,preferred_final_label,-0.043247300951513745,-0.043247300951513745,1,winner_take_all,rebalance,1,2020-09-30,1,concentrated_alpha
2020-09-30,BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,1.0,2.987541975300044,0.7234780370760039,early_scout,preferred_final_label,0.14601590400837772,0.14601590400837772,1,winner_take_all,rebalance,1,2020-10-30,1,concentrated_alpha
2020-10-30,CPRT,COPART INC,Industrials,1.0,2.6804162042856827,0.7058097298119077,early_scout,preferred_final_label,0.03663984287947386,0.03663984287947386,1,winner_take_all,rebalance,1,2020-11-30,1,concentrated_alpha
2020-11-30,LRCX,LAM RESEARCH CORP,Information Technology,1.0,3.0333922125489243,0.7018841210598996,early_scout,preferred_final_label,0.04198382036602699,0.04198382036602699,1,winner_take_all,rebalance,1,2020-12-31,1,concentrated_alpha
2020-12-31,LRCX,LAM RESEARCH CORP,Information Technology,1.0,4.178296244819781,0.7408449228017162,early_scout,preferred_final_label,0.026978965953664558,0.026978965953664558,1,winner_take_all,rebalance,1,2021-01-29,1,concentrated_alpha
2021-01-29,NVDA,NVIDIA CORP,Information Technology,1.0,4.5070166208319336,0.6972762049644847,early_scout,preferred_final_label,0.06295331215533073,0.06295331215533073,1,winner_take_all,rebalance,1,2021-02-26,1,concentrated_alpha
2021-02-26,LRCX,LAM RESEARCH CORP,Information Technology,1.0,4.160749061599331,0.7306947590684947,early_scout,preferred_final_label,0.06270633544210136,0.06270633544210136,1,winner_take_all,rebalance,1,2021-03-31,1,concentrated_alpha
2021-03-31,LRCX,LAM RESEARCH CORP,Information Technology,1.0,3.8544075074157873,0.7299792367260656,early_scout,preferred_final_label,0.029514438980865032,0.029514438980865032,1,winner_take_all,rebalance,1,2021-04-30,1,concentrated_alpha
2021-04-30,NVDA,NVIDIA CORP,Information Technology,1.0,5.5746174994117865,0.810525187583226,early_scout,preferred_final_label,0.0757023115697677,0.0757023115697677,1,winner_take_all,rebalance,1,2021-05-28,1,concentrated_alpha
2021-05-28,CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,1.0,5.260774039729758,0.6848901168518264,early_scout,preferred_final_label,0.12440086370093084,0.12440086370093084,1,winner_take_all,rebalance,1,2021-06-30,1,concentrated_alpha
2021-06-30,ABT,ABBOTT LABORATORIES,Health Care,1.0,4.612938499194929,0.6752796928478915,early_scout,preferred_final_label,0.05494804271554754,0.05494804271554754,1,winner_take_all,rebalance,1,2021-07-30,1,concentrated_alpha
2021-07-30,MA,MASTERCARD INC CLASS A,Financials,1.0,5.184445904653678,0.7708511422547253,early_scout,preferred_final_label,-0.10768032001689865,-0.10768032001689865,1,winner_take_all,rebalance,1,2021-08-31,1,concentrated_alpha
2021-08-31,LRCX,LAM RESEARCH CORP,Information Technology,1.0,5.465984213646886,0.681331003527033,early_scout,preferred_final_label,-0.05825886173354111,-0.05825886173354111,1,winner_take_all,rebalance,1,2021-09-30,1,concentrated_alpha
2021-09-30,MA,MASTERCARD INC CLASS A,Financials,1.0,4.872695461727194,0.7348220410065815,early_scout,preferred_final_label,-0.04046688784737462,-0.04046688784737462,1,winner_take_all,rebalance,1,2021-10-29,1,concentrated_alpha
2021-10-29,MDB,MONGODB INC CLASS A,Information Technology,1.0,4.186066479786944,0.6804913317193682,early_scout,preferred_final_label,-0.038295734800200765,-0.038295734800200765,1,winner_take_all,rebalance,1,2021-11-30,1,concentrated_alpha
2021-11-30,PANW,PALO ALTO NETWORKS INC,Information Technology,1.0,3.2458146517821644,0.6457225400997291,early_scout,preferred_final_label,0.01625085626073952,0.01625085626073952,1,winner_take_all,rebalance,1,2021-12-31,1,concentrated_alpha
2021-12-31,V,VISA INC CLASS A,Financials,1.0,4.774723753796272,0.7024275161615312,early_scout,preferred_final_label,0.04312221732773214,0.04312221732773214,1,winner_take_all,rebalance,1,2022-01-31,1,concentrated_alpha
