rebalance_date,net_return,drawdown,regime_state
2022-03-31,-0.13346645412832056,-0.1666680245944978,
2022-11-30,-0.10907060064143344,-0.2576032969096447,
2025-10-31,-0.07315012663688546,-0.07315012663688547,
2019-04-30,-0.06875719883585818,-0.06875719883585818,
2020-02-28,-0.06854602143781836,-0.11199216437941384,
2021-12-31,-0.06614730218430238,-0.07469549306940004,
2022-05-31,-0.0631245169077256,-0.21560922861623566,
2022-08-31,-0.061136645977809836,-0.2348132804720724,
2025-03-31,-0.05769366800447246,-0.12143301170357101,
2019-08-30,-0.05442179537422543,-0.06485648732165505,
