rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month
2019-05-31,2019-06-28,risk_off_alert,0.18,0.36,0.18,0.28,0.3420226909767083,0.28,0.3420226909767083,0.72,0.6579773090232917,initial_rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.0491817955602667
2019-06-28,2019-07-31,balanced,0.5,0.3,0.2,0.0,0.0205017426968835,0.0,0.0205017426968835,1.0,0.9794982573031166,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.059669604178676
2019-07-31,2019-08-30,balanced,0.5,0.3,0.2,0.0,0.12076730378903916,0.0,0.12076730378903916,1.0,0.8792326962109608,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.0721749721308993
2019-08-30,2019-09-30,balanced,0.5,0.3,0.2,0.0,0.1468547515926535,0.0,0.1468547515926535,1.0,0.8531452484073464,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.00900136956665333,1.0625239289666328
2019-09-30,2019-10-31,balanced,0.5,0.3,0.2,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.00900136956665333,0.0,1.092561989670681
2019-10-31,2019-11-29,growth_reentry_alert,0.5,0.3,0.2,0.0,0.00142923729203757,0.0,0.00142923729203757,1.0,0.9985707627079624,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,20,0.0,0.0,1.1036381170447098
2019-11-29,2019-12-31,balanced,0.5,0.3,0.2,0.0,0.06772744691662273,0.0,0.06772744691662273,1.0,0.9322725530833773,rebalance,"core_compounder,early_scout,future_winner",1,20,0.0,0.0,1.1408402226410508
2019-12-31,2020-01-31,balanced,0.5,0.3,0.2,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.221221136870667
2020-01-31,2020-02-28,balanced,0.5,0.3,0.2,0.0,0.2308421977056374,0.0,0.2308421977056374,1.0,0.7691578022943626,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.025689643489154177,1.18984840124304
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.8938486423089875,0.28,0.8938486423089875,0.72,0.10615135769101235,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.025689643489154177,-0.07870595889965583,1.1251037562647332
2020-03-31,2020-04-30,systemic_alert,0.2,0.3,0.1,0.4,0.3562611671182651,0.4,0.3562611671182651,0.6,0.6437388328817348,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.07870595889965583,0.0,1.2603306900256377
2020-04-30,2020-05-29,balanced,0.5,0.3,0.2,0.0,0.003931139893046493,0.0,0.003931139893046493,1.0,0.9960688601069535,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.401561502256276
2020-05-29,2020-06-30,balanced,0.5,0.3,0.2,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.5104534275289874
2020-06-30,2020-07-31,balanced,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.6477790726507362
2020-07-31,2020-08-31,balanced,0.5,0.3,0.2,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.8304259819261088
2020-08-31,2020-09-30,balanced,0.5,0.3,0.2,0.0,0.16129242031219848,0.0,0.16129242031219848,1.0,0.8387075796878015,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.02287987762065687,1.7885460594659688
2020-09-30,2020-10-30,balanced,0.5,0.3,0.2,0.0,0.06061280514219489,0.0,0.06061280514219489,0.9999999999999999,0.9393871948578051,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.02287987762065687,-0.038690173789237316,1.7596064825770523
2020-10-30,2020-11-30,risk_off_alert,0.18,0.36,0.18,0.28,0.2904503066779348,0.25446689954383117,0.2904503066779348,0.7455331004561688,0.7095496933220651,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.038690173789237316,0.0,1.8799105852887297
2020-11-30,2020-12-31,growth_reentry_alert,0.5,0.3,0.2,0.0,0.02793552144670064,0.0,0.02793552144670064,1.0,0.9720644785532992,rebalance,"core_compounder,early_scout,future_winner",1,20,0.0,0.0,1.9845801857149465
2020-12-31,2021-01-29,balanced,0.5,0.3,0.2,0.0,0.29400460078712953,0.0,0.29400460078712953,1.0,0.7059953992128705,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.007903341603711651,1.9688953705672838
2021-01-29,2021-02-26,risk_off_alert,0.18,0.36,0.18,0.28,0.4101854876635194,0.28,0.4101854876635194,0.72,0.5898145123364806,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.007903341603711651,0.0,2.0683972778101882
2021-02-26,2021-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.6196632979451713,0.2799999999999999,0.6196632979451713,0.7200000000000001,0.38033670205482856,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.01967030101217422,2.0277112807429
2021-03-31,2021-04-30,growth_reentry_alert,0.5,0.3,0.2,0.0,0.06256435317430334,0.03362918821510813,0.06256435317430334,0.9663708117848919,0.9374356468256967,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.01967030101217422,0.0,2.1055762339357194
2021-04-30,2021-05-28,balanced,0.5,0.3,0.2,0.0,0.37154643957958466,0.0,0.37154643957958466,1.0,0.6284535604204153,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,21,0.0,-0.004736151904208285,2.095603905045909
2021-05-28,2021-06-30,balanced,0.5,0.3,0.2,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.004736151904208285,0.0,2.1881952874664
2021-06-30,2021-07-30,balanced,0.5,0.3,0.2,0.0,0.19783059590938223,0.0,0.19783059590938223,1.0,0.8021694040906178,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.2993848301185578
2021-07-30,2021-08-31,balanced,0.5,0.3,0.2,0.0,0.09176066969571471,0.0,0.09176066969571471,1.0,0.9082393303042853,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.396980353958779
2021-08-31,2021-09-30,balanced,0.5,0.3,0.2,0.0,0.41283421829814804,0.0,0.41283421829814804,1.0,0.587165781701852,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.04653375961022594,2.2854398463772267
2021-09-30,2021-10-29,risk_off_alert,0.18,0.36,0.18,0.28,0.2604101863001611,0.28,0.2604101863001611,0.72,0.7395898136998389,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.04653375961022594,0.0,2.4516592325853668
2021-10-29,2021-11-30,growth_reentry_alert,0.5,0.3,0.2,0.0,0.2721164430495199,0.0,0.2721164430495199,1.0,0.7278835569504801,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.01007773164230356,2.4269520687609956
2021-11-30,2021-12-31,balanced,0.5,0.3,0.2,0.0,0.09662077529506026,0.0,0.09662077529506026,1.0,0.9033792247049397,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.01007773164230356,0.0,2.501189736663083
2021-12-31,2022-01-31,balanced,0.5,0.3,0.2,0.0,0.37270209740040655,0.0,0.37270209740040655,1.0,0.6272979025995935,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.03621583953023815,2.4106070505254142
2022-01-31,2022-02-28,balanced,0.5,0.3,0.2,0.0,0.04382971036808796,0.0,0.04382971036808796,0.9999999999999999,0.956170289631912,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.03621583953023815,-0.054848303650737285,2.3640037224984787
2022-02-28,2022-03-31,balanced,0.5,0.3,0.2,0.0,0.08731834491164175,0.0,0.08731834491164175,1.0,0.9126816550883582,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.054848303650737285,-0.006092071925711668,2.4859523088874798
2022-03-31,2022-04-29,growth_reentry_alert,0.5,0.3,0.2,0.0,0.6196308747914238,0.0,0.6196308747914238,1.0,0.38036912520857624,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.006092071925711668,-0.06543218979913441,2.337531415090097
2022-04-29,2022-05-31,risk_off_alert,0.18,0.36,0.18,0.28,0.41534956568251263,0.28784960677538546,0.41534956568251263,0.7121503932246146,0.5846504343174874,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.06543218979913441,-0.07089496961833457,2.3238679662726636
