rebalance_date,next_rebalance_date,gross_return,cost,net_return,turnover,missing_tickers,cash_weight,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_n,weighting_mode,portfolio_mode,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,equity,equity_value_usd,bench_return,benchmark_equity,benchmark_value_usd,target_stock_names
2019-04-30,2019-05-31,0.006335881186194214,0.00125,0.005085881186194214,0.25,0,0.0,initial_rebalance,1,2019-05-31,1,conviction_curve,concentrated_alpha,0.006335881186194214,0.0,0,True,-0.08,1.0050858811861942,100508.58811861943,-0.06131893163869451,0.9386810683613055,93868.10683613055,1
2019-05-31,2019-06-28,0.03612010236828189,0.00375,0.03237010236828189,0.75,0,0.0,rebalance,1,2019-06-28,1,conviction_curve,concentrated_alpha,0.03612010236828189,0.0,0,True,-0.08,1.0376206140491062,103762.06140491062,0.08011805644118142,1.0138863711765451,101388.6371176545,1
2019-06-28,2019-07-31,0.007912373714486054,0.00125,0.006662373714486054,0.25,0,0.0,rebalance,1,2019-07-31,1,conviction_curve,concentrated_alpha,0.007912373714486054,0.0,0,True,-0.08,1.0445336303537558,104453.36303537557,-0.0036331987329345505,1.0102027204974469,101020.27204974469,1
2019-07-31,2019-08-30,0.004437929174106348,0.00375,0.0006879291741063477,0.75,0,0.0,rebalance,1,2019-08-30,1,conviction_curve,concentrated_alpha,0.004437929174106348,0.0,0,True,-0.08,1.0452521955114114,104525.21955114114,-0.01601118650035893,0.9940281763363923,99402.81763363924,1
2019-08-30,2019-09-30,-0.02077309628291729,0.00125,-0.022023096282917293,0.25,0,0.0,rebalance,1,2019-09-30,1,conviction_curve,concentrated_alpha,-0.02077309628291729,0.0,0,True,-0.08,1.0222325057697328,102223.25057697328,0.011691962549935209,1.0056503165476978,100565.03165476977,1
2019-09-30,2019-10-31,0.01179058760308338,0.00375,0.00804058760308338,0.75,0,0.0,rebalance,1,2019-10-31,1,conviction_curve,concentrated_alpha,0.01179058760308338,0.0,0,True,-0.08,1.0304518557830937,103045.18557830938,0.043077969560411544,1.0489716902723578,104897.16902723578,1
2019-10-31,2019-11-29,-0.030986635668300178,0.00125,-0.03223663566830018,0.25,0,0.0,rebalance,1,2019-11-29,1,conviction_curve,concentrated_alpha,-0.030986635668300178,0.0,0,True,-0.08,0.9972335547344904,99723.35547344903,0.01531182851795454,1.0650333649139971,106503.3364913997,1
2019-11-29,2019-12-31,0.016982633150352644,0.00375,0.013232633150352644,0.75,0,0.0,rebalance,1,2019-12-31,1,conviction_curve,concentrated_alpha,0.016982633150352644,0.0,0,True,-0.08,1.010429580529514,101042.9580529514,0.046238282266118924,1.114278678263725,111427.8678263725,1
2019-12-31,2020-01-31,0.00713371894353465,0.00375,0.0033837189435346506,0.75,0,0.0,rebalance,1,2020-01-31,1,conviction_curve,concentrated_alpha,0.00713371894353465,0.0,0,True,-0.08,1.0138485902422596,101384.85902422595,-0.0027410715656029927,1.1112243606625787,111122.43606625787,1
2020-01-31,2020-02-28,-0.031226482085580154,0.00375,-0.03497648208558016,0.75,0,0.0,rebalance,1,2020-02-28,1,conviction_curve,concentrated_alpha,-0.031226482085580154,0.0,0,True,-0.08,0.9783877331881605,97838.77331881605,-0.048843923519200194,1.0569478029777035,105694.78029777035,1
