adaptive_rebalance_policy,avg_rebalance_interval_months,rebalance_count,rebalanced_month_ratio,strategy_cagr,benchmark_cagr,excess_cagr,sharpe,sortino,max_dd,ir,beat_month_ratio,avg_turnover_monthly,avg_cash_weight,avg_stock_names,rebalance_interval_months,trade_cost_bps_per_side,starting_capital_usd,ending_capital_usd,months,benchmark_source,portfolio_mode,policy_mode,sleeve_test,sleeve_role,target_stock_names,weighting_mode,comparison_objective
False,1.0,83,1.0,0.48194963399496005,0.12431659548690965,0.3576330385080504,1.8368841417296249,5.299563136175752,-0.1636049644611518,1.6307028251374236,0.6144578313253012,0.6017382756938956,0.07801343124983089,4.0,1,25.0,100000.0,1519140.6551704316,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,4,score_power,0.6280514079783198
False,1.0,83,1.0,0.47805331816416063,0.12431659548690965,0.353736722677251,1.8226993273726397,5.2874011397572405,-0.1567147185058495,1.585993636636787,0.5783132530120482,0.6167819901370306,0.07650083751426871,4.0,1,25.0,100000.0,1491728.7622517925,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,4,conviction_curve,0.6242855029632376
False,1.0,83,1.0,0.46257028232939956,0.12431659548690965,0.3382536868424899,1.819526482804783,5.311990960944771,-0.15083761706560894,1.6698161912686589,0.6385542168674698,0.5944969814225933,0.0814169237915818,5.0,1,25.0,100000.0,1386939.398080322,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,5,score_power,0.612054670181897
False,1.0,83,1.0,0.457118219347461,0.12431659548690965,0.33280162386055134,1.8074210471063306,5.21651911121469,-0.14892555860177115,1.5920231590089413,0.6265060240963856,0.6104460389663603,0.07740473022445908,5.0,1,25.0,100000.0,1351571.2772575102,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,5,conviction_curve,0.6054674646437719
False,1.0,83,1.0,0.4713940734706348,0.12431659548690965,0.3470774779837251,1.6800648799252744,5.097381098510293,-0.18461381999554993,1.391544694507174,0.6024096385542169,0.6441139832257156,0.08230219448827673,3.0,1,25.0,100000.0,1445857.8599581348,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,3,score_power,0.5939588377558915
False,1.0,83,1.0,0.4522933717408715,0.12431659548690965,0.3279767762539618,1.7876033799421844,4.845200576762992,-0.173251963707294,1.5151128372399951,0.6144578313253012,0.6335913444684346,0.06710490790330002,4.0,1,25.0,100000.0,1320918.3005837295,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,4,winner_take_all,0.5871459088950632
False,1.0,83,1.0,0.4776725484520292,0.12431659548690965,0.35335595296511957,1.4964386435987151,4.93339928704957,-0.2089341147639291,1.188901534308006,0.5662650602409639,0.7151194261749141,0.09352315375322719,2.0,1,25.0,100000.0,1489072.7624586385,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,2,winner_take_all,0.5737851455509998
False,1.0,83,1.0,0.4776725484520292,0.12431659548690965,0.35335595296511957,1.4964386435987151,4.93339928704957,-0.2089341147639291,1.188901534308006,0.5662650602409639,0.7151194261749141,0.09352315375322719,2.0,1,25.0,100000.0,1489072.7624586385,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,2,score_power,0.5737851455509998
False,1.0,83,1.0,0.477672548452029,0.12431659548690965,0.35335595296511935,1.4964386435987147,4.93339928704957,-0.2089341147639291,1.188901534308006,0.5662650602409639,0.7151194261749141,0.09352315375322719,2.0,1,25.0,100000.0,1489072.7624586378,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,2,conviction_curve,0.5737851455509996
False,1.0,83,1.0,0.4569448904519635,0.12431659548690965,0.33262829496505386,1.6537037447581313,4.940208875372307,-0.19741903017398788,1.3346547123216936,0.5783132530120482,0.6616018702597981,0.0797287389646285,3.0,1,25.0,100000.0,1350459.6500839368,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,3,conviction_curve,0.5692296456199977
False,1.0,83,1.0,0.4545368248737329,0.12431659548690965,0.33022022938682327,1.6625492313872985,5.000773866542158,-0.1997066459653547,1.3549422857356994,0.5903614457831325,0.6639406979079121,0.07791216965064479,3.0,1,25.0,100000.0,1335096.4854248818,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,3,winner_take_all,0.5667409130190059
False,1.0,83,1.0,0.430199434838745,0.12431659548690965,0.30588283935183536,1.7274829694873974,4.730002036459889,-0.17408763893810764,1.4551665517340815,0.6626506024096386,0.6342609866857808,0.06724012855536776,5.0,1,25.0,100000.0,1188027.5113067785,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,5,winner_take_all,0.5595846024558485
False,1.0,83,1.0,0.4161317969262175,0.12431659548690965,0.29181520143930784,1.7267908179086178,4.909396226300561,-0.15850665564511213,1.5081443666651637,0.6626506024096386,0.6087475512655354,0.0861387292582272,7.0,1,25.0,100000.0,1109516.4536571745,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,7,conviction_curve,0.5510662711076137
False,1.0,83,1.0,0.4069166509110951,0.12431659548690965,0.2826000554241854,1.7491010431740701,4.828715626782255,-0.15579937061058424,1.5180276804746369,0.6385542168674698,0.6063211128043644,0.08643730423388991,10.0,1,25.0,100000.0,1060529.8320192553,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,10,conviction_curve,0.5429688513560662
False,2.0,42,0.5060240963855421,0.3937540415826737,0.12431659548690965,0.26943744609576403,1.7653227976642922,4.973469314715438,-0.1389445356118273,1.3569623464511393,0.6506024096385542,0.38186813019570576,0.12590834783246305,4.771084337349397,2,25.0,100000.0,993773.6257976316,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,5,score_power,0.5378543249143043
False,2.0,42,0.5060240963855421,0.3982244610663399,0.12431659548690965,0.27390786557943025,1.6809766787050513,4.596715369117093,-0.1389105858066102,1.2611189133945728,0.6746987951807228,0.39730403327796543,0.1025672740907992,4.771084337349397,2,25.0,100000.0,1016030.7711405464,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,5,winner_take_all,0.5370032296636325
False,1.0,83,1.0,0.394154485814018,0.12431659548690965,0.26983789032710837,1.6877443648789363,4.613578629529474,-0.17207973516136232,1.5240981459555376,0.6867469879518072,0.5939077173743244,0.0980179396871662,7.0,1,25.0,100000.0,995750.1829141963,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,7,score_power,0.5186234822811941
False,2.0,42,0.5060240963855421,0.37990668358692137,0.12431659548690965,0.2555900881000117,1.6236137016155388,4.613513731221276,-0.1366532046593537,1.1644261341560012,0.6385542168674698,0.39975575415884557,0.10165545811660301,3.8536585365853657,2,25.0,100000.0,927457.2146731705,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,4,winner_take_all,0.5118346746528463
False,2.0,42,0.5060240963855421,0.3846642025735807,0.12431659548690965,0.26034760708667104,1.546838181056279,4.951073240899558,-0.1305589856988828,1.0592611354558212,0.5783132530120482,0.4039293286118152,0.10225871591406978,2.8902439024390243,2,25.0,100000.0,949800.8349020409,83,FRED:SP500 (fallback ^GSPC),concentrated_alpha,fixed_interval,future_early_concentrated,concentrated_alpha,3,winner_take_all,0.5112586638714257
