portfolio,official_metric_mode,target_type,target_contract_status,status,valid_for_production,evidence_window_label,pit_universe_label_clean,production_promotion_allowed,verdict_status,target_pass,cagr,cagr_target,canonical_cagr_target,cagr_gap_pp,max_dd,max_dd_target,canonical_max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,broker_ledger_trading_days_estimate,broker_ledger_actual_trading_days,data_readiness_status,data_readiness_policy_replay_ready,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.3502292258141284,0.3,0.35,0.0,-0.26032442012514556,-0.25,-0.25,1.0324,1.276208074437592,2019-07-01,2026-06-22,6.976043805612594,1753,1753,warn,True,812322.4597446707,0.2636169327596494,0.14631588226446152,13,1647,36839.833585522174,12,7,5,1122,0.56951871657754,0.10958571364151017,60.520499108734406,3.546862270710793,0.35298231322109364,-0.15542546657243672,1.8408732345579772
concentrated,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.45960777470565395,0.5,0.5,4.0392,-0.2459978159609808,-0.28,-0.25,0.0,1.4341529693138253,2019-07-01,2026-06-22,6.976043805612594,1714,1714,warn,True,1398681.0871639494,0.4133115077523461,0.05539122204470829,5,586,37071.84652707577,5,3,2,387,0.5503875968992248,0.12109077606057816,53.50904392764858,3.765795683397593,0.5161428541107949,-0.1839540748408418,1.5824348286089727
