ticker,trade_count,win_rate,compound_realized_return,avg_realized_return,best_trade_return,worst_trade_return,avg_alpha_vs_benchmark,avg_holding_days,max_holding_days,dominant_exit_reason,churn_tag
NVDA,9,0.7777777777777778,8.14537795498183,0.32987152983697715,1.0216606568456696,-0.0799999999999999,0.2548556612485952,101.77777777777777,306.0,scheduled_rebalance,normal
LITE,1,1.0,4.747047659460877,4.747047659460877,4.747047659460877,4.747047659460877,4.722142507283508,182.0,182.0,scheduled_rebalance,patient_winner
LRCX,9,0.6666666666666666,3.348354233807542,0.2127189848010632,0.8166550378392265,-0.0799999999999999,0.18141323301507759,97.11111111111111,181.0,scheduled_rebalance,normal
GOOGL,7,1.0,2.371614136924667,0.19296864529467356,0.3374529865147411,0.0580742978684294,0.10188528493013672,149.42857142857142,399.0,scheduled_rebalance,normal
AVGO,4,0.75,2.2466313590431275,0.38243093542592227,0.7562473945890726,-0.1085525596968925,0.3292841109075263,213.0,427.0,scheduled_rebalance,patient_winner
SE,4,0.75,1.3878296190017787,0.3138837705559239,1.1304950369477464,-0.0664165003159465,0.21938817756149967,83.25,241.0,scheduled_rebalance,normal
SHOP,8,0.5,1.3081587406596502,0.1535596920689116,1.0607995281339804,-0.0799999999999999,0.12201521823320094,42.0,121.0,scheduled_rebalance,profitable_reentry_churn
TSLA,4,0.75,1.1852513866297283,0.2589248426830214,0.5870200541201764,-0.1410227766743048,0.2654907840612246,23.0,62.0,single_period_hold,profitable_reentry_churn
ORLY,8,1.0,1.1635837826211946,0.10447873339297772,0.2960201560415616,0.0066456373861998,0.042373231342206115,117.75,398.0,scheduled_rebalance,normal
JD,4,0.5,1.0974635369400305,0.28929087319577174,1.1939365120007994,-0.0799999999999999,0.14953079918031323,69.0,244.0,single_period_hold,profitable_reentry_churn
UNH,6,1.0,1.0359108283100107,0.13156179634626933,0.3574291056488847,0.0229789563184299,0.02284507817689464,112.16666666666667,244.0,scheduled_rebalance,normal
AAPL,7,0.7142857142857143,0.9398417011097242,0.11058581040985813,0.457048352264997,-0.0985121365199886,0.087222815854581,91.71428571428571,273.0,scheduled_rebalance,normal
NOW,9,0.4444444444444444,0.8884459124784729,0.10090839129798355,0.8673596619142934,-0.0756743471187361,0.029597010546344324,104.77777777777777,276.0,scheduled_rebalance,normal
MSFT,6,0.8333333333333334,0.8733923799600667,0.11609998964039059,0.2766735953675554,-0.042502030246858,0.07032891628604719,100.83333333333333,213.0,scheduled_rebalance,normal
MELI,5,0.6,0.8185733695205171,0.14109743511072986,0.3754362491006937,-0.0799999999999999,0.07675233485779835,67.0,122.0,scheduled_rebalance,profitable_reentry_churn
PLTR,3,0.6666666666666666,0.7984213852750941,0.24513609307746767,0.5714878113686244,-0.0799999999999999,0.19034683922559437,91.66666666666667,184.0,scheduled_rebalance,normal
WDC,1,1.0,0.7802161329805897,0.7802161329805897,0.7802161329805897,0.7802161329805897,0.7758889102986457,91.0,91.0,scheduled_rebalance,normal
FTNT,5,0.6,0.7606862991138958,0.12833445566865936,0.3271706745222771,-0.0145643060078424,0.05662334774299345,43.6,95.0,scheduled_rebalance,profitable_reentry_churn
AMAT,6,0.8333333333333334,0.7231503613322969,0.10298357568968149,0.3877219609518045,-0.056133692937504,0.06445290944132455,50.5,244.0,scheduled_rebalance,profitable_reentry_churn
TMUS,7,0.8571428571428571,0.6456971066971333,0.07764653929451906,0.2577507975839512,-0.0526895973192524,0.03180573085074045,56.285714285714285,121.0,scheduled_rebalance,profitable_reentry_churn
LNG,2,1.0,0.6196525147786272,0.2729054557237696,0.2981202218878787,0.2476906895596606,0.29218119569165507,45.0,62.0,scheduled_rebalance,normal
