current_book,ticker,name,sector,current_weight,history_status,first_seen,last_seen,total_months_held,run_count,current_run_months,current_run_return,current_run_recent_3m_return,current_run_tag,historical_weighted_contribution
current_concentrated,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.4241503882180017,open_history,2023-06-30,2026-03-31,10.0,4.0,5.0,0.7450635705843149,0.9777906274099908,normal,0.035527276827818595
current_concentrated,ARM,nan,nan,0.4217824146449027,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_concentrated,MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,0.1540671971370956,open_history,2026-01-30,2026-02-27,3.0,2.0,2.0,0.04044537437111839,0.04044537437111839,normal,0.011946070590353
current_main,GOOG,ALPHABET INC CLASS C,Communication,0.1980367649507865,open_history,2019-07-31,2026-02-27,149.0,31.0,5.0,0.04144441690821399,-0.07448917002029465,normal,0.5755180335465699
current_main,VRT,VERTIV HOLDINGS CLASS A,Industrials,0.1244380835846251,open_history,2023-12-29,2026-02-27,15.0,8.0,1.0,0.03055313457005715,0.03055313457005715,normal,0.0665035252047815
current_main,GEV,GE VERNOVA INC,Industrials,0.1153015153591668,returning_after_gap,2025-07-31,2025-07-31,1.0,1.0,1.0,-0.0746342041624094,-0.0746342041624094,normal,-0.0055010849517802
current_main,AMD,ADVANCED MICRO DEVICES INC,Information Technology,0.0744284413280043,returning_after_gap,2019-10-31,2025-10-31,48.0,15.0,1.0,-0.07999999999999996,-0.07999999999999996,normal,0.15933336649777552
current_main,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.0744284413280043,open_history,2023-06-30,2026-03-31,10.0,4.0,5.0,0.7450635705843149,0.9777906274099908,normal,0.035527276827818595
current_main,ARM,nan,nan,0.0744284413280043,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,UMC,nan,nan,0.0559209058481101,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,RKLB,ROCKET LAB CORP,Industrials,0.0492180451954504,returning_after_gap,2025-10-31,2026-01-30,3.0,2.0,2.0,0.03110868187972815,0.03110868187972815,normal,-0.0063177742906151
current_main,NXPI,nan,nan,0.0460423292011031,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,TKR,nan,nan,0.0385790127056437,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,MLI,MUELLER INDUSTRIES INC,Industrials,0.0385790127056437,returning_after_gap,2023-02-28,2025-11-28,19.0,9.0,1.0,0.05559263976457207,0.05559263976457207,normal,0.04552583834054614
current_main,ON,ON SEMICONDUCTOR CORP,Information Technology,0.0383573380079935,returning_after_gap,2021-11-30,2023-09-29,18.0,8.0,3.0,-0.42876321593330136,-0.42876321593330136,normal,-0.012453706881087812
current_main,HPE,nan,nan,0.0383573380079935,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
current_main,FIX,nan,nan,0.0338843304494701,new_unseen,nan,nan,nan,nan,nan,nan,nan,nan,nan
