book,journey_tag,count,avg_run_months,avg_total_return,total_weighted_contribution
concentrated_grid_presence,normal,430,2.353488372093023,0.03961093828310069,8.309943449760762
concentrated_grid_presence,short_big_win_review,27,2.4444444444444446,0.27619884546962614,1.4623550325770107
concentrated_grid_presence,quick_loss,11,2.0,-0.12883471339445496,-0.053995139372521
concentrated_grid_presence,long_winner,9,8.555555555555555,1.1047417662050572,3.66101339611123
concentrated_grid_presence,open_winner_hold,2,6.0,1.0041588604726064,0.510305014641917
lifecycle_review_overlay_main,normal,147,4.64625850340136,0.043786712900449366,0.3641501975518196
lifecycle_review_overlay_main,long_winner,14,12.928571428571429,1.4628927457037302,1.1210214503188745
lifecycle_review_overlay_main,quick_loss,8,2.0,-0.13880148027508526,-0.05091076785962599
lifecycle_review_overlay_main,open_stale_watch,1,9.0,0.19887681947948854,0.008557467290431497
main_v2_research,normal,372,1.7473118279569892,0.03759922048268472,0.9907629313125559
main_v2_research,quick_loss,62,1.1774193548387097,-0.15733984541543397,-0.6607226087272111
main_v2_research,short_big_win_review,28,2.0357142857142856,0.31486197419427026,0.5470906733151346
main_v2_research,long_winner,10,7.3,0.9744639789389513,0.6853964969030557
main_v2_research,open_winner_hold,1,8.0,3.6944847908747738,0.142166056483836
monster_lifecycle_concentrated,normal,95,4.621052631578947,0.052343448825329986,0.6739389026381986
monster_lifecycle_concentrated,quick_loss,20,1.35,-0.14215045352084904,-0.08280848064705991
monster_lifecycle_concentrated,long_winner,7,9.714285714285714,0.7619502445854263,0.626377992608997
monster_lifecycle_concentrated,short_big_win_review,3,3.0,0.36981084880567977,0.06796631949437121
monster_lifecycle_concentrated,open_winner_hold,1,16.0,0.5899346813969413,0.1325995883228835
monster_lifecycle_main,normal,137,5.240875912408759,0.05312820646440617,0.47567085688794863
monster_lifecycle_main,quick_loss,28,1.3928571428571428,-0.14431257163987654,-0.08139682935290939
monster_lifecycle_main,long_winner,10,10.8,0.9449710315526312,0.7550112152651333
monster_lifecycle_main,open_winner_hold,2,12.0,0.7130578643317885,0.17006588616049273
monster_lifecycle_main,short_big_win_review,2,3.0,0.3706106326869202,0.0337426977405796
production_main,normal,544,2.744485294117647,0.0416263506457507,1.2528893763383997
production_main,short_big_win_review,16,2.3125,0.31615873827602087,0.25796052457646607
production_main,long_winner,10,9.1,0.8348166023441307,0.47664548709290694
production_main,quick_loss,7,2.0,-0.12904559209562708,-0.03669859614822251
production_main,open_winner_hold,2,6.5,2.6894109684020675,0.07518216477110651
