portfolio_kind,base_rebalance_date,period_end_date,action_date,ticker,action,reason,original_weight,new_weight,cash_weight_after,price_return,benchmark_return,relative_return,action_price
concentrated,2019-07-31,2019-08-30,2019-08-14,TSCO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2561219067521049,0.0,0.2561219067521049,-0.08437270542992892,-0.04603512638911911,-0.04018762126502318,17.9664249420166
concentrated,2019-08-30,2019-09-30,2019-09-20,V,weekly_relative_trim,relative_underperformance_trim50,0.4653400288552027,0.23267001442760135,0.23267001442760138,-0.0357853429960322,0.03127432442809952,-0.06502602250019185,166.21273803710938
concentrated,2019-10-31,2019-11-29,2019-11-07,BKNG,daily_hard_stop_exit,daily_close_breached_hard_stop,0.3966074978562739,0.0,0.3966074978562739,-0.08583130171353281,0.010691313557628757,-0.0955015779559858,72.64019012451172
concentrated,2020-01-31,2020-02-28,2020-02-21,CPRT,weekly_relative_trim,relative_underperformance_trim50,0.2044398154306353,0.10221990771531765,0.10221990771531775,-0.06800388606432073,0.03132825075216994,-0.09631476374669812,23.8125
concentrated,2020-01-31,2020-02-28,2020-02-24,CPRT,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2044398154306353,0.0,0.20443981543063539,-0.09227006444972286,-0.0028763243170570885,-0.08965160723060639,23.1924991607666
concentrated,2020-01-31,2020-02-28,2020-02-27,MA,daily_hard_stop_exit,daily_close_breached_hard_stop,0.5,0.0,0.7044398154306354,-0.10345022354133493,-0.0799133513124205,-0.02558114745224016,275.8302917480469
concentrated,2020-02-28,2020-03-31,2020-03-06,RNG,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2954642879258906,0.0,0.29546428792589075,-0.08833059715433655,-0.002514825998805259,-0.08603212698520624,216.25332641601562
concentrated,2020-02-28,2020-03-31,2020-03-09,MA,daily_hard_stop_exit,daily_close_breached_hard_stop,0.4741000054320242,0.0,0.7695642933579149,-0.12338952834578265,-0.0804130030979785,-0.04673459432613436,252.85250854492188
concentrated,2020-02-28,2020-03-31,2020-03-09,NVDA,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2304357066420851,0.0,1.0,-0.11361474002379268,-0.0804130030979785,-0.03610505263522301,6.112036228179932
concentrated,2020-05-29,2020-06-30,2020-06-05,VEEV,weekly_relative_trim,relative_underperformance_trim50,0.3310929743534662,0.1655464871767331,0.16554648717673315,-0.06405755073470076,0.05177507663158942,-0.11013060676171871,202.8000030517578
concentrated,2020-06-30,2020-07-31,2020-07-17,ETSY,weekly_relative_trim,relative_underperformance_trim50,0.2650223073712194,0.1325111536856097,0.13251115368560984,-0.026445506308316102,0.03924818292370147,-0.06321270540709778,102.70999908447266
concentrated,2020-08-31,2020-09-30,2020-09-04,SE,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2428786571868934,0.0,0.2428786571868934,-0.08008936372795883,-0.021815703187019864,-0.0595732938371637,144.14999389648438
concentrated,2020-08-31,2020-09-30,2020-09-10,META,daily_hard_stop_exit,daily_close_breached_hard_stop,0.5,0.0,0.7428786571868934,-0.09032610127855167,-0.04660074112857904,-0.04586259087481581,266.00250244140625
concentrated,2020-08-31,2020-09-30,2020-09-24,JD,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2571213428131066,0.0,1.0,-0.08516804632925012,-0.07257092229394935,-0.01358284351668071,63.71499252319336
concentrated,2020-09-30,2020-10-30,2020-10-22,DDOG,daily_trailing_stop_exit,daily_close_breached_trailing_stop,0.2454874781645453,0.0,0.24548747816454541,-0.024548928879796872,0.02049233087269009,-0.04413679396685832,98.94000244140625
concentrated,2020-10-30,2020-11-30,2020-11-27,CPRT,weekly_relative_trim,relative_underperformance_trim50,0.3963821345912319,0.19819106729561595,0.19819106729561609,0.029579959905793762,0.1013628688891115,-0.06517643822123897,28.802499771118164
concentrated,2020-12-31,2021-01-29,2021-01-14,CPRT,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2412700107009812,0.0,0.2412700107009812,-0.08283141544216921,0.008392837557395394,-0.09046499499196647,29.315000534057617
concentrated,2021-02-26,2021-03-31,2021-03-04,DXCM,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2819338557752887,0.0,0.28193385577528873,-0.1102147990896859,-0.023055650902707003,-0.08921608305274997,89.06749725341797
concentrated,2021-02-26,2021-03-31,2021-03-04,LRCX,daily_hard_stop_exit,daily_close_breached_hard_stop,0.4477272235045834,0.0,0.7296610792798721,-0.08281888328438114,-0.023055650902707003,-0.0611736302450554,50.01246643066406
concentrated,2021-02-26,2021-03-31,2021-03-04,NVDA,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2703389207201279,0.0,1.0,-0.10845042231085134,-0.023055650902707003,-0.08741006740767787,12.334892272949219
concentrated,2021-04-30,2021-05-28,2021-05-12,NVDA,daily_hard_stop_exit,daily_close_breached_hard_stop,0.5,0.0,0.5000000000000001,-0.09034707900602035,-0.033426284780912474,-0.05888924282635388,13.723908424377441
concentrated,2021-05-28,2021-06-30,2021-06-04,CRWD,weekly_relative_trim,relative_underperformance_trim50,0.3719373482866291,0.18596867414331456,0.18596867414331453,-0.0729740339466538,7.109167589303134e-05,-0.0730399330912963,206.94000244140625
concentrated,2021-06-30,2021-07-30,2021-07-16,NVDA,daily_hard_stop_exit,daily_close_breached_hard_stop,0.3043621259082716,0.0,0.3043621259082717,-0.09759016443422608,0.005759205849227955,-0.10275756829507654,18.119489669799805
concentrated,2021-07-30,2021-08-31,2021-08-13,DXCM,weekly_relative_trim,relative_underperformance_trim50,0.2612805509933497,0.13064027549667484,0.13064027549667512,-0.049846282135389,0.012672052583906357,-0.06173601271978946,122.85250091552734
concentrated,2021-07-30,2021-08-31,2021-08-13,MA,weekly_relative_trim,relative_underperformance_trim50,0.5,0.25,0.3806402754966751,-0.0681992124252766,0.012672052583906357,-0.07985928396348452,352.7683410644531
concentrated,2021-07-30,2021-08-31,2021-08-19,MA,daily_hard_stop_exit,daily_close_breached_hard_stop,0.5,0.0,0.6306402754966751,-0.08217310507362852,-0.0010900723896832831,-0.08117151551183344,347.4779968261719
concentrated,2021-10-29,2021-11-30,2021-11-26,CPRT,weekly_relative_trim,relative_underperformance_trim50,0.3556791687945333,0.17783958439726666,0.17783958439726666,-0.0637711089548253,-0.0028894822161682487,-0.06105805289665578,36.48249816894531
concentrated,2021-11-30,2021-12-31,2021-12-06,PANW,daily_hard_stop_exit,daily_close_breached_hard_stop,0.4347217808062471,0.0,0.4347217808062471,-0.08787828022940913,-0.006173669128849535,-0.08221216178579249,83.53666687011719
concentrated,2021-12-31,2022-01-31,2022-01-19,EXP,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2701541163733314,0.0,0.2701541163733314,-0.095155547780434,-0.05154315887606409,-0.04598247069702044,147.5250244140625
concentrated,2021-12-31,2022-01-31,2022-01-20,COO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.3167385151005012,0.0,0.5868926314738327,-0.08078831841699974,-0.06204072168865893,-0.01998764462578073,98.35933685302734
concentrated,2022-01-31,2022-02-28,2022-02-23,LRCX,daily_hard_stop_exit,daily_close_breached_hard_stop,0.3821061459474709,0.0,0.38210614594747083,-0.08069490597745221,-0.06374797229535045,-0.018100824543632266,51.76420211791992
concentrated,2022-02-28,2022-03-31,2022-03-04,MA,weekly_relative_trim,relative_underperformance_trim50,0.5,0.25,0.2500000000000001,-0.07570201468444404,-0.0065971719323438816,-0.06956376688248544,322.4876403808594
concentrated,2022-02-28,2022-03-31,2022-03-07,MA,daily_hard_stop_exit,daily_close_breached_hard_stop,0.5,0.0,0.5000000000000001,-0.1255553405426657,-0.03588197452006836,-0.09301077632892352,305.09381103515625
concentrated,2022-03-31,2022-04-29,2022-04-11,AVGO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.3439225227833044,0.0,0.3439225227833046,-0.08086238094972775,-0.02953807299676059,-0.05288647243633271,54.0334587097168
concentrated,2022-03-31,2022-04-29,2022-04-21,FCX,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2496833562780073,0.0,0.5936058790613119,-0.09601213657244001,-0.03364151361241363,-0.06454191052140335,42.4156379699707
concentrated,2022-03-31,2022-04-29,2022-04-28,ORLY,daily_hard_stop_exit,daily_close_breached_hard_stop,0.4063941209386881,0.0,1.0,-0.09460937755203569,-0.0562529099352842,-0.04064274001006063,41.551998138427734
concentrated,2022-04-29,2022-05-31,2022-05-06,FDS,weekly_relative_trim,relative_underperformance_trim50,0.3141062098312265,0.15705310491561325,0.1570531049156133,-0.06479208815884852,-0.0017713369213780972,-0.06313258030791169,362.8258056640625
concentrated,2022-04-29,2022-05-31,2022-05-09,FDS,daily_hard_stop_exit,daily_close_breached_hard_stop,0.3141062098312265,0.0,0.3141062098312266,-0.1002299406872782,-0.03373195049588573,-0.06881940288258426,349.0772399902344
concentrated,2022-05-31,2022-06-30,2022-06-13,ETR,daily_hard_stop_exit,daily_close_breached_hard_stop,0.498341777757502,0.0,0.4983417777575021,-0.09075840674882185,-0.0967554851447946,0.006639484987001731,47.61922836303711
concentrated,2022-05-31,2022-06-30,2022-06-14,NFG,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2856347028025095,0.0,0.7839764805600116,-0.08286014515681439,-0.0994772251687559,0.018452703780929447,59.795204162597656
