portfolio_kind,base_rebalance_date,period_end_date,action_date,ticker,action,reason,original_weight,new_weight,cash_weight_after,price_return,benchmark_return,relative_return,action_price
main,2019-04-30,2019-05-31,2019-05-03,W,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0496314115316706,0.0,0.049631411531671055,-0.08407181660828322,-0.002341587641413456,-0.08192205664226249,148.82000732421875
main,2019-04-30,2019-05-31,2019-05-13,AMD,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0507539918543694,0.0,0.10038540338604052,-0.09360970364085508,-0.047028296099595135,-0.04888015808927748,26.239999771118164
main,2019-04-30,2019-05-31,2019-05-13,AVGO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0530990260460193,0.0,0.15348442943205975,-0.08461805799444688,-0.047028296099595135,-0.039444782820939106,24.472408294677734
main,2019-04-30,2019-05-31,2019-05-20,GPK,daily_hard_stop_exit,daily_close_breached_hard_stop,0.04,0.0,0.1934844294320598,-0.08106160445633093,-0.03654335147745147,-0.04620680447547665,11.230965614318848
main,2019-04-30,2019-05-31,2019-05-20,KEYS,daily_hard_stop_exit,daily_close_breached_hard_stop,0.04,0.0,0.23348442943205983,-0.15272730047052552,-0.03654335147745147,-0.12059073874391857,74.55999755859375
main,2019-04-30,2019-05-31,2019-05-23,CDNS,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0495261968003099,0.0,0.2830106262323697,-0.08448272101046506,-0.04268487652446984,-0.043661531569926804,63.720001220703125
main,2019-06-28,2019-07-31,2019-07-05,AVGO,weekly_relative_trim,relative_underperformance_trim50,0.0388820253978374,0.0194410126989187,0.01944101269892018,-0.06304702895324155,0.006000116250322929,-0.0686353252730475,23.80425453186035
main,2019-06-28,2019-07-31,2019-07-08,AVGO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0388820253978374,0.0,0.038882025397838915,-0.08857075675196846,0.0004722603486844168,-0.0890009854642243,23.155797958374023
main,2019-07-31,2019-08-30,2019-08-05,MELI,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0475328885688043,0.0,0.047532888568804776,-0.08050858555749929,-0.046303720384320846,-0.03586557471626328,574.25
main,2019-07-31,2019-08-30,2019-08-05,TER,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0387226501719647,0.0,0.08625553874076952,-0.08280117398704834,-0.046303720384320846,-0.038269472559372075,50.25630569458008
main,2019-07-31,2019-08-30,2019-08-14,NOW,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0431345978416477,0.0,0.12939013658241727,-0.0903814222681193,-0.04603489982311726,-0.04648652496488537,50.46200180053711
main,2019-07-31,2019-08-30,2019-08-23,ORCL,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0778584908603402,0.0,0.2072486274427574,-0.08383637493077079,-0.04284269813995001,-0.042828568210426354,46.78181838989258
main,2019-07-31,2019-08-30,2019-08-27,UNH,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0453713891929308,0.0,0.2526200166356882,-0.10538142687804197,-0.036055347139312466,-0.07191914964514956,198.89036560058594
main,2019-08-30,2019-09-30,2019-09-10,MKTX,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0763564812992668,0.0,0.07635648129926742,-0.1424702474748908,0.026017755323370695,-0.16421548450217516,320.3418273925781
main,2019-08-30,2019-09-30,2019-09-10,SHOP,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0590434743916591,0.0,0.13539995569092644,-0.12177089366233773,0.026017755323370695,-0.14404102484476966,33.7239990234375
main,2019-08-30,2019-09-30,2019-09-13,AMGN,weekly_relative_trim,relative_underperformance_trim50,0.060829098299232,0.030414549149616,0.1658145048405425,-0.05706713253100204,0.036204873872490495,-0.09001309369923893,160.32066345214844
main,2019-08-30,2019-09-30,2019-09-13,AMT,weekly_relative_trim,relative_underperformance_trim50,0.0371526842195018,0.0185763421097509,0.1843908469502934,-0.06604498946228354,0.036204873872490495,-0.098677265387343,179.1324005126953
main,2019-08-30,2019-09-30,2019-09-13,NOW,weekly_relative_trim,relative_underperformance_trim50,0.0578647687756916,0.0289323843878458,0.21332323133813913,-0.04593135798396086,0.036204873872490495,-0.07926640177776134,50.391998291015625
main,2019-08-30,2019-09-30,2019-09-20,MA,weekly_relative_trim,relative_underperformance_trim50,0.0786170414199256,0.0393085207099628,0.25263175204810195,-0.03150112953871842,0.03127490810553013,-0.06087226320629602,261.0267333984375
main,2019-08-30,2019-09-30,2019-09-20,V,weekly_relative_trim,relative_underperformance_trim50,0.14,0.07,0.322631752048102,-0.03578573951873776,0.03127490810553013,-0.06502693617113153,165.86880493164062
main,2019-09-30,2019-10-31,2019-10-25,SBUX,weekly_relative_trim,relative_underperformance_trim50,0.0403902096960813,0.02019510484804065,0.020195104848041434,-0.05923487410386841,0.012964386902237779,-0.07127522145857457,72.16680908203125
main,2019-10-31,2019-11-29,2019-11-07,BKNG,daily_hard_stop_exit,daily_close_breached_hard_stop,0.1155972362528661,0.0,0.11559723625286744,-0.08583129310959425,0.010691202035647995,-0.09550146963863426,72.64019775390625
main,2019-10-31,2019-11-29,2019-11-08,AEP,weekly_relative_trim,relative_underperformance_trim50,0.0092070617197833,0.00460353085989165,0.12020076711275907,-0.05243845074130682,0.01318373339749801,-0.06476829618923574,70.74130249023438
main,2019-10-31,2019-11-29,2019-11-08,AMT,weekly_relative_trim,relative_underperformance_trim50,0.0079499628504904,0.0039749814252452,0.12417574853800428,-0.06059797861271221,0.01318373339749801,-0.07282165078075109,171.96656799316406
main,2019-10-31,2019-11-29,2019-11-08,LHX,weekly_relative_trim,relative_underperformance_trim50,0.0043261099625825,0.00216305498129125,0.1263388035192955,-0.05006071134023449,0.01318373339749801,-0.062421496371300345,172.6813507080078
main,2019-10-31,2019-11-29,2019-11-08,NEE,weekly_relative_trim,relative_underperformance_trim50,0.0098253874817954,0.0049126937408977,0.13125149726019325,-0.0695882636959354,0.01318373339749801,-0.08169495261819393,47.29195022583008
main,2019-10-31,2019-11-29,2019-11-15,DUK,weekly_relative_trim,relative_underperformance_trim50,0.0438405168704884,0.0219202584352442,0.1531717556954374,-0.050522262433739806,0.02253039583867711,-0.07144301877940684,69.17711639404297
main,2019-10-31,2019-11-29,2019-11-22,HD,weekly_relative_trim,relative_underperformance_trim50,0.0532421215387285,0.02662106076936425,0.17979281646480172,-0.07641824255067498,0.01980839927506728,-0.09435756941612283,186.13665771484375
main,2019-10-31,2019-11-29,2019-11-22,LRCX,weekly_relative_trim,relative_underperformance_trim50,0.0506213335043574,0.0253106667521787,0.20510348321698035,-0.043239916142415846,0.01980839927506728,-0.0618236871379968,24.27007293701172
main,2019-11-29,2019-12-31,2019-12-20,ORCL,weekly_relative_trim,relative_underperformance_trim50,0.0561896588355071,0.02809482941775355,0.028094829417755207,-0.046772159989116546,0.02453017515831113,-0.06959515383371695,48.83072280883789
main,2019-11-29,2019-12-31,2019-12-27,DIS,weekly_relative_trim,relative_underperformance_trim50,0.0349936503861009,0.01749682519305045,0.04559165461080572,-0.041302241693446984,0.03133373668822492,-0.070429169334572,142.39663696289062
main,2019-12-31,2020-01-31,2020-01-24,BAC,weekly_relative_trim,relative_underperformance_trim50,0.0309250573001204,0.0154625286500602,0.015462528650060925,-0.05120194329719374,0.0161643752608136,-0.06629470605158416,28.785266876220703
main,2020-01-31,2020-02-28,2020-02-05,TSLA,daily_trailing_stop_exit,daily_close_breached_trailing_stop,0.0482600225114264,0.0,0.04826002251142725,0.09056093869786142,0.029411171162912364,0.05940266557032703,48.97999954223633
main,2020-01-31,2020-02-28,2020-02-21,CPRT,weekly_relative_trim,relative_underperformance_trim50,0.1571858348533857,0.07859291742669285,0.12685293993812008,-0.06800388606432073,0.03132836297404751,-0.09631486207935103,23.8125
main,2020-01-31,2020-02-28,2020-02-24,CPRT,daily_hard_stop_exit,daily_close_breached_hard_stop,0.1571858348533857,0.0,0.2054458573648129,-0.09227006444972286,-0.0028759128432618297,-0.08965198289549403,23.1924991607666
