signal_date,effective_next_trading_day,portfolio,crisis_state,prior_cash_weight,target_cash_weight,policy_cash_floor,equity_drawdown,equity_drawdown_cash_floor,base_cash_floor,turnover_from_cash_action,estimated_cost_usd,cash_action
2019-07-23,2019-07-24,main,WATCH,0.0735328779527561,0.15,0.15,-0.01619694249894399,0.0,0.0727002791592369,0.07646712204724389,19.291262736612268,RAISE_CASH
2019-07-25,2019-07-26,main,GREEN,0.15,0.0717617181793765,0.03,-0.004594027684046487,0.0,0.0717617181793765,0.07823828182062349,19.9708840110518,RELEASE_CASH
2019-08-02,2019-08-05,main,WATCH,0.0717617181793765,0.15,0.15,-0.026707308730590684,0.0,0.0915144529704856,0.07823828182062349,19.565012285402698,RAISE_CASH
2019-09-03,2019-09-04,main,GREEN,0.15,0.306037357571788,0.03,-0.008972607231520824,0.0,0.306037357571788,0.15603735757178802,40.012945803848645,RAISE_CASH
2019-10-01,2019-10-02,main,WATCH,0.306037357571788,0.206037357571788,0.15,-0.049074262964010185,0.0,0.0846713977573725,0.1,24.90308479535598,RELEASE_CASH
2019-10-02,2019-10-03,main,WATCH,0.206037357571788,0.15,0.15,-0.061795276516815045,0.0,0.0859728525060505,0.056037357571788016,13.768347184228055,RELEASE_CASH
2019-10-15,2019-10-16,main,GREEN,0.15,0.0823416748620731,0.03,-0.02350249762278034,0.0,0.0823416748620731,0.0676583251379269,17.302104275926666,RELEASE_CASH
2019-11-01,2019-11-04,main,GREEN,0.0823416748620731,0.1530991169920449,0.03,-0.023931980334763847,0.0,0.1530991169920449,0.0707574421299718,18.459584239497207,RAISE_CASH
2019-12-02,2019-12-03,main,GREEN,0.1530991169920449,0.05309911699204489,0.03,-0.03929915256101835,0.0,0.0302533168927305,0.1,25.677804066095405,RELEASE_CASH
2020-02-03,2020-02-04,main,WATCH,0.05309911699204489,0.0901987054235839,0.03,-0.02251706385664276,0.0,0.0901987054235839,0.037099588431539,10.63147896456982,RAISE_CASH
2020-02-04,2020-02-05,main,WATCH,0.0901987054235839,0.15,0.15,0.0,0.0,0.0873522302666329,0.0598012945764161,17.693803606901735,RAISE_CASH
2020-02-06,2020-02-07,main,GREEN,0.15,0.0893967065417134,0.03,-0.021444371290349373,0.0,0.0893967065417134,0.06060329345828659,17.546575220957408,RELEASE_CASH
2020-02-25,2020-02-26,main,WATCH,0.0893967065417134,0.35,0.03,-0.10524670391311575,0.35,0.0918154487438285,0.2606032934582866,73.47002494845265,RAISE_CASH
2020-03-02,2020-03-03,main,DEFENSE_REVIEW,0.35,0.4383669846848929,0.35,-0.10835368244586607,0.35,0.4383669846848929,0.0883669846848929,24.826164957073598,RAISE_CASH
2020-03-09,2020-03-10,main,DEFENSE_REVIEW,0.4383669846848929,0.55,0.35,-0.17493589905042906,0.55,0.4732599770211248,0.11163301531510716,29.020662809832707,RAISE_CASH
2020-03-12,2020-03-13,main,CRISIS_DEFENSE,0.55,0.75,0.55,-0.2168167371533376,0.75,0.5034145541510514,0.19999999999999996,49.35377465961608,RAISE_CASH
2020-03-26,2020-03-27,main,CRISIS_DEFENSE,0.75,0.65,0.55,-0.19312871671167708,0.55,0.4783914292804062,0.09999999999999998,25.42326003621698,RELEASE_CASH
2020-03-27,2020-03-30,main,CRISIS_DEFENSE,0.65,0.55,0.55,-0.19834229605874698,0.55,0.482862416924828,0.09999999999999998,25.258988254329008,RELEASE_CASH
2020-03-31,2020-04-01,main,CRISIS_DEFENSE,0.55,0.75,0.55,-0.20280205650593885,0.75,0.4858683448750566,0.19999999999999996,50.236936268668,RAISE_CASH
2020-04-01,2020-04-02,main,CRISIS_DEFENSE,0.75,0.7854526056914891,0.55,-0.21382182619987367,0.75,0.7854526056914891,0.035452605691489114,8.782054409511414,RAISE_CASH
2020-04-14,2020-04-15,main,DEFENSE_REVIEW,0.7854526056914891,0.7532012360869923,0.35,-0.1817914851499398,0.55,0.7532012360869923,0.032251369604496816,8.314557433142875,RELEASE_CASH
2020-05-01,2020-05-04,main,DEFENSE_REVIEW,0.7532012360869923,0.6532012360869923,0.35,-0.17008192476590434,0.55,0.3211502044516148,0.09999999999999998,26.149428629366177,RELEASE_CASH
2020-05-04,2020-05-05,main,DEFENSE_REVIEW,0.6532012360869923,0.5532012360869923,0.35,-0.16023328013501337,0.55,0.3137075959379012,0.09999999999999998,26.45974411417934,RELEASE_CASH
2020-05-06,2020-05-07,main,DEFENSE_REVIEW,0.5532012360869923,0.45320123608699237,0.35,-0.1429255571724095,0.35,0.3039073886350138,0.09999999999999998,27.00508356376271,RELEASE_CASH
2020-05-07,2020-05-08,main,DEFENSE_REVIEW,0.45320123608699237,0.3532012360869924,0.35,-0.13200579967425374,0.35,0.2989620297841099,0.09999999999999998,27.34914815021899,RELEASE_CASH
2020-06-09,2020-06-10,main,REENTRY_READY,0.3532012360869924,0.2532012360869924,0.2,-0.08110441741841012,0.0,0.1989706013807669,0.09999999999999998,28.952971590333632,RELEASE_CASH
2020-06-10,2020-06-11,main,GREEN,0.2532012360869924,0.196554008951421,0.03,-0.07080399959953243,0.0,0.196554008951421,0.05664722713557141,16.58490424319108,RELEASE_CASH
2020-06-11,2020-06-12,main,GREEN,0.196554008951421,0.35,0.03,-0.10666097304219369,0.35,0.2044143698445271,0.15344599104857898,43.19155442467748,RAISE_CASH
2020-06-12,2020-06-15,main,WATCH,0.35,0.24999999999999997,0.15,-0.0971720693409468,0.0,0.2016963895069791,0.1,28.446704851810857,RELEASE_CASH
2020-06-15,2020-06-16,main,WATCH,0.24999999999999997,0.1957727312503065,0.15,-0.07173950667836804,0.0,0.1957727312503065,0.05422726874969347,15.860416167961949,RELEASE_CASH
2020-07-01,2020-07-02,main,WATCH,0.1957727312503065,0.15,0.15,-0.007594626665109683,0.0,0.1281534311347486,0.04577273125030651,14.3127443793949,RELEASE_CASH
2020-07-20,2020-07-21,main,GREEN,0.15,0.1186823209621271,0.03,0.0,0.0,0.1186823209621271,0.0313176790378729,10.551046427927881,RELEASE_CASH
2020-08-03,2020-08-04,main,GREEN,0.1186823209621271,0.0592399024001471,0.03,0.0,0.0,0.0592399024001471,0.059442418561979994,20.966541363317106,RELEASE_CASH
2020-09-04,2020-09-08,main,GREEN,0.0592399024001471,0.35,0.03,-0.11506635672380805,0.35,0.0276243699887984,0.2907600975998529,103.47314978902718,RAISE_CASH
2020-09-15,2020-09-16,main,WATCH,0.35,0.24999999999999997,0.15,-0.08839994188514999,0.0,0.0264343493033816,0.1,36.659496965343735,RELEASE_CASH
2020-09-16,2020-09-17,main,WATCH,0.24999999999999997,0.15,0.15,-0.09924125713002696,0.0,0.0268400888381063,0.09999999999999998,36.22351941161058,RELEASE_CASH
2020-09-17,2020-09-18,main,WATCH,0.15,0.35,0.15,-0.11038978816035416,0.35,0.0272180771151562,0.19999999999999998,71.55037468671487,RAISE_CASH
2020-09-21,2020-09-22,main,WATCH,0.35,0.24999999999999997,0.15,-0.09094730476218471,0.0,0.0263344914328406,0.1,36.557056162681434,RELEASE_CASH
2020-09-22,2020-09-23,main,WATCH,0.24999999999999997,0.15,0.15,-0.0807079036207673,0.0,0.0259465589763394,0.09999999999999998,36.96882807047066,RELEASE_CASH
2020-09-23,2020-09-24,main,WATCH,0.15,0.35,0.15,-0.1059484008510364,0.35,0.0267817449438831,0.19999999999999998,71.90759060204633,RAISE_CASH
2020-10-07,2020-10-08,main,REENTRY_READY,0.35,0.24999999999999997,0.2,-0.035235118067912574,0.0,0.1965936152581135,0.1,38.79749123162481,RELEASE_CASH
2020-10-08,2020-10-09,main,GREEN,0.24999999999999997,0.1986983417210489,0.03,-0.04501393560450584,0.0,0.1986983417210489,0.051301658278951084,19.70201270878635,RELEASE_CASH
2020-10-30,2020-11-02,main,WATCH,0.1986983417210489,0.35,0.15,-0.1153179103764077,0.35,0.2144028642262811,0.1513016582789511,53.828599450973925,RAISE_CASH
2020-11-04,2020-11-05,main,WATCH,0.35,0.24999999999999997,0.15,-0.08825882916169525,0.0,0.1380103062052063,0.1,36.665171736216344,RELEASE_CASH
2020-11-05,2020-11-06,main,WATCH,0.24999999999999997,0.15,0.15,-0.0649496220669944,0.0,0.1340325172331895,0.09999999999999998,37.602538730816825,RELEASE_CASH
2020-11-10,2020-11-11,main,GREEN,0.15,0.35,0.03,-0.12163045325584065,0.35,0.1427958012616431,0.19999999999999998,70.64630030828934,RAISE_CASH
2020-11-13,2020-11-16,main,GREEN,0.35,0.24999999999999997,0.03,-0.09685555618742459,0.0,0.1375719945837913,0.1,36.31945906813761,RELEASE_CASH
2020-11-16,2020-11-17,main,GREEN,0.24999999999999997,0.14999999999999997,0.03,-0.0996688244252194,0.0,0.1380268295360487,0.1,36.20632502705449,RELEASE_CASH
