ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
AMD,16786.50043487549,0.1342009409112637,6533.039821624756,0.0706295577596062,-10253.460613250732
PENN,7939.399673461914,0.0634721281295503,659.919997215271,0.0071344823899211,-7279.479676246643
NOW,14237.255744934082,0.1138208124067892,7232.159996032715,0.078187838450902,-7005.095748901367
STM,7051.415500640869,0.0563730718390973,1043.3908710479736,0.0112802367358295,-6008.0246295928955
UI,5677.072357177734,0.0453857821593193,0.0,0.0,-5677.072357177734
PCTY,6588.119812011719,0.0526692195933373,1097.459991455078,0.0118647851492899,-5490.659820556641
FTNT,6556.00004196167,0.0524124356746586,1270.2319917678833,0.0137326461004729,-5285.768050193787
PAYC,6326.19873046875,0.050575271797373,1312.8207550048828,0.0141930788538446,-5013.377975463867
QRVO,6150.159873962402,0.0491679159121039,1387.3799362182615,0.0149991480252873,-4762.779937744141
TSLA,7584.005065917969,0.0606308991960855,3106.4919776916504,0.0335846957249311,-4477.513088226318
SHOP,7387.6558837890625,0.0590611708842743,2930.420883178711,0.0316811678299173,-4457.235000610352
DXCM,7875.359802246094,0.0629601565601132,3918.780075073242,0.042366449802344,-3956.5797271728516
SE,7065.6001052856445,0.0564864717283219,4405.799903869629,0.0476316855987321,-2659.8002014160156
RNG,7686.964080810547,0.0614540127883131,5578.555603027344,0.0603105026047744,-2108.408477783203
