comparison_method,rebalance_date,target_cash_weight,target_stock_weight,broker_cash_date,broker_cash_weight,cash_drift
rebalance_day_next_close,2019-07-31,0.0846666666666667,0.9153333333333327,2019-08-01,0.0874305827876577,0.002763916120991
rebalance_day_next_close,2019-09-30,0.1661162614870146,0.8338837385129848,2019-10-01,0.1670980683355897,0.0009818068485751008
rebalance_day_next_close,2019-10-31,0.1814285714285713,0.8185714285714285,2019-11-01,0.1830803425819236,0.0016517711533522994
rebalance_day_next_close,2019-12-31,0.03,0.9699999999999989,2020-01-02,0.0309575572080817,0.0009575572080817024
rebalance_day_next_close,2020-03-31,0.79,0.2099999999999994,2020-04-01,0.7896275734726877,-0.0003724265273122862
rebalance_day_next_close,2020-04-30,0.3199999999999999,0.679999999999999,2020-05-01,0.3230816985318461,0.0030816985318462
rebalance_day_next_close,2020-06-30,0.1199999999999998,0.879999999999999,2020-07-01,0.1256859889125398,0.005685988912539991
rebalance_day_next_close,2020-08-31,0.0300000000000003,0.9699999999999994,2020-09-01,0.0258278893307562,-0.004172110669244101
rebalance_day_next_close,2020-09-30,0.1999999999999999,0.7999999999999994,2020-10-01,0.1998935489118137,-0.00010645108818618798
rebalance_day_next_close,2020-11-30,0.4917432305404421,0.5082567694595573,2020-12-01,0.4977175618274375,0.005974331286995371
rebalance_day_next_close,2021-03-31,0.0514285714285712,0.9485714285714286,2021-04-01,0.0514582388393856,2.966741081440044e-05
rebalance_day_next_close,2021-06-30,0.0449236729385618,0.9550763270614379,2021-07-01,0.0462476767343999,0.001324003795838101
rebalance_day_next_close,2021-08-31,0.0299999999999996,0.97,2021-09-01,0.0295610610957098,-0.0004389389042897991
rebalance_day_next_close,2021-09-30,0.0799999999999998,0.9199999999999997,2021-10-01,0.0836533293053678,0.0036533293053680055
rebalance_day_next_close,2021-11-30,0.3159887499973687,0.6840112500026312,2021-12-01,0.3152621995524174,-0.0007265504449512905
rebalance_day_next_close,2022-01-31,0.6000000000000001,0.39999999999999913,2022-02-01,0.6023031551080112,0.0023031551080111567
rebalance_day_next_close,2022-02-28,0.6000000000000001,0.39999999999999897,2022-03-01,0.599553798462054,-0.000446201537946056
rebalance_day_next_close,2022-03-31,0.8416651477909748,0.158334852209025,2022-04-01,0.843788535681715,0.0021233878907401804
rebalance_day_next_close,2022-05-31,0.6,0.3999999999999994,2022-06-01,0.6014232035231696,0.0014232035231696027
rebalance_day_next_close,2022-06-30,0.79,0.2099999999999992,2022-07-01,0.7938864837684352,0.003886483768435145
rebalance_day_next_close,2022-08-31,0.6000000000000001,0.3999999999999994,2022-09-01,0.6018116200234104,0.0018116200234102875
rebalance_day_next_close,2022-10-31,0.44,0.5599999999999994,2022-11-01,0.4419898124362638,0.0019898124362637826
rebalance_day_next_close,2022-11-30,0.6827909154548852,0.3172090845451145,2022-12-01,0.6829744300527419,0.00018351459785670432
rebalance_day_next_close,2023-01-31,0.32,0.6799999999999993,2023-02-01,0.3221916892128131,0.002191689212813097
