book,rebalance_date,top_tickers,top_weights,n_positions,cash_estimate,entered_top,left_top
concentrated_grid_presence,2019-04-30,"FDS,VICI,NOW,GPK,MKTX,FAST,APH,TSCO","0.5000,0.5000,0.3186,0.2235,0.1821,0.1223,0.1213,0.0891",10,0.0,"APH,FAST,FDS,GPK,MKTX,NOW,TSCO,VICI",
concentrated_grid_presence,2019-05-31,"FDS,MA,PEG,VICI,NOW,ORLY,GPK,MKTX","1.0000,0.5000,0.5000,0.4900,0.3110,0.2500,0.2148,0.1965",13,0.0,"MA,ORLY,PEG","APH,FAST,TSCO"
concentrated_grid_presence,2019-06-28,"FDS,MA,VEEV,VICI,NOW,AVGO,GPK,MKTX","1.0000,0.5000,0.5000,0.4839,0.3203,0.2500,0.2223,0.2007",14,0.0,"AVGO,VEEV","ORLY,PEG"
concentrated_grid_presence,2019-07-31,"MA,V,TSCO,VEEV,ORLY,AVGO,WRB,CBRE","1.0000,0.5000,0.5000,0.4959,0.2500,0.2402,0.1667,0.1336",16,0.0,"CBRE,ORLY,TSCO,V,WRB","FDS,GPK,MKTX,NOW,VICI"
concentrated_grid_presence,2019-08-30,"V,BKNG,TSCO,AEP,ORLY,WRB,LRCX,CBRE","1.0000,0.5000,0.4788,0.2541,0.2531,0.1718,0.1667,0.1302",18,0.0,"AEP,BKNG,LRCX","AVGO,MA,VEEV"
concentrated_grid_presence,2019-09-30,"V,BKNG,AEP,ORLY,LRCX,DUK,WRB,CBRE","1.0000,0.5132,0.5000,0.2738,0.2500,0.1983,0.1794,0.1357",20,0.0,DUK,TSCO
concentrated_grid_presence,2019-10-31,"BKNG,V,ORLY,LRCX,DUK,LPX,CBRE,WU","0.5000,0.5000,0.2500,0.1667,0.1310,0.1019,0.0935,0.0808",10,0.0,"LPX,WU","AEP,WRB"
concentrated_grid_presence,2019-11-29,"BKNG,V,MA,CPRT,ORLY,PANW,LRCX,JKHY","1.0000,0.5220,0.5000,0.5000,0.2587,0.2500,0.1671,0.1667",17,0.0,"CPRT,JKHY,MA,PANW","CBRE,DUK,LPX,WU"
concentrated_grid_presence,2019-12-31,"BKNG,V,MA,LRCX,SWKS,CPRT,ORLY,AVGO","1.0000,0.5070,0.5000,0.5000,0.5000,0.3192,0.2444,0.1411",18,0.0,"AVGO,SWKS","JKHY,PANW"
concentrated_grid_presence,2020-01-31,"LRCX,MA,SWKS,CPRT,JD,AVGO,ADBE,V","1.0000,0.5226,0.4776,0.3377,0.1667,0.1295,0.1277,0.0994",14,0.0,"ADBE,JD","BKNG,ORLY"
concentrated_grid_presence,2020-02-28,"MA,LRCX,RNG,NVDA,JD,ADBE,CPRT,BIO","1.0000,0.5133,0.5000,0.2500,0.1874,0.1298,0.1074,0.1043",14,0.0,"BIO,NVDA,RNG","AVGO,SWKS,V"
concentrated_grid_presence,2020-03-31,"MA,JD,NVDA,VEEV,NOW,QGEN,BIO,VRTX","0.5000,0.5000,0.2507,0.2500,0.1667,0.1250,0.1079,0.0886",13,0.0,"NOW,QGEN,VEEV,VRTX","ADBE,CPRT,LRCX,RNG"
concentrated_grid_presence,2020-04-30,"NVDA,AMZN,SE,FTNT,BIO,TSCO,NOW,MRNA","0.5000,0.5000,0.5000,0.3005,0.2268,0.1364,0.1275,0.0897",10,0.0,"AMZN,FTNT,MRNA,SE,TSCO","JD,MA,QGEN,VEEV,VRTX"
concentrated_grid_presence,2020-05-29,"AMZN,SE,NVDA,VEEV,FTNT,V,BIO,GDDY","1.0000,0.5865,0.5071,0.3828,0.3154,0.2519,0.2084,0.1859",15,0.0,"GDDY,V,VEEV","MRNA,NOW,TSCO"
concentrated_grid_presence,2020-06-30,"AMZN,SE,NVDA,MELI,NOW,ETSY,FTNT,ZTO","1.0000,0.6300,0.5073,0.5000,0.5000,0.3000,0.2809,0.1928",16,0.0,"ETSY,MELI,NOW,ZTO","BIO,GDDY,V,VEEV"
concentrated_grid_presence,2020-07-31,"NOW,MELI,NVDA,MA,ETSY,MNST,CTAS,ZTO","1.0000,0.5106,0.5088,0.5000,0.3073,0.2500,0.1807,0.1773",17,0.0,"CTAS,MA,MNST","AMZN,FTNT,SE"
concentrated_grid_presence,2020-08-31,"NVDA,MA,SE,META,JD,BIO,MNST,CTAS","1.0000,0.5000,0.5000,0.5000,0.3000,0.2716,0.2252,0.1707",16,0.0,"BIO,JD,META,SE","ETSY,MELI,NOW,ZTO"
concentrated_grid_presence,2020-09-30,"NVDA,SE,BIO,CPRT,MA,JD,DDOG,MNST","1.0000,0.5213,0.5000,0.5000,0.4991,0.3104,0.2534,0.2194",18,0.0,"CPRT,DDOG","CTAS,META"
concentrated_grid_presence,2020-10-30,"CPRT,GOOG,LRCX,CBRE,XPO,LEA,DLB,AEP","0.5000,0.5000,0.2719,0.1986,0.1563,0.1039,0.0972,0.0726",10,0.0,"AEP,CBRE,DLB,GOOG,LEA,LRCX,XPO","BIO,DDOG,JD,MA,MNST,NVDA,SE"
concentrated_grid_presence,2020-11-30,"CPRT,GOOG,LRCX,CBRE,TECH,XPO,DLB,LEA","1.0000,0.5125,0.5000,0.2100,0.1667,0.1618,0.1257,0.1063",16,0.0,TECH,AEP
concentrated_grid_presence,2020-12-31,"CPRT,LRCX,TWLO,GOOG,CBRE,XPO,PANW,Z","1.0000,0.5000,0.5000,0.4858,0.2048,0.1706,0.1667,0.1260",16,0.0,"PANW,TWLO,Z","DLB,LEA,TECH"
concentrated_grid_presence,2021-01-29,"LRCX,TWLO,NVDA,AMAT,GOOG,TECH,PANW,QGEN","1.0000,0.5111,0.5000,0.5000,0.2800,0.1921,0.1644,0.1554",16,0.0,"AMAT,NVDA,QGEN,TECH","CBRE,CPRT,XPO,Z"
concentrated_grid_presence,2021-02-26,"NVDA,AMAT,LRCX,DXCM,GOOG,SAM,TECH,QGEN","1.0000,0.5351,0.5000,0.5000,0.2755,0.2099,0.1908,0.1323",17,0.0,"DXCM,SAM","PANW,TWLO"
concentrated_grid_presence,2021-03-31,"NVDA,LRCX,AMAT,GOOGL,GOOG,ORLY,SAM,TECH","1.0000,1.0000,0.5728,0.5000,0.2686,0.2500,0.2371,0.1904",22,0.0,"GOOGL,ORLY","DXCM,QGEN"
concentrated_grid_presence,2021-04-30,"NVDA,ORLY,GOOG,WSM,CSX,YETI,RH,TSCO","0.5000,0.5000,0.2500,0.1667,0.1250,0.0907,0.0870,0.0680",10,0.0,"CSX,RH,TSCO,WSM,YETI","AMAT,GOOGL,LRCX,SAM,TECH"
concentrated_grid_presence,2021-05-28,"NVDA,CRWD,ORLY,NDAQ,GOOG,FTNT,WSM,CSX","1.0000,0.5000,0.4735,0.3172,0.2443,0.1658,0.1615,0.1200",17,0.0,"CRWD,FTNT,NDAQ","RH,TSCO,YETI"
