rebalance_date,ticker,action,reason,stage,score
2019-04-30,NOW,enter,baseline_lifecycle_scout,scout,1.3991064104455901
2019-04-30,CDNS,enter,baseline_lifecycle_scout,scout,1.3609303319627026
2019-04-30,V,enter,baseline_lifecycle_scout,scout,0.964392806908908
2019-05-31,NOW,hold,hold,confirm,0.9182163224092048
2019-05-31,CDNS,hold,watch_stale,scout,0.3193982846249879
2019-05-31,V,hold,hold,confirm,0.7501049387149126
2019-05-31,SHOP,enter,baseline_lifecycle_scout,scout,0.9437698511235185
2019-05-31,HEI,enter,baseline_lifecycle_scout,scout,0.8990263015806937
2019-05-31,PYPL,enter,baseline_lifecycle_scout,scout,0.866644345373617
2019-06-28,NOW,hold,hold,confirm,0.8007565067780389
2019-06-28,CDNS,hold,hold,confirm,0.8172650420678548
2019-06-28,V,hold,hold,winner,0.8285435192938255
2019-06-28,SHOP,hold,hold,confirm,0.7763688045084536
2019-06-28,HEI,hold,hold,confirm,1.0833163488106181
2019-06-28,PYPL,hold,hold,confirm,0.7829864422475407
2019-06-28,ADBE,enter,baseline_lifecycle_scout,scout,1.1436430627339493
2019-06-28,MKTX,enter,baseline_lifecycle_scout,scout,0.9042063910144859
2019-06-28,HD,enter,baseline_lifecycle_scout,scout,0.79130881495317
2019-07-31,NOW,hold,watch_stale,confirm,0.055517659791883445
2019-07-31,CDNS,hold,hold,confirm,0.5897519598359616
2019-07-31,V,hold,hold,winner,0.3910674270931723
2019-07-31,SHOP,hold,hold,confirm,0.5240107749916323
2019-07-31,HEI,hold,hold,winner,0.9895652658515247
2019-07-31,PYPL,hold,watch_stale,confirm,-0.13264683936461033
2019-07-31,ADBE,hold,hold,confirm,0.9027302367427278
2019-07-31,MKTX,hold,hold,scout,0.5473257281074965
2019-07-31,HD,hold,hold,confirm,0.8743317701237028
2019-07-31,CTAS,enter,baseline_lifecycle_scout,scout,1.0858720184231057
2019-07-31,MA,enter,baseline_lifecycle_scout,scout,0.80255351083524
2019-07-31,CBRE,enter,baseline_lifecycle_scout,scout,0.6173282618174765
