rebalance_date,net_return,drawdown,regime_state
2018-09-28,-0.16494363373804388,-0.16494363373804388,
2022-03-31,-0.13864701752776198,-0.14747257396200075,
2018-11-30,-0.12948579916460495,-0.22841594386994857,
2022-05-31,-0.1030547637804296,-0.23732159437410227,
2022-11-30,-0.10209042457901372,-0.2623334829977997,
2020-02-28,-0.0711311724674544,-0.13431867533787645,
2020-01-31,-0.06802629283864953,-0.06802629283864947,
2025-03-31,-0.05781838945515017,-0.13849397687686016,
2022-08-31,-0.0574534023707494,-0.25999100842553113,
2024-03-28,-0.055546343262425336,-0.05554634326242536,
