months,cagr,sharpe,max_dd,terminal_multiple,avg_monthly_return,vol_ann,model,cash_cap,single_name_cap,avg_cash_weight,avg_turnover_monthly,delta_cagr_vs_base,delta_max_dd_vs_base,production_activation_allowed
106,0.33228308676118945,1.7954551092671176,-0.1499722895684641,12.606732727515624,0.025354184670130078,0.16945576331660672,cash0.00_cap0.18,0.0,0.18,3.5021775835758185e-18,0.4846756739306098,-0.010308176482318965,-0.09988476784899025,False
106,0.3322212350101512,1.7954013873005445,-0.15011458911744424,12.60156376144417,0.02535000218645475,0.1694328791261733,cash0.00_cap0.22,0.0,0.22,3.911310478853367e-18,0.484989810537772,-0.010370028233357198,-0.1000270673979704,False
106,0.33219178881627465,1.79538020889781,-0.15018826957721332,12.599103596198447,0.025348007906129334,0.16942154835286213,cash0.00_cap0.25,0.0,0.25,1.6365315811101955e-19,0.485151594296864,-0.010399474427233768,-0.10010074785773948,False
106,0.3321450530242638,1.7953525042546035,-0.15031428750463172,12.595199797208059,0.025344838898076386,0.16940298133997314,cash0.00_cap0.33,0.0,0.33,-5.924244323618907e-18,0.48543021570647743,-0.010446210219244634,-0.10022676578515788,False
106,0.32377397688550325,1.7986398099753071,-0.14576015906280115,11.9130303343881,0.024749574679566493,0.16512194076193346,cash0.03_cap0.18,0.03,0.18,0.028018582363280267,0.47591038618687515,-0.01881728635800517,-0.09567263734332732,False
106,0.32372249255411023,1.7986510354114587,-0.14588596909780993,11.908938274788046,0.024746005145482225,0.16509709548959622,cash0.03_cap0.22,0.03,0.22,0.028018582363280264,0.4761101146133902,-0.018868770689398184,-0.0957984473783361,False
106,0.323697260183045,1.7986586232514998,-0.14595164477159484,11.90693321949145,0.02474425443391303,0.16508471889467463,cash0.03_cap0.25,0.03,0.25,0.028018582363280267,0.47621430413283805,-0.018894003060463405,-0.095864123052121,False
106,0.3236561148864774,1.7986732620769836,-0.1460647360278461,11.903664307774273,0.024741398670923665,0.1650643228599774,cash0.03_cap0.33,0.03,0.33,0.028018582363280257,0.47639708614728515,-0.01893514835703103,-0.09597721430837225,False
106,0.319003548145151,1.8026394970216673,-0.14287434197586557,11.53911974834374,0.024406890196692888,0.16247435099708918,cash0.05_cap0.18,0.05,0.18,0.04555209363783412,0.471385406983946,-0.023587715098357442,-0.09278682025639173,False
106,0.3189565346352823,1.8026801653053792,-0.1430052270650275,11.535487183436004,0.024403584746829434,0.16244868202249552,cash0.05_cap0.22,0.05,0.22,0.045552093637834114,0.4715278886082193,-0.02363472860822613,-0.09291770534555366,False
106,0.31893294839472164,1.8027000253065657,-0.14307343746566392,11.533665141441922,0.024401927607028133,0.16243586130451199,cash0.05_cap0.25,0.05,0.25,0.04555209363783411,0.47159982709661946,-0.023658314848786777,-0.09298591574619008,False
106,0.31889368655345596,1.8027314903511353,-0.14319070798008737,11.530632722026587,0.024399171734726152,0.16241468148963453,cash0.05_cap0.33,0.05,0.33,0.04555209363783411,0.4717264054097791,-0.023697576690052458,-0.09310318626061354,False
106,0.3142209872883519,1.815077963092523,-0.13774250407647037,11.174742346927088,0.024052498037110792,0.15901794981498363,cash0.08_cap0.18,0.08,0.18,0.06811152797826507,0.4687869579496226,-0.02837027595515651,-0.08765498235699654,False
106,0.3141738499893383,1.815112995717463,-0.13787848841489347,11.171202394511065,0.024049177825615862,0.15899293024086295,cash0.08_cap0.22,0.08,0.22,0.06811152797826506,0.4688505243357972,-0.028417413254170132,-0.08779096669541964,False
106,0.31414964779105703,1.8151276709371336,-0.1379491228505505,11.169385225980045,0.024047476818442517,0.1589803992533067,cash0.08_cap0.25,0.08,0.25,0.06811152797826507,0.46888229083511185,-0.028441615452451385,-0.08786160113107666,False
106,0.3141085693520025,1.8151471603361353,-0.13807020773524692,11.166301542256008,0.024044595767737417,0.15895964554158631,cash0.08_cap0.33,0.08,0.33,0.06811152797826506,0.46894008391076897,-0.028482693891505928,-0.08798268601577308,False
