model,rebalance_date,net_return,cash_weight
cash0.00_cap0.18,2017-05-31,0.0017886637486734635,0.0
cash0.00_cap0.18,2017-06-30,0.049192352205734924,0.0
cash0.00_cap0.18,2017-07-31,0.03100058866680327,2.7755575615628914e-17
cash0.00_cap0.18,2017-08-31,0.023680896528218035,-6.938893903907228e-18
cash0.00_cap0.18,2017-09-29,0.07268276428635302,6.938893903907228e-18
cash0.00_cap0.18,2017-10-31,0.016149385126677355,1.3877787807814457e-17
cash0.00_cap0.18,2017-11-30,-0.0030545121036645766,0.0
cash0.00_cap0.18,2017-12-29,0.048125994966248836,0.0
cash0.00_cap0.18,2018-01-31,-0.00430058417901546,-6.938893903907228e-18
cash0.00_cap0.18,2018-02-28,-0.02488719888487709,-5.551115123125783e-17
cash0.00_cap0.18,2018-03-29,-0.0071380488879378545,0.0
cash0.00_cap0.18,2018-04-30,0.0631791560648023,0.0
cash0.00_cap0.18,2018-05-31,-0.020997401224638237,0.0
cash0.00_cap0.18,2018-06-29,0.02949569305962178,0.0
cash0.00_cap0.18,2018-07-31,0.08676493754356185,1.3877787807814457e-17
cash0.00_cap0.18,2018-08-31,0.025150206030586496,2.7755575615628914e-17
cash0.00_cap0.18,2018-09-28,-0.06112784857015136,1.1102230246251565e-16
cash0.00_cap0.18,2018-10-31,0.024819939887058683,-4.163336342344337e-17
cash0.00_cap0.18,2018-11-30,-0.07016386456944808,-1.1102230246251565e-16
cash0.00_cap0.18,2018-12-31,0.06342959922565199,-1.3877787807814457e-17
cash0.00_cap0.18,2019-01-31,0.060103232847173164,0.0
cash0.00_cap0.18,2019-02-28,0.030259402555969917,1.3877787807814457e-17
cash0.00_cap0.18,2019-03-29,0.037869965544738114,0.0
cash0.00_cap0.18,2019-04-30,-0.016154861939548373,-2.7755575615628914e-17
cash0.00_cap0.18,2019-05-31,0.06879153341865957,-5.551115123125783e-17
cash0.00_cap0.18,2019-06-28,0.006751979025936991,0.0
cash0.00_cap0.18,2019-07-31,0.003457690619239815,1.3877787807814457e-17
cash0.00_cap0.18,2019-08-30,-0.0035263827732629678,2.7755575615628914e-17
cash0.00_cap0.18,2019-09-30,0.01658305476867964,0.0
cash0.00_cap0.18,2019-10-31,0.010633767903284274,0.0
cash0.00_cap0.18,2019-11-29,0.02393023134795568,6.938893903907228e-18
cash0.00_cap0.18,2019-12-31,0.06096908043263091,0.0
cash0.00_cap0.18,2020-01-31,-0.011949320755452799,0.0
cash0.00_cap0.18,2020-02-28,-0.07677452323458193,0.0
cash0.00_cap0.18,2020-03-31,0.1983748092303857,1.1102230246251565e-16
cash0.00_cap0.18,2020-04-30,0.15125116599080538,0.0
cash0.00_cap0.18,2020-05-29,0.06346889481620417,0.0
cash0.00_cap0.18,2020-06-30,0.09319907093716046,0.0
cash0.00_cap0.18,2020-07-31,0.11199442634843618,0.0
cash0.00_cap0.18,2020-08-31,-0.03130344237778863,0.0
cash0.00_cap0.18,2020-09-30,0.006998365293300297,-1.3877787807814457e-17
cash0.00_cap0.18,2020-10-30,0.11120814498719113,5.551115123125783e-17
cash0.00_cap0.18,2020-11-30,0.07087930470631681,3.469446951953614e-18
cash0.00_cap0.18,2020-12-31,0.011087906009518783,2.7755575615628914e-17
cash0.00_cap0.18,2021-01-29,0.07792336812086939,0.0
cash0.00_cap0.18,2021-02-26,-0.014566471532371523,0.0
cash0.00_cap0.18,2021-03-31,0.04092087162676482,0.0
cash0.00_cap0.18,2021-04-30,0.0021515200009812503,5.551115123125783e-17
cash0.00_cap0.18,2021-05-28,0.044702629776494016,6.938893903907228e-18
cash0.00_cap0.18,2021-06-30,0.04394490490268232,2.7755575615628914e-17
cash0.00_cap0.18,2021-07-30,0.04880536738876933,0.0
cash0.00_cap0.18,2021-08-31,-0.046927181500998075,0.0
cash0.00_cap0.18,2021-09-30,0.1003068021067407,0.0
cash0.00_cap0.18,2021-10-29,0.0015311848181210896,0.0
cash0.00_cap0.18,2021-11-30,0.016960595272778472,2.7755575615628914e-17
cash0.00_cap0.18,2021-12-31,-0.06732426855659605,0.0
cash0.00_cap0.18,2022-01-31,-0.014573458929274983,-1.3877787807814457e-17
cash0.00_cap0.18,2022-02-28,0.04395664130448452,-1.3877787807814457e-17
cash0.00_cap0.18,2022-03-31,-0.061484519516729584,0.0
cash0.00_cap0.18,2022-04-29,0.0043674992083482835,2.7755575615628914e-17
cash0.00_cap0.18,2022-05-31,-0.049622156121371296,1.1102230246251565e-16
cash0.00_cap0.18,2022-06-30,0.04826088493576064,1.3877787807814457e-17
cash0.00_cap0.18,2022-07-29,-0.015636193033861597,0.0
cash0.00_cap0.18,2022-08-31,-0.041614403025328955,0.0
cash0.00_cap0.18,2022-09-30,0.10323851906114398,0.0
cash0.00_cap0.18,2022-10-31,0.007869952342873746,0.0
cash0.00_cap0.18,2022-11-30,-0.034886355693488615,0.0
cash0.00_cap0.18,2022-12-30,0.039528166418564,0.0
cash0.00_cap0.18,2023-01-31,-0.028591258820197186,2.7755575615628914e-17
cash0.00_cap0.18,2023-02-28,0.03887775308886675,0.0
cash0.00_cap0.18,2023-03-31,0.0010336973090188093,0.0
cash0.00_cap0.18,2023-04-28,0.053555018490426064,0.0
cash0.00_cap0.18,2023-05-31,0.08235149875117397,6.938893903907228e-18
cash0.00_cap0.18,2023-06-30,0.03239272042138503,0.0
cash0.00_cap0.18,2023-07-31,0.02186332647115804,0.0
cash0.00_cap0.18,2023-08-31,-0.059099778315675276,0.0
cash0.00_cap0.18,2023-09-29,-0.008353310123630288,-5.551115123125783e-17
cash0.00_cap0.18,2023-10-31,0.06449987022703088,0.0
cash0.00_cap0.18,2023-11-30,0.03060546984581588,1.3877787807814457e-17
cash0.00_cap0.18,2023-12-29,0.05883285089815784,0.0
cash0.00_cap0.18,2024-01-31,0.09437266252312612,2.7755575615628914e-17
cash0.00_cap0.18,2024-02-29,0.06839335826584356,-2.7755575615628914e-17
cash0.00_cap0.18,2024-03-28,-0.037736365103050465,0.0
cash0.00_cap0.18,2024-04-30,0.0871394082507822,0.0
cash0.00_cap0.18,2024-05-31,0.024733499946981874,5.551115123125783e-17
cash0.00_cap0.18,2024-06-28,-0.01369407953344455,-5.551115123125783e-17
cash0.00_cap0.18,2024-07-31,0.02485633267519451,5.551115123125783e-17
cash0.00_cap0.18,2024-08-30,0.044178828897940545,-5.551115123125783e-17
cash0.00_cap0.18,2024-09-30,0.04619798327451268,0.0
cash0.00_cap0.18,2024-10-31,0.09621653254607426,-6.938893903907228e-18
cash0.00_cap0.18,2024-11-29,-0.03236924627643696,5.551115123125783e-17
cash0.00_cap0.18,2024-12-31,0.023636293445698908,0.0
cash0.00_cap0.18,2025-01-31,0.03080090370869511,4.163336342344337e-17
cash0.00_cap0.18,2025-02-28,-0.05161321569729397,1.1102230246251565e-16
cash0.00_cap0.18,2025-03-31,-0.004242213469087696,-5.551115123125783e-17
