rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.23960116941086734,-0.3099988777121161,
2022-05-31,-0.20484818220219858,-0.4875734763447027,
2021-12-31,-0.14967069333029986,-0.1496706933302998,
2019-04-30,-0.13856822553032863,-0.13856822553032866,
2022-03-31,-0.13840734271170685,-0.337042349247451,
2023-04-28,-0.10518805506404127,-0.44688165013748005,
2020-09-30,-0.09601322781124509,-0.13726568123369065,
2022-01-31,-0.0896170129170035,-0.22587466578982496,
2025-02-28,-0.08951390676077305,-0.08951390676077309,
2022-11-30,-0.08405395256744794,-0.4536186601492155,
